月份,月末收盘价,月均收盘价,月内最高价,月内最低价,月内交易日数,月度实现波动率,月内最大单日绝对收益,油价月度对数收益,油价月度收益率,GPR_全球综合,GPRT_威胁,GPRA_行动,GPRC_SAU_沙特,GPRC_RUS_俄罗斯,GPRC_USA_美国,GPRC_CHN_中国,数据下载日期,来源URL,GPR_历史标准分,GPR_历史分位数,GPR_全球综合_滞后1月,GPR_全球综合_滞后2月,GPRT_威胁_滞后1月,GPRT_威胁_滞后2月,GPRA_行动_滞后1月,GPRA_行动_滞后2月,GPRC_SAU_沙特_滞后1月,GPRC_SAU_沙特_滞后2月,GPR_历史标准分_滞后1月,GPR_历史标准分_滞后2月,是否冲突窗口月
2018-09-01,82.95,78.8125,83.34,75.67,20,0.04858005725520271,0.0320889798005625,0.06525406741530268,0.06743018916484367,75.05390930175781,88.62364196777344,51.163917541503906,0.11759764701128,0.8189836144447327,1.8185635805130005,0.7727845311164856,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.5857580535207347,0.1794354838709677,112.74168395996094,110.02842712402344,145.11407470703125,129.1023406982422,68.57559204101562,84.4084701538086,0.371747225522995,0.1963881701231002,0.2075187790646684,0.1504083816394198,False
2018-10-01,74.59,80.47260869565217,86.73,74.58,23,0.08005143830389162,0.0459972351388714,-0.10623156666938162,-0.10078360458107294,92.0164794921875,115.21215057373048,61.15047454833984,0.6590871810913086,1.013346552848816,2.389190912246704,1.038062334060669,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.2287188259407957,0.4858870967741935,75.05390930175781,112.74168395996094,88.62364196777344,145.11407470703125,51.163917541503906,68.57559204101562,0.11759764701128,0.371747225522995,-0.5857580535207347,0.2075187790646684,False
2018-11-01,59.07,66.00409090909092,74.95,57.84,22,0.11409799957239397,0.0701337295690935,-0.23328326864792803,-0.20807078696876258,80.40758514404297,105.16685485839844,47.40216827392578,0.648497462272644,0.826516330242157,1.9454922676086424,0.6654516458511353,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.4730703967574143,0.2560483870967742,92.0164794921875,75.05390930175781,115.21215057373048,88.62364196777344,61.15047454833984,51.163917541503906,0.6590871810913086,0.11759764701128,-0.2287188259407957,-0.5857580535207347,False
2018-12-01,54.15,57.79200000000001,63.64,50.23,20,0.14851009859097047,0.0887924230465666,-0.08696520787214433,-0.08329101066531241,90.607666015625,106.0626983642578,66.24092864990234,0.3661112487316131,0.9340530633926392,2.234217405319214,0.8167096972465515,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.2583724497624898,0.4677419354838709,80.40758514404297,92.0164794921875,105.16685485839844,115.21215057373048,47.40216827392578,61.15047454833984,0.648497462272644,0.6590871810913086,-0.4730703967574143,-0.2287188259407957,False
2019-01-01,61.22,60.159545454545466,62.98,52.58,22,0.08012204813036251,0.0469363372589179,0.12271596007026683,0.13056325023084026,87.42410278320312,112.98045349121094,55.7335090637207,0.3144921362400055,0.9987250566482544,2.2481937408447266,0.9264768362045288,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.3253821626005304,0.3991935483870967,90.607666015625,80.40758514404297,106.0626983642578,105.16685485839844,66.24092864990234,47.40216827392578,0.3661112487316131,0.648497462272644,-0.2583724497624898,-0.4730703967574143,False
2019-02-01,66.36,64.53099999999999,67.8,60.48,20,0.06182465359257203,0.0316229116945108,0.08062053180497732,0.08395949036262662,96.80016326904295,127.857421875,57.51169967651367,0.2738173902034759,1.0575016736984253,2.431309700012207,1.071664571762085,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.1280287334901365,0.5645161290322581,87.42410278320312,90.607666015625,112.98045349121094,106.0626983642578,55.7335090637207,66.24092864990234,0.3144921362400055,0.3661112487316131,-0.3253821626005304,-0.2583724497624898,False
2019-03-01,67.55,66.78428571428572,68.46,64.03,21,0.03580851646655013,0.0204942736588306,0.01777359908396407,0.01793248945147674,82.32829284667969,90.7895965576172,66.64120483398438,0.24192875623703,0.5631100535392761,1.8770334720611572,0.771669328212738,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.4326420897934634,0.2983870967741935,96.80016326904295,87.42410278320312,127.857421875,112.98045349121094,57.51169967651367,55.7335090637207,0.2738173902034759,0.3144921362400055,-0.1280287334901365,-0.3253821626005304,False
2019-04-01,71.66,71.39428571428573,74.73,67.73,21,0.05710657731314167,0.0338223308883456,0.05906464747059998,0.06084381939304229,79.25344848632812,95.45539855957033,57.51552963256836,0.3267973959445953,0.8058017492294312,1.9384009838104248,0.5595845580101013,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.4973634169876086,0.2338709677419354,82.32829284667969,96.80016326904295,90.7895965576172,127.857421875,66.64120483398438,57.51169967651367,0.24192875623703,0.2738173902034759,-0.4326420897934634,-0.1280287334901365,False
2019-05-01,61.76,69.69652173913045,73.34,61.44,23,0.09341616526926888,0.0529059960128813,-0.14867680616028695,-0.13815238626849002,106.4719009399414,134.97251892089844,64.66343688964844,0.580245852470398,0.97137451171875,2.7765839099884033,1.1733860969543457,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,0.0755483016293214,0.6895161290322581,79.25344848632812,82.32829284667969,95.45539855957033,90.7895965576172,57.51552963256836,66.64120483398438,0.3267973959445953,0.24192875623703,-0.4973634169876086,-0.4326420897934634,False
2019-06-01,64.55,62.5065,65.95,59.0,20,0.08075579261819484,0.0413008130081302,0.044184211576130825,0.04517487046632129,106.58845520019533,142.6534881591797,53.42063903808594,0.7075675129890442,0.9017171263694764,2.8691000938415527,1.2943308353424072,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,0.0780016116280435,0.6915322580645161,106.4719009399414,79.25344848632812,134.97251892089844,95.45539855957033,64.66343688964844,57.51552963256836,0.580245852470398,0.3267973959445953,0.0755483016293214,-0.4973634169876086,False
2019-07-01,64.22,64.19434782608695,67.64,60.99,23,0.07999219236154613,0.0367985280588776,-0.005125428631283658,-0.005112316034082132,93.52125549316406,126.93077850341795,47.41885757446289,0.3318290412425995,0.8008140921592712,2.3758959770202637,0.7565702199935913,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.1970453203907567,0.5141129032258065,106.58845520019533,106.4719009399414,142.6534881591797,134.97251892089844,53.42063903808594,64.66343688964844,0.7075675129890442,0.580245852470398,0.0780016116280435,0.0755483016293214,False
2019-08-01,59.19,59.12181818181818,64.53,55.92,22,0.08834237426548139,0.0493615696044845,-0.08156207995873423,-0.0783245094985986,103.4044189453125,124.72541809082033,70.09744262695312,0.2521900832653045,0.8362091779708862,2.747544527053833,1.2167065143585205,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,0.0109819423050962,0.6471774193548387,93.52125549316406,106.58845520019533,126.93077850341795,142.6534881591797,47.41885757446289,53.42063903808594,0.3318290412425995,0.7075675129890442,-0.1970453203907567,0.0780016116280435,False
2019-09-01,59.43,61.60333333333334,70.04,57.24,21,0.15356359916654713,0.1298393913778528,0.004046540675935648,0.0040547389761784736,90.36798858642578,110.8709487915039,67.81023406982422,0.9034944176673888,0.5801851153373718,2.3340272903442383,0.7263386249542236,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.2634173364293651,0.4556451612903225,103.4044189453125,93.52125549316406,124.72541809082033,126.93077850341795,70.09744262695312,47.41885757446289,0.2521900832653045,0.3318290412425995,0.0109819423050962,-0.1970453203907567,False
2019-10-01,59.6,59.46130434782609,62.05,56.24,23,0.06249438070468487,0.0283783783783784,0.00285642469273478,0.0028605081608614746,97.83673095703124,121.31104278564452,69.96658325195312,0.4204153716564178,1.072059154510498,2.4678382873535156,0.6726645827293396,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.1062103815246739,0.5766129032258065,90.36798858642578,103.4044189453125,110.8709487915039,124.72541809082033,67.81023406982422,70.09744262695312,0.9034944176673888,0.2521900832653045,-0.2634173364293651,0.0109819423050962,False
2019-11-01,60.73,62.23380952380952,63.62,59.42,21,0.08111392252167841,0.0402970922882428,0.01878223583817981,0.01895973154362407,73.07838439941406,84.5873031616211,53.03253173828125,0.1144366189837455,0.4709506928920746,1.7385563850402832,0.6029929518699646,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.6273401886146075,0.1532258064516129,97.83673095703124,90.36798858642578,121.31104278564452,110.8709487915039,69.96658325195312,67.81023406982422,0.4204153716564178,0.9034944176673888,-0.1062103815246739,-0.2634173364293651,False
