月份,GPR_全球综合,GPRT_威胁,GPRA_行动,GPRC_SAU_沙特,GPRC_RUS_俄罗斯,GPRC_USA_美国,GPRC_CHN_中国,数据下载日期,来源URL,GPR_历史标准分,GPR_历史分位数
2005-10-01,87.06182861328125,73.18765258789062,105.56188201904297,0.07181844115257263,0.3878195881843567,2.013789176940918,0.24705544114112854,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.3330075453313884,0.39314516129032256
2005-11-01,83.48009490966797,70.60446166992188,96.02958679199219,0.08234468847513199,0.3476775884628296,1.7658361196517944,0.3903748095035553,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.408398209633938,0.33064516129032256
2005-12-01,95.35025024414062,69.64460754394531,130.6789093017578,0.10661983489990234,0.2540060877799988,2.129260778427124,0.2132396697998047,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.15854744737945617,0.5403225806451613
2006-01-01,94.51001739501953,89.32347106933594,100.19158172607422,0.1138811931014061,0.6709756851196289,2.19144344329834,0.6309633851051331,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.17623321575474313,0.5262096774193549
2006-02-01,95.85819244384766,89.40576171875,102.79864501953125,0.16238418221473694,0.5444645881652832,2.225618600845337,0.471232533454895,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.14785594906271082,0.5443548387096774
2006-03-01,92.79762268066406,88.04222869873047,97.03602600097656,0.12625537812709808,0.5824964046478271,2.1922523975372314,0.5279770493507385,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.21227681523652422,0.5
2006-04-01,89.01580047607422,85.9110107421875,92.8307113647461,0.10341261327266693,0.4982607960700989,2.043182611465454,0.538999080657959,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.29187907265463875,0.4314516129032258
2006-05-01,85.20877838134766,84.03312683105469,82.27742767333984,0.06883136183023453,0.5446655750274658,2.0020949840545654,0.5686069130897522,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.37201175377673823,0.3528225806451613
2006-06-01,102.57276916503906,90.38453674316406,115.67947387695312,0.11484178900718689,0.5893197059631348,2.342168092727661,0.5409652590751648,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.006523164045672694,0.6350806451612904
2006-07-01,137.13482666015625,134.39634704589844,142.0860595703125,0.26680219173431396,0.8829881548881531,2.9761147499084473,0.7432346343994141,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,0.7209615374527085,0.8669354838709677
2006-08-01,147.08111572265625,141.55645751953125,159.18817138671875,0.1323135495185852,0.5518442988395691,3.0335302352905273,0.47116532921791077,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,0.9303175091182169,0.907258064516129
2006-09-01,111.72425842285156,110.28041076660156,114.77066802978516,0.1487327367067337,0.5160115361213684,2.479890823364258,0.49172863364219666,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,0.18610334356099764,0.7298387096774194
2006-10-01,113.13529968261719,125.2918930053711,99.27391815185547,0.13394850492477417,0.7947611212730408,2.5926477909088135,1.0864711999893188,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,0.21580385921483328,0.7479838709677419
2006-11-01,88.77892303466797,87.27577209472656,86.71051025390625,0.09716107696294785,0.4098982810974121,1.9614392518997192,0.42811599373817444,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.29686502335440457,0.4274193548387097
2006-12-01,90.60655975341797,95.78137969970703,78.7696533203125,0.20804889500141144,0.5396268367767334,2.0609843730926514,0.41284701228141785,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.2583957350900944,0.4657258064516129
2007-01-01,97.9200439453125,95.61344909667969,97.65373992919922,0.1605929583311081,0.3304508924484253,2.368746042251587,0.3582458198070526,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.10445675547335201,0.5786290322580645
2007-02-01,96.16935729980469,98.1557388305664,90.95567321777344,0.23762376606464386,0.5907590985298157,2.3036303520202637,0.5049505233764648,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.14130634846718299,0.5524193548387096
2007-03-01,87.33650207519531,86.1521224975586,83.9186019897461,0.18793731927871704,0.39033135771751404,1.9545481204986572,0.41057074069976807,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.3272260393698782,0.3971774193548387
2007-04-01,76.6133804321289,69.22551727294922,83.41928100585938,0.11217229813337326,0.285238116979599,1.7691173553466797,0.3333119750022888,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.5529332892562335,0.20362903225806453
2007-05-01,92.5995864868164,82.30323028564453,103.89258575439453,0.12654121220111847,0.37637898325920105,1.9922128915786743,0.3244646191596985,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.216445210054671,0.49798387096774194
2007-06-01,97.9723129272461,87.08059692382812,109.30941009521484,0.12045901268720627,0.5008559226989746,2.1809420585632324,0.38356685638427734,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.10335656389115362,0.5806451612903226
2007-07-01,112.34625244140625,103.2634048461914,127.13468170166016,0.17479687929153442,0.42404428124427795,2.392127752304077,0.37548959255218506,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,0.1991954788595389,0.7379032258064516
2007-08-01,83.17320251464844,73.12574005126953,100.14825439453125,0.13647760450839996,0.32691147923469543,1.9360777139663696,0.2856508195400238,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.4148578806883725,0.31451612903225806
2007-09-01,94.4888687133789,94.93997955322266,92.24872589111328,0.14389389753341675,0.4973723590373993,2.180305242538452,0.5693193078041077,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.17667836698315562,0.5241935483870968
2007-10-01,101.47301483154297,103.61026763916016,97.49516296386719,0.1086987629532814,0.5692382454872131,2.3484654426574707,0.5663777589797974,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.029671509688520663,0.625
2007-11-01,89.79544830322266,95.73847961425781,81.56842803955078,0.18874143064022064,0.44039666652679443,1.9533239603042603,0.45537614822387695,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.27546853728974985,0.4495967741935484
2007-12-01,94.96749114990234,98.5313720703125,84.13076782226562,0.1555461883544922,0.6319063901901245,2.1452412605285645,0.4925629496574402,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.16660401014216394,0.5362903225806451
2008-01-01,81.49982452392578,76.40237426757812,83.74764251708984,0.1463581770658493,0.2864883244037628,1.8372621536254883,0.3518824279308319,2026-05-11,https://www.matteoiacoviello.com/gpr_files/data_gpr_export.xls,-0.45008023075381104,0.2762096774193548
