item,value
short_model_rmse,3.4685110256705434
naive_rmse,4.515869794402845
rmse_improvement_pct,23.192846924648748
state_day180_p05,86.3068661555939
state_day180_p50,89.48758292717972
state_day180_p95,95.55012674438798
history_naive_event_percentile,0.9846225535880708
