day_index,trade_date,p05,p10,p25,p50,p75,p90,p95
65,2026-05-06,108.05839998331783,108.54022180275263,109.36781568175546,110.3092574890789,111.1949990768506,111.97622561317058,112.62572333940138
66,2026-05-07,106.16592770452979,106.85022915340325,108.26256380669562,110.029170799096,111.58383988823708,113.18357559194472,114.5182062078276
67,2026-05-08,104.27013481030444,105.08747969079334,106.99059772758334,109.58204774762375,111.85901608491041,114.61426330415782,116.29297771785922
68,2026-05-09,102.43780672069903,103.43940862442996,105.47857580305501,109.04754217132319,111.90613434234227,115.49356019848064,117.87459356513118
69,2026-05-10,100.85302287488874,101.88791463376818,104.13529739967288,108.41163284826516,111.9479414120584,116.32469052959499,119.43888752793853
70,2026-05-11,99.64957000246268,100.56063906175773,102.90421802694209,107.46657468035664,111.93536626383745,116.54640630304662,120.23250082392023
71,2026-05-12,98.53172588139776,99.48026041546188,101.70703931295083,106.75649599184013,111.85257801580792,117.0680178188987,121.01592399321565
72,2026-05-13,97.56145546667769,98.54803060724075,100.75166770652089,105.70939273272829,111.49546818287749,117.29843067499908,121.86642676622401
73,2026-05-14,96.75980379152976,97.74127586743053,99.94525076237676,104.8685480893253,111.06873261872416,117.46777578198298,121.77842212644836
74,2026-05-15,96.03565362076638,97.06468552290255,99.30176748947522,104.19917776393038,110.3836869358355,117.71150265174296,122.05068565616595
75,2026-05-16,95.57022116408109,96.49824591749655,98.73619366736699,103.81001466442436,109.98966238837139,116.95282245599748,121.68228962554888
76,2026-05-17,95.10538533998093,96.12948251309355,98.29334891742542,103.19031342465954,109.63488378907533,116.12646649738647,121.73340600304712
77,2026-05-18,94.70810832429109,95.73953336397273,97.92917638933781,102.73602829152043,109.34882622945759,115.8513829950978,121.24761634440532
78,2026-05-19,94.52865251828966,95.52264997121186,97.78893573341658,102.3346393417795,108.71597667346882,115.82256714480395,120.72995606512897
79,2026-05-20,94.30116448603899,95.31905735402388,97.49222518247086,101.95581122477289,108.35948955998312,115.36193591889328,120.40964851237995
80,2026-05-21,94.14129945112167,95.18036591713994,97.336950293629,101.6851213963684,107.93174524123825,114.86022840026881,119.9577436346388
81,2026-05-22,94.06101072361007,95.01812599233394,97.27908647302631,101.52095998115298,107.7439774491327,114.34544196591864,119.59174957330718
82,2026-05-23,94.0127200666363,94.96253966133376,97.124303558669,101.31211590053503,107.4019709621041,113.86528790290596,119.11991806427822
83,2026-05-24,93.94444899217277,94.88397246392857,96.90141784240197,101.16230867465798,107.3739877678537,113.99858028764179,118.27345726727664
84,2026-05-25,93.94887576015354,94.89001354532023,96.88104658130801,101.03200110602364,106.92994349830774,113.61683853695062,118.13924230134367
85,2026-05-26,93.94399402482878,94.78973244184142,96.76675865561705,100.86996597272724,106.66751178831257,113.29669979399524,117.89131934765089
86,2026-05-27,93.93544300899629,94.73258902007767,96.65665836743597,100.74105487902554,106.5868705254505,113.24977856387913,117.49279803127827
87,2026-05-28,93.74166557570055,94.63842522404443,96.58570173003726,100.57888948655525,106.43387287048256,112.88224737995768,117.01656954384582
88,2026-05-29,93.7738460916977,94.56999863989277,96.57359389365267,100.5143984147985,106.13189711268679,112.19705786180674,116.50416856580996
89,2026-05-30,93.69769143837486,94.57968126822351,96.60275288714448,100.50564213896133,105.95138143132957,111.9090811705607,116.0718714213241
90,2026-05-31,93.67512151287212,94.50598345888795,96.56496570245028,100.31815172121563,105.9336155103682,111.78541729763408,115.59724800702193
91,2026-06-01,93.65292846532606,94.56726224332635,96.44565664467615,100.10884375852417,105.75191156999198,111.85888820736626,115.81365702817196
92,2026-06-02,93.58382544065402,94.50405645990283,96.29682724954498,100.01239193993094,105.71429992782683,111.83453905933185,116.16263660893662
93,2026-06-03,93.50620825364143,94.36772248233606,96.28051683842304,99.87349274244019,105.48813619452902,111.8135697671043,115.88393803082744
94,2026-06-04,93.44390531563162,94.33069818849366,96.1572178055009,99.72310364184727,105.35061312430791,111.74000947285461,115.75276341904686
95,2026-06-05,93.3981901400358,94.30809999354697,96.07906433242393,99.49795596953396,105.17894102378774,111.40394143064151,115.56539604766957
