候选,使用矩阵,风险扰动倍率,后期缓和倍率,第90天P95-P05,第180天P50,第180天P95,第180天P95-P05,突破120概率,突破130概率,外推期最高价P95,升级状态平均占比,第180天最终升级占比,综合评分,说明
历史全样本矩阵,历史全样本矩阵,0.75,0.75,20.79936608740934,91.24343368321786,98.27811467056571,10.992553590698705,0.48083333333333333,0.050833333333333335,130.02962078029879,0.12190732758620688,0.06166666666666667,-0.45267236039382047,用全样本历史状态矩阵作为偏保守经验参照。
历史推荐矩阵_尾部折中,历史收缩推荐矩阵,0.65,0.55,30.294394304831016,91.0400319322316,103.85533042312466,18.21713174842907,0.765,0.12333333333333334,132.40648880379226,0.2732650862068965,0.20541666666666666,-0.9783745194709743,降低后期机械缓和，同时不过度叠加风险扰动。
历史推荐矩阵_风险折半,历史收缩推荐矩阵,0.5,1.0,29.938732872945423,89.29148890996932,101.95898650641202,16.869161899033898,0.7525,0.12083333333333333,132.10465714873095,0.247180316091954,0.13916666666666666,-1.117501371575171,保留历史转移概率，但降低额外GPR/OVX扰动。
当前基础矩阵复跑,当前基础矩阵,1.0,1.0,24.33287934859436,87.82247645028235,93.64207959705705,8.883160685177927,0.28958333333333336,0.025833333333333333,128.22962548227568,0.07457255747126436,0.02375,-1.1633545231018159,复跑当前规则，作为随机误差参照。
历史推荐矩阵_原始风险,历史收缩推荐矩阵,1.0,1.0,29.58007229618711,89.59865826295344,102.45128697350412,17.20692741405594,0.7908333333333334,0.135,132.6689574743098,0.25842313218390806,0.15541666666666668,-1.1667496975800224,直接把历史推荐矩阵接入，检验是否过激。
