sample_id,第180天价格,外推期最高价,外推期最低价,外推期均价,突破120,突破130,最终状态,缓和占比,维持占比,升级占比,第90天价格,第120天价格,第150天价格
1,96.45574558621453,120.65705573242036,90.05057305405334,104.8358713547772,True,False,维持,0.06896551724137931,0.7068965517241379,0.22413793103448276,116.83441966002168,102.44975176517259,96.19113061087774
2,90.18212948440761,120.5044212414777,88.49010217205684,100.8500097943566,True,False,维持,0.06896551724137931,0.8189655172413793,0.11206896551724138,111.71388784410607,93.6634703189904,91.70095019772002
3,90.68336781327731,114.92135959314481,88.66653085682475,100.66424502385881,False,False,维持,0.14655172413793102,0.7844827586206896,0.06896551724137931,103.48329158584698,96.9025686434733,98.69489003764309
4,91.97193098638022,126.80533689626529,88.78937393488631,104.07503963606014,True,False,维持,0.12931034482758622,0.6379310344827587,0.23275862068965517,113.50264615508553,98.56142849770308,97.96619277331641
5,91.77566410405022,111.7693259127874,90.46326692189265,101.27923469276467,False,False,维持,0.16379310344827586,0.7586206896551724,0.07758620689655173,109.94239634116026,103.16200390890523,93.06276118649089
6,90.2208524338814,122.67736904462762,87.12335974525213,102.7132871821607,True,False,维持,0.10344827586206896,0.7327586206896551,0.16379310344827586,112.29513141854427,94.64285655405827,93.67454430052543
7,88.32666539041001,124.9576290258747,87.98084685999058,101.59641836400736,True,False,维持,0.04310344827586207,0.8448275862068966,0.11206896551724138,103.5062780152865,101.57793295492652,93.84026895762095
8,89.98527713197547,112.40080006356561,86.51726297389261,97.56486293925643,False,False,维持,0.2672413793103448,0.7155172413793104,0.017241379310344827,102.8578638312512,98.51612495210523,95.21496358509688
9,90.11099433419054,131.4438054423485,87.92157765271664,103.39967924414864,True,True,维持,0.06896551724137931,0.8103448275862069,0.1206896551724138,108.41057308593906,98.27180128433076,95.83090346206494
10,87.90005307873159,110.69642065157052,86.44830656587511,98.49720630245658,False,False,维持,0.1810344827586207,0.7586206896551724,0.0603448275862069,103.91820447824391,94.88450731197102,101.81496605418567
11,91.0058317275471,116.31636382507486,88.17187932732446,98.96658977830961,False,False,缓和,0.13793103448275862,0.8017241379310345,0.0603448275862069,116.31636382507486,98.35392238793621,93.12182365118862
12,94.72347801664867,123.95718319134845,88.26685410908989,103.81680857646015,True,False,维持,0.12931034482758622,0.6810344827586207,0.1896551724137931,106.54966430080715,111.92436537358198,88.9820861778826
13,86.77817668375988,115.9780816626241,86.77817668375988,101.53241173111225,False,False,缓和,0.07758620689655173,0.7844827586206896,0.13793103448275862,112.17207080090358,100.00087158306899,100.45895094438913
14,93.2694555743049,122.25897379648586,91.22425929220978,103.11421905059325,True,False,缓和,0.08620689655172414,0.7327586206896551,0.1810344827586207,111.8117572671471,97.88694076038287,95.08125920613877
15,93.18331636290041,124.46696979203479,91.52919267502021,104.50492118950909,True,False,维持,0.06896551724137931,0.7413793103448276,0.1896551724137931,108.34402785251993,101.33377794114972,111.10452756245814
16,88.26945686472015,113.16830440027276,87.56073086478867,99.96600360334088,False,False,维持,0.1206896551724138,0.8275862068965517,0.05172413793103448,105.97633903720978,103.13766514193215,96.86813643003441
17,91.54255978307137,120.32968784002883,91.4945425680516,100.72972677226853,True,False,维持,0.13793103448275862,0.7672413793103449,0.09482758620689655,98.76423270928245,106.01845674310621,92.97519593971441
18,89.14806298859654,111.84899109789148,86.99290130952852,100.39498463063782,False,False,维持,0.14655172413793102,0.8017241379310345,0.05172413793103448,107.5191509726321,101.07035858707953,100.91776868969299
19,89.31491987878375,125.42150482367734,88.62589867581747,101.99540555122299,True,False,维持,0.15517241379310345,0.7068965517241379,0.13793103448275862,114.79227717162821,95.34632037250135,96.55016326548215
20,92.09974113660952,130.1143016286636,89.7250990049819,104.1099987290352,True,True,维持,0.05172413793103448,0.7413793103448276,0.20689655172413793,100.20763794831987,98.7524450575517,112.75349364739073
21,90.64622274121125,128.22913737432924,90.33358677475877,102.90219674731887,True,False,缓和,0.08620689655172414,0.7931034482758621,0.1206896551724138,109.79804003955591,106.82412581200545,92.9955813981763
22,91.1403420175709,111.91239768731106,91.1403420175709,100.59350916364959,False,False,维持,0.09482758620689655,0.8189655172413793,0.08620689655172414,105.00341074775106,100.13153351274732,94.25988786530907
23,89.46242592112351,128.16734149803557,88.82624874417823,102.66238982713512,True,False,维持,0.08620689655172414,0.7586206896551724,0.15517241379310345,113.21589098318924,113.66975400583692,92.46130390943831
24,86.92682986691877,111.10007438423888,86.92682986691877,101.75289463925674,False,False,维持,0.04310344827586207,0.8706896551724138,0.08620689655172414,108.20215815091065,100.7416136205981,95.7343085360993
25,92.33708596481574,126.03677556878702,88.24810455957143,102.8019330794435,True,False,维持,0.12931034482758622,0.7241379310344828,0.14655172413793102,112.29525341812815,99.68421804155741,88.24810455957143
26,93.4323742371484,116.84487923890197,91.42441618259636,103.41505753577772,False,False,维持,0.13793103448275862,0.6379310344827587,0.22413793103448276,109.4237984465944,110.60346509395049,112.22491122489214
27,91.7383262298608,118.32414723014334,89.16483990224121,101.73691702401058,False,False,维持,0.11206896551724138,0.7068965517241379,0.1810344827586207,105.38262347428952,101.2620927002228,102.91910585479356
28,94.61665708439463,120.22729973214568,92.94604251222171,100.77209566159976,True,False,维持,0.11206896551724138,0.8275862068965517,0.0603448275862069,108.41516750429228,101.85568740851774,95.22278140820022
29,92.07975330183356,114.95517468824869,91.58922792846028,103.0831625282302,False,False,缓和,0.07758620689655173,0.7758620689655172,0.14655172413793102,102.64486744771379,104.72283597392362,103.27050886460135
30,92.5092555089549,117.77926473185487,91.52055657738534,100.37112744435531,False,False,维持,0.06896551724137931,0.9051724137931034,0.02586206896551724,105.73041373030402,99.26015483062686,92.80070399308657
31,92.52332518035378,116.61038122832169,87.39997389264326,101.28687025328664,False,False,维持,0.13793103448275862,0.7241379310344828,0.13793103448275862,114.39573510602233,102.13725858156272,97.99926455293314
32,91.80195240535488,116.24862140328342,87.97605334438754,101.78948679757134,False,False,维持,0.12931034482758622,0.7327586206896551,0.13793103448275862,106.64786843854789,108.70349124209389,99.98605984721378
