窗口起始,窗口终止,日收益波动率,实现波动率_46日,最大单日绝对收益,平均绝对日收益,累计收益率,价格区间比例,朴素上一日基准_RMSE
2022-01-03,2022-03-07,0.025619100076772882,0.1737571905913836,0.09269400442008352,0.019082628933867612,0.5760993536940819,0.5760993536940819,2.8035873758299465
2022-01-04,2022-03-08,0.02598938891698777,0.1762686116947897,0.09269400442008352,0.01962644061389639,0.6151447105788423,0.6151447105788423,2.9150572371142514
2022-01-05,2022-03-09,0.03421403419456078,0.23205086996144278,0.1404070874875753,0.022724431306573055,0.40216849451645076,0.6135343968095713,3.8266823523892013
2022-01-06,2022-03-10,0.03458777562599136,0.2345857076777705,0.1404070874875753,0.02291534328005878,0.33178824103439863,0.5912417662844596,3.8580334030604804
2022-01-07,2022-03-11,0.03462301324741579,0.23482470085409146,0.1404070874875753,0.023040624001183875,0.3243012327596728,0.5916025875747589,3.8507994652720003
2022-01-10,2022-03-14,0.03569406319644471,0.24208891503681512,0.1404070874875753,0.02400777925817758,0.26790123456790127,0.5983950617283951,3.944604735805493
2022-01-11,2022-03-15,0.03677180613694184,0.24939852329625037,0.1404070874875753,0.02464039416194266,0.15271641791044788,0.545910447761194,4.045492392237583
2022-01-12,2022-03-16,0.03679743357014132,0.24957233700482975,0.1404070874875753,0.024591405655151437,0.12576614804337582,0.5346534653465346,4.02798579506152
2022-01-13,2022-03-17,0.038684851506988686,0.2623734282685981,0.1404070874875753,0.026281125578156764,0.23588158364047085,0.5392937819522055,4.212766054041803
2022-01-14,2022-03-18,0.03855595748263226,0.26149922646255985,0.1404070874875753,0.025974026796051146,0.218919856597664,0.4990170001156471,4.216813911618271
2022-01-17,2022-03-21,0.03956502566708276,0.2683430598649762,0.1404070874875753,0.02739938957628414,0.29966485611926497,0.4986709811626026,4.329433892102632
2022-01-18,2022-03-22,0.0395777332124683,0.2684292466310565,0.1404070874875753,0.027185971929853985,0.2524556847691093,0.48718527718189014,4.335297993869874
