窗口编号,窗口起始,窗口终止,交易日数,累计收益率,窗口最高收盘价,窗口最低收盘价,价格区间比例,实现波动率,平均绝对日收益率,最大单日上涨,最大单日下跌,最大单日绝对收益,是否冲突窗口,朴素上一日基准_RMSE,朴素上一日基准_MAE,朴素上一日基准_MAPE,三日均值基准_RMSE,三日均值基准_MAE,三日均值基准_MAPE,漂移随机游走基准_RMSE,漂移随机游走基准_MAE,漂移随机游走基准_MAPE,实现波动率_历史标准分,平均绝对日收益率_历史标准分,最大单日绝对收益_历史标准分,价格区间比例_历史标准分,朴素上一日基准_RMSE_历史标准分,历史压力综合分
341,2018-12-28,2019-03-04,46,0.22340425531914887,67.22,52.8,0.2326108225821723,0.1082575591150491,0.013156711783737804,0.0469363372589179,-0.0316229116945108,0.0469363372589179,False,1.0098439397296473,0.8006521739130428,1.304311023084801,1.303840481040529,1.0542028985507235,1.715417139583325,1.065786295717906,0.8973442028985501,1.4521322521398567,-0.4778553114253137,-0.403529125300829,-0.3968981683388188,0.24900259112499284,-0.6412330531758215,-0.34059855307013
342,2018-12-31,2019-03-05,46,0.22377752892870473,67.22,54.15,0.20989386957128894,0.1066237807692538,0.012846873519170781,0.0469363372589179,-0.0316229116945108,0.0469363372589179,False,0.9869198901457082,0.7671739130434775,1.2415454972865776,1.2810672869602928,1.0168478260869556,1.645567128269737,1.043826174286506,0.8719420289855068,1.4031971160004362,-0.5000204767847356,-0.44436662908854524,-0.3968981683388188,0.07011153706953699,-0.6708375454453934,-0.38848333492463566
343,2019-01-02,2019-03-06,46,0.24867424242424252,67.22,54.68,0.20055768415050515,0.10458925994815767,0.012410398168626664,0.0469363372589179,-0.0316229116945108,0.0469363372589179,False,1.0200458216476695,0.79195652173913,1.2842044563099464,1.3367089515882056,1.0581159420289858,1.7159402677592799,1.0730231292332726,0.8996847826086953,1.4521307438637392,-0.5276224403820869,-0.5018952361700454,-0.3968981683388188,-0.0034088884021820027,-0.6280581761423685,-0.4194637475065811
344,2019-01-03,2019-03-07,46,0.20866861741038778,67.22,55.55,0.18590589384226983,0.10445749726537454,0.01225038054597879,0.0469363372589179,-0.0316229116945108,0.0469363372589179,False,0.9819446101442301,0.7545652173913038,1.2147242020870639,1.2524003282200167,0.9888768115942036,1.588572197259666,1.0722767666847866,0.8922427536231884,1.4339399854386672,-0.5294100400645074,-0.5229859825958161,-0.3968981683388188,-0.11878854388608474,-0.6772627033479445,-0.4474946656010111
345,2019-01-04,2019-03-08,46,0.1846984698469849,67.22,57.42,0.1555636075021136,0.1040987297947796,0.011996595622538742,0.0469363372589179,-0.0316229116945108,0.0469363372589179,False,0.9744050581720645,0.7417391304347821,1.1899266072730446,1.2150639880965446,0.9485869565217379,1.5170983820002548,1.0524007271277116,0.8556992753623187,1.368056711661187,-0.5342773712614131,-0.5564355075817992,-0.3968981683388188,-0.35772743605364565,-0.6869994039801222,-0.49608925637804085
346,2019-01-07,2019-03-11,46,0.16039707419017746,67.22,57.57,0.1526972267514258,0.10018514752941762,0.011535655320544902,0.0469363372589179,-0.0316229116945108,0.0469363372589179,False,0.9423709691402108,0.7189130434782601,1.1458825179564538,1.1599587959115432,0.8884420289855057,1.4093416938001302,1.0379542181316073,0.8535144927536225,1.3597045179229545,-0.5873722101559897,-0.6171886600527802,-0.3968981683388188,-0.3802995597697597,-0.7283687500737864,-0.5345814488994122
347,2019-01-08,2019-03-12,46,0.15858954316484275,67.22,58.59,0.13612967604991438,0.10020673559349726,0.011501704181833222,0.0469363372589179,-0.0316229116945108,0.0469363372589179,False,0.9421679440432095,0.7171739130434777,1.1424998039392869,1.146859185052011,0.8901449275362308,1.4101545299924683,1.1015168439419898,0.8870724637681152,1.413963876427744,-0.5870793289268155,-0.6216635100448334,-0.3968981683388188,-0.5107654108322097,-0.7286309400019968,-0.556457202268418
348,2019-01-09,2019-03-13,46,0.1527564430790238,67.54,59.32,0.12926560779996865,0.0996058613449604,0.011390315962672754,0.0469363372589179,-0.0316229116945108,0.0469363372589179,False,0.9382974868947709,0.7132608695652168,1.1316910216414988,1.0951073944202965,0.8647463768115948,1.3632037754134863,1.0560094184751434,0.8409818840579701,1.3349684363383112,-0.5952312775147708,-0.6363447723099356,-0.3968981683388188,-0.5648184523538038,-0.7336293116165364,-0.5716376851328066
349,2019-01-10,2019-03-14,46,0.09373981089012062,67.54,59.32,0.12901200659185444,0.09014936047164473,0.010514802508981123,0.0283457249070631,-0.0316229116945108,0.0316229116945108,False,0.8487650875908144,0.6632608695652169,1.048811292272519,1.0061887002362397,0.7947101449275372,1.2487213131599195,0.9494494708541958,0.7786268115942022,1.229563012184668,-0.7235258568363784,-0.751739764052779,-0.779157356202536,-0.5668155065981628,-0.8492529152632168,-0.7264080030775787
350,2019-01-11,2019-03-15,46,0.09349460608041849,67.54,59.32,0.128760713884377,0.09016097314099418,0.010519663477782788,0.0283457249070631,-0.0316229116945108,0.0316229116945108,False,0.848899543398751,0.6639130434782602,1.0493000445642955,0.9999032863860411,0.7907608695652182,1.2414314772835344,0.9721996474949838,0.7984927536231877,1.261364873456386,-0.7233683099224673,-0.7510990754918379,-0.779157356202536,-0.5687943819031192,-0.8490792768354999,-0.726506551785077
351,2019-01-14,2019-03-18,46,0.1095890410958904,67.54,59.32,0.1284702284889154,0.08943091258171952,0.01041725176088299,0.0283457249070631,-0.0316229116945108,0.0316229116945108,False,0.8458312093926353,0.6582608695652168,1.0388020935251447,0.9903048437601809,0.7815579710144914,1.2258415962518898,0.9256310081695744,0.7651449275362311,1.2060726578812841,-0.7332729050349933,-0.7645972109872919,-0.779157356202536,-0.5710818910843436,-0.8530417735153255,-0.7335985759433762
352,2019-01-15,2019-03-19,46,0.13823331085637225,67.54,59.95,0.11829439766894241,0.08624570510839054,0.010055360368520694,0.0283457249070631,-0.0316229116945108,0.0316229116945108,False,0.8259513618693974,0.6369565217391296,1.0015971331659723,0.9933791996511272,0.7822826086956506,1.2243476394747304,0.9135120593668666,0.7558043478260857,1.1888642721434097,-0.7764860193060337,-0.8122954548662054,-0.779157356202536,-0.6512143410833752,-0.8787149334937571,-0.7737493958391679
353,2019-01-16,2019-03-20,46,0.12456633074508505,68.07,59.95,0.1262322616838852,0.08462403945139128,0.009789010202986415,0.0283457249070631,-0.0316229116945108,0.0316229116945108,False,0.8105204983594608,0.622608695652173,0.9757054596265354,0.9648913295173603,0.7498188405797109,1.1677869129014178,0.8812714354812413,0.717072463768115,1.1235861561236256,-0.7984868540811982,-0.847401112035648,-0.779157356202536,-0.5887053919341788,-0.8986426028097751,-0.7808078023692968
354,2019-01-17,2019-03-21,46,0.10195758564437196,68.07,59.95,0.12596619497915834,0.08458689495039785,0.009678536945063395,0.0283457249070631,-0.0316229116945108,0.0316229116945108,False,0.8061839794337589,0.6171739130434774,0.9651333442547927,0.9500892724391043,0.7274275362318852,1.1312342118077334,0.8821640664963575,0.7148804347826077,1.1177423977183223,-0.798990786581486,-0.8619617799866421,-0.779157356202536,-0.5908006092476473,-0.9042428542200994,-0.7852468759606084
355,2019-01-18,2019-03-22,46,0.09223221586263297,68.07,59.95,0.12572705730288655,0.08551417644799522,0.009869927014304645,0.0283457249070631,-0.0316229116945108,0.0316229116945108,False,0.813633824272319,0.6304347826086946,0.9845376148635337,0.958152314346693,0.7417753623188414,1.1520250545569768,0.9005274571532811,0.7268586956521724,1.135145764847309,-0.7864105318719813,-0.8367360620189374,-0.779157356202536,-0.5926837663309118,-0.8946220028463009,-0.7746986591647362
356,2019-01-21,2019-03-25,46,0.06903163950143831,68.07,59.95,0.1255445012100025,0.08278510301878306,0.009397358200734675,0.0283457249070631,-0.0316229116945108,0.0316229116945108,False,0.7860080760731233,0.6017391304347816,0.9384365150881695,0.9410908525501779,0.7181521739130422,1.1133205047569525,0.8517564772975639,0.6865942028985493,1.0700528187637506,-0.8234353608472035,-0.8990218831104303,-0.779157356202536,-0.5941213557763199,-0.9302983455452466,-0.8045793232259465
357,2019-01-22,2019-03-26,46,0.07645650438946516,68.07,59.95,0.12534270249229007,0.0830399004029288,0.009548514301740361,0.0283457249070631,-0.0316229116945108,0.0316229116945108,False,0.7899628499795576,0.6119565217391292,0.9534143390054916,0.9386486843633256,0.7215942028985494,1.1177856017478416,0.8684692725798977,0.7180398550724623,1.1195133955444518,-0.819978572374475,-0.8790991087042986,-0.779157356202536,-0.5957104766985368,-0.9251910858914825,-0.7985373636324555
358,2019-01-23,2019-03-27,46,0.09413103560396685,68.07,59.95,0.1250996389553147,0.08065219524384643,0.00919807061749801,0.0283457249070631,-0.0316229116945108,0.0316229116945108,False,0.7721497376748263,0.5902173913043466,0.9176462215370335,0.9095441670350267,0.6796014492753628,1.0484546454827333,0.834701301834987,0.6728188405797088,1.0456765379464024,-0.8523721218524755,-0.9252885143370316,-0.779157356202536,-0.5976245490792447,-0.948195230233061,-0.8221353399455109
359,2019-01-24,2019-03-28,46,0.10489166119500992,68.07,59.95,0.12483247943799966,0.07982193608515617,0.008992780446619292,0.0283457249070631,-0.0316229116945108,0.0316229116945108,False,0.7672352963726309,0.5776086956521729,0.8969152079882666,0.907521309687122,0.6778985507246367,1.0452432982636835,0.836672746672289,0.6620724637681145,1.0277562258987591,-0.8636360926297267,-0.9523463025109873,-0.779157356202536,-0.5997283720536787,-0.9545418200451001,-0.8330780186168534
