方案,buffer_lag_days,relief_lag_days,buffer_alpha,relief_alpha,risk_alpha,RMSE,MAE,平均误差,最大绝对误差,峰值误差,末日误差,初始冲击吸收_RMSE,初始冲击吸收_MAE,高位平台形成_RMSE,高位平台形成_MAE,中期再定价回落_RMSE,中期再定价回落_MAE,后期二次抬升_RMSE,后期二次抬升_MAE,优化目标
buffer_lag3_relief_lag1_ba1.0_ra0.75,3,1,1.0,0.75,1.0,3.9715433839803245,3.2447905825884145,0.0303663889261963,10.250661295945903,-4.177235846753476,-0.4272358467534758,3.3168007915845203,2.951406097994982,5.5674582511576105,4.515863453089162,3.79357639991679,3.3495681653792446,2.910770298432665,2.4501884169058967,5.1970171163939645
buffer_lag1_relief_lag2_ba0.55_ra1.0,1,2,0.55,1.0,1.0,3.9568909684437323,3.3529098178457715,0.03485725160549899,7.800324946016104,-4.310425296812696,-0.5604252968126957,3.3168007915845203,2.951406097994982,4.595917198687955,3.6921954794604672,4.335534319421864,3.9652950491668855,3.5599042822547924,3.0039475774310938,5.219692473063777
buffer_lag3_relief_lag0_ba0.75_ra0.75,3,0,0.75,0.75,1.0,3.9769658512047004,3.085194705248728,0.021055337671968558,10.250661295945903,-3.9775211493243887,-0.22752114932438872,3.3168007915845203,2.951406097994982,5.666346616468129,4.604972619346618,3.9067425483227303,3.0525866727818936,2.597704521020323,2.053702310631779,5.222998147652916
buffer_lag2_relief_lag1_ba0.75_ra0.55,2,1,0.75,0.55,1.0,3.9601830956389543,3.321632294988867,0.03963823289633509,8.958271396319105,-4.346487217466802,-0.5964872174668017,3.3168007915845203,2.951406097994982,5.027564845074912,4.106268794156701,4.170334990268863,3.731721792481622,3.220280091303973,2.73805645802668,5.22627964217206
buffer_lag3_relief_lag0_ba0.75_ra0.55,3,0,0.75,0.55,1.0,3.9830192878940496,3.1708313851965415,0.029037293382564493,10.250661295945903,-4.124388582568187,-0.3743885825681872,3.3168007915845203,2.951406097994982,5.666346616468129,4.604972619346618,3.8604438829230556,3.1513022604310605,2.7004424324314114,2.283260662782567,5.22713522292452
buffer_lag3_relief_lag0_ba1.0_ra1.0,3,0,1.0,1.0,1.0,3.9827768099880307,3.081714383744511,0.014075508569604576,10.250661295945903,-3.8864803423861503,-0.13648034238615026,3.3168007915845203,2.951406097994982,5.5674582511576105,4.515863453089162,4.003936648735609,3.0722578547444144,2.678585753084522,2.1023732986390997,5.235784816947069
buffer_lag3_relief_lag1_ba0.75_ra0.75,3,1,0.75,0.75,1.0,4.005483395723078,3.2644592916028916,0.03263580415567755,10.250661295945903,-4.195656328953561,-0.4456563289535609,3.3168007915845203,2.951406097994982,5.666346616468129,4.604972619346618,3.777453672116366,3.313007754204552,2.9349905117708395,2.480462143566753,5.23656467591148
buffer_lag3_relief_lag1_ba0.55_ra0.75,3,1,0.55,0.75,1.0,4.026529602761761,3.2673174286101476,0.03712092055510365,10.250661295945903,-4.22780646455773,-0.47780646455773024,3.3168007915845203,2.951406097994982,5.734333319187479,4.636456098530289,3.7382217895909395,3.2464720569001115,2.974309956243528,2.529094176813974,5.256810949442834
buffer_lag3_relief_lag0_ba0.55_ra0.55,3,0,0.55,0.55,1.0,4.009173046628821,3.1773352722297754,0.03490387571657139,10.250661295945903,-4.156542457583214,-0.40654245758321395,3.3168007915845203,2.951406097994982,5.734333319187479,4.636456098530289,3.859404679847472,3.127676445811763,2.7186714105906895,2.3029581884442294,5.260127771012475
buffer_lag2_relief_lag1_ba0.55_ra0.55,2,1,0.55,0.55,1.0,4.000435235866608,3.3463046016899165,0.04390337576150556,9.302908702886256,-4.373297590479169,-0.6232975904791687,3.3168007915845203,2.951406097994982,5.199010877254335,4.2539810764894215,4.093271453453339,3.6648719779495935,3.2600846576881537,2.764080522774402,5.266175276261581
buffer_lag3_relief_lag0_ba0.55_ra0.75,3,0,0.55,0.75,1.0,4.008008328644861,3.092681440171863,0.02702232421563807,10.250661295945903,-4.0096488616838855,-0.25964886168388546,3.3168007915845203,2.951406097994982,5.734333319187479,4.636456098530289,3.9359322470013347,3.0326531764758577,2.5997733247050037,2.0734751015581394,5.26692388666432
buffer_lag0_relief_lag2_ba1.0_ra0.75,0,2,1.0,0.75,1.0,3.975151710993765,3.378014986019262,0.03334599590696718,7.85889122978071,-4.337330919814434,-0.5873309198144341,3.3168007915845203,2.951406097994982,3.7296250092539993,2.991817890517953,4.966596629542929,4.534805294687548,3.737546818062713,3.1726865997727884,5.296207583633392
buffer_lag3_relief_lag0_ba0.75_ra1.0,3,0,0.75,1.0,1.0,4.027737466248634,3.102991108753561,0.017546340533249844,10.250661295945903,-3.9048782661417647,-0.1548782661417647,3.3168007915845203,2.951406097994982,5.666346616468129,4.604972619346618,4.05352576562286,3.0781910198110913,2.671618715393158,2.096317510371115,5.2994942619977445
buffer_lag2_relief_lag2_ba1.0_ra1.0,2,2,1.0,1.0,1.0,4.022291729709765,3.40305613026442,0.03445425044628946,8.527474763110177,-4.325747926225475,-0.5757479262254748,3.3168007915845203,2.951406097994982,4.838581922307113,3.939736356381387,4.317838583460477,3.9261437950866536,3.567606421189069,3.0084138919386363,5.301733396497704
buffer_lag0_relief_lag1_ba1.0_ra0.4,0,1,1.0,0.4,1.0,3.9528328789548723,3.3427802035498395,0.056895675827693434,8.122983283220734,-4.636489152355338,-0.8864891523553382,3.3168007915845203,2.951406097994982,3.7296250092539993,2.991817890517953,5.035298691815479,4.552752977786675,3.55018626490652,3.0196722505408715,5.302587075676056
buffer_lag0_relief_lag2_ba0.75_ra0.75,0,2,0.75,0.75,1.0,3.989689401202446,3.3945805625454977,0.03494963371687423,7.763925533434858,-4.353502553733804,-0.6035025537338043,3.3168007915845203,2.951406097994982,3.85761450586944,3.1062189331362773,4.907045664601699,4.483569544892982,3.7564532823862486,3.182556103851129,5.309882822279032
buffer_lag0_relief_lag1_ba0.75_ra0.4,0,1,0.75,0.4,1.0,3.9677069588988707,3.3594059293397014,0.058459912704962355,8.028303505318974,-4.652703258296157,-0.9027032582961567,3.3168007915845203,2.951406097994982,3.85761450586944,3.1062189331362773,4.979357551335649,4.501549392484624,3.5672816824717404,3.0297401623039293,5.317322792550364
buffer_lag0_relief_lag2_ba0.55_ra0.75,0,2,0.55,0.75,1.0,4.014306383350404,3.421412433009125,0.03773663620809332,7.596674766266602,-4.378876219541382,-0.6288762195413824,3.3168007915845203,2.951406097994982,4.059463545052584,3.2932488140827085,4.808636944562238,4.3964972338207495,3.7891243869606956,3.201039860833035,5.332234666844128
buffer_lag3_relief_lag0_ba1.0_ra0.4,3,0,1.0,0.4,1.0,4.051584181468836,3.335439111870548,0.048611850767232345,10.250661295945903,-4.4274885845776595,-0.6774885845776595,3.3168007915845203,2.951406097994982,5.5674582511576105,4.515863453089162,4.030182348434304,3.53273825402774,3.0138208966790443,2.614504357172249,5.336891740477188
buffer_lag0_relief_lag1_ba0.55_ra0.4,0,1,0.55,0.4,1.0,3.992528549049722,3.386316721737098,0.06119874229224913,7.861434130454427,-4.678130191939488,-0.9281301919394878,3.3168007915845203,2.951406097994982,4.059463545052584,3.2932488140827085,4.885936102102091,4.414486503163659,3.597173489513692,3.0485170316140207,5.3408793626713225
buffer_lag2_relief_lag2_ba0.75_ra1.0,2,2,0.75,1.0,1.0,4.065777322802249,3.428738773652897,0.03681260608626564,8.958271396319105,-4.341146814426978,-0.5911468144269776,3.3168007915845203,2.951406097994982,5.027564845074912,4.106268794156701,4.2531032869915695,3.8548594784242787,3.594682377753783,3.0254936069628044,5.348160508527904
buffer_lag3_relief_lag0_ba0.55_ra1.0,3,0,0.55,1.0,1.0,4.061481568122538,3.109119484717396,0.023332680036506858,10.250661295945903,-3.936991943427401,-0.186991943427401,3.3168007915845203,2.951406097994982,5.734333319187479,4.636456098530289,4.102472083435098,3.085969621725417,2.6597362462030762,2.083171160399791,5.350072247515926
buffer_lag3_relief_lag0_ba0.75_ra0.4,3,0,0.75,0.4,1.0,4.08430388011039,3.352277847883461,0.051389933562777504,10.250661295945903,-4.445979814162243,-0.6959798141622429,3.3168007915845203,2.951406097994982,5.666346616468129,4.604972619346618,4.015795754556791,3.4978545154257126,3.033315071270162,2.6322531814211096,5.375569751047311
buffer_lag1_relief_lag2_ba1.0_ra0.75,1,2,1.0,0.75,1.0,4.047960258375027,3.4408008829607737,0.03781941621053411,7.595565341943541,-4.382556355077185,-0.6325563550771847,3.3168007915845203,2.951406097994982,4.182920484381463,3.374055412047727,4.819261409877959,4.400635062171724,3.7897857597773177,3.1971517091621102,5.378073996854995
buffer_lag2_relief_lag2_ba0.55_ra1.0,2,2,0.55,1.0,1.0,4.102801544040471,3.44414260663886,0.04113431295936897,9.302908702886256,-4.3679431833041775,-0.6179431833041775,3.3168007915845203,2.951406097994982,5.199010877254335,4.2539810764894215,4.163161072135727,3.7528718239802443,3.637424507693793,3.0511263623813654,5.382251787813172
buffer_lag1_relief_lag1_ba1.0_ra0.4,1,1,1.0,0.4,1.0,4.026923768490304,3.4057553160845457,0.06121957920813731,7.860471268369309,-4.681870017083,-0.9318700170829999,3.3168007915845203,2.951406097994982,4.182920484381463,3.374055412047727,4.898380982713733,4.418700830251365,3.5975634432243644,3.044744601390267,5.387827104637718
buffer_lag3_relief_lag0_ba0.55_ra0.4,3,0,0.55,0.4,1.0,4.10288992886729,3.3499130426800434,0.0562786980253517,10.250661295945903,-4.47823215444572,-0.7282321544457204,3.3168007915845203,2.951406097994982,5.734333319187479,4.636456098530289,3.9761270236413466,3.4325577669379768,3.0644469986234473,2.6596249873773794,5.393273606852843
buffer_lag3_relief_lag1_ba1.0_ra0.55,3,1,1.0,0.55,1.0,4.112492200908976,3.400704286191138,0.04382248553204179,10.250661295945903,-4.374265580421593,-0.6242655804215929,3.3168007915845203,2.951406097994982,5.5674582511576105,4.515863453089162,4.0664266321390095,3.62502840237673,3.270445720263196,2.7723973770521853,5.402387466450466
buffer_lag1_relief_lag2_ba0.75_ra0.75,1,2,0.75,0.75,1.0,4.079263189589683,3.4592649342300255,0.03953377454714853,7.479020193355126,-4.402016601476518,-0.6520166014765181,3.3168007915845203,2.951406097994982,4.371992186585683,3.5122048071065395,4.746606529539789,4.329764775409136,3.8144468624497003,3.2121639136529203,5.410944700498321
buffer_lag1_relief_lag1_ba0.75_ra0.4,1,1,0.75,0.4,1.0,4.0585215592390735,3.4242705268938947,0.0629262099376674,7.744252970348725,-4.701343975519052,-0.9513439755190518,3.3168007915845203,2.951406097994982,4.371992186585683,3.5122048071065395,4.829969134542211,4.347841780983313,3.6200337981960553,3.059941679956907,5.421841959850323
buffer_lag3_relief_lag1_ba0.75_ra0.55,3,1,0.75,0.55,1.0,4.141700803922406,3.4175217812688867,0.04686289275679973,10.250661295945903,-4.392707784336551,-0.642707784336551,3.3168007915845203,2.951406097994982,5.666346616468129,4.604972619346618,4.032453105006511,3.590259634935329,3.298004858848273,2.7899498065556245,5.433634543457987
buffer_lag3_relief_lag1_ba0.55_ra0.55,3,1,0.55,0.55,1.0,4.156826087382071,3.41495176333864,0.05139048209761654,10.250661295945903,-4.424903592597644,-0.6749035925976443,3.3168007915845203,2.951406097994982,5.734333319187479,4.636456098530289,3.9665098717079426,3.524398860228093,3.342897067482252,2.8170989899452166,5.44261990688854
buffer_lag1_relief_lag2_ba0.55_ra0.75,1,2,0.55,0.75,1.0,4.115692778209589,3.481725293272375,0.0428024991544111,7.800324946016104,-4.429655866261882,-0.6796558662618821,3.3168007915845203,2.951406097994982,4.595917198687955,3.6921954794604672,4.640068228137898,4.227273347055426,3.8540433297603416,3.2357619353445393,5.4453625930453
buffer_lag1_relief_lag1_ba0.55_ra0.4,1,1,0.55,0.4,1.0,4.094919106556891,3.4468717134890197,0.06602581539738386,7.800324946016104,-4.72907772194057,-0.9790777219405697,3.3168007915845203,2.951406097994982,4.595917198687955,3.6921954794604672,4.728127134264342,4.245289208001058,3.6571664107782076,3.0841406852293702,5.457171795401825
buffer_lag3_relief_lag2_ba1.0_ra1.0,3,2,1.0,1.0,1.0,4.211004646417256,3.495806580277123,0.041049542381714495,10.250661295945903,-4.3689116497988465,-0.6189116497988465,3.3168007915845203,2.951406097994982,5.5674582511576105,4.515863453089162,4.1311396689066955,3.7025342914240973,3.648086701260889,3.059450282001098,5.513574822781146
buffer_lag2_relief_lag2_ba1.0_ra0.75,2,2,1.0,0.75,1.0,4.17786258726434,3.531892706676707,0.04239795217030617,8.527474763110177,-4.444991380703897,-0.6949913807038968,3.3168007915845203,2.951406097994982,4.838581922307113,3.939736356381387,4.620706338598131,4.188163539544341,3.861453248703911,3.240267690394719,5.52383997780373
buffer_lag2_relief_lag1_ba1.0_ra0.4,2,1,1.0,0.4,1.0,4.158296423627989,3.4970780921604376,0.06565104922156265,8.527474763110177,-4.74437298496575,-0.9943729849657501,3.3168007915845203,2.951406097994982,4.838581922307113,3.939736356381387,4.714006465283193,4.206262771312974,3.662601417219251,3.0887124363137155,5.537902919717484
buffer_lag3_relief_lag2_ba0.75_ra1.0,3,2,0.75,1.0,1.0,4.2378685254475394,3.5055253968098614,0.044131779536512775,10.250661295945903,-4.38734241183802,-0.63734241183802,3.3168007915845203,2.951406097994982,5.666346616468129,4.604972619346618,4.086999981565776,3.6408298438242297,3.677365123905954,3.076726790573789,5.5404433716700465
buffer_lag3_relief_lag2_ba0.55_ra1.0,3,2,0.55,1.0,1.0,4.250931786046471,3.493811086998115,0.04923863194354507,10.250661295945903,-4.419515306705733,-0.6695153067057333,3.3168007915845203,2.951406097994982,5.734333319187479,4.636456098530289,4.00798219762987,3.5404539283280854,3.7252170581493815,3.1033379958732126,5.54475065644273
buffer_lag2_relief_lag2_ba0.75_ra0.75,2,2,0.75,0.75,1.0,4.2173569303091085,3.5575926508148417,0.044749218464828475,8.958271396319105,-4.460405226275341,-0.7104052262753413,3.3168007915845203,2.951406097994982,5.027564845074912,4.106268794156701,4.548899441888585,4.116910610681544,3.8898715596475983,3.257382337159664,5.5648622676065855
buffer_lag2_relief_lag1_ba0.75_ra0.4,2,1,0.75,0.4,1.0,4.197663173568349,3.5228424652679644,0.06791194714180997,8.958271396319105,-4.759853807359065,-1.0098538073590646,3.3168007915845203,2.951406097994982,5.027564845074912,4.106268794156701,4.644854653491833,4.1349539925660395,3.6896665506713564,3.1061299106788005,5.579331982240663
buffer_lag2_relief_lag2_ba0.55_ra0.75,2,2,0.55,0.75,1.0,4.249591754290294,3.573024454011114,0.04906030864884646,9.302908702886256,-4.487226805391359,-0.7372268053913587,3.3168007915845203,2.951406097994982,5.199010877254335,4.2539810764894215,4.447709485035233,4.014961914926872,3.9345271859684634,3.283083353028381,5.591915861747256
buffer_lag2_relief_lag1_ba0.55_ra0.4,2,1,0.55,0.4,1.0,4.229137566878701,3.5401125142193366,0.07216350128770814,9.302908702886256,-4.786753806782485,-1.0367538067824853,3.3168007915845203,2.951406097994982,5.199010877254335,4.2539810764894215,4.546497331321673,4.039735415875757,3.731914794791538,3.132147416211018,5.606195593662507
buffer_lag0_relief_lag2_ba1.0_ra0.55,0,2,1.0,0.55,1.0,4.218218133202471,3.540467357510904,0.049369476357419416,8.576327090943323,-4.590545261540569,-0.8405452615405693,3.3168007915845203,2.951406097994982,3.7296250092539993,2.991817890517953,5.422798636825961,4.905937931475453,4.106556152711426,3.4242880537028397,5.643175124385012
buffer_lag0_relief_lag2_ba0.75_ra0.55,0,2,0.75,0.55,1.0,4.229491844166819,3.5544588651570432,0.050969006858898255,8.481222539103968,-4.6067524482475335,-0.8567524482475335,3.3168007915845203,2.951406097994982,3.85761450586944,3.1062189331362773,5.359326466457994,4.844774774117496,4.125903608514287,3.434217701304204,5.652803920340349
buffer_lag0_relief_lag2_ba0.55_ra0.55,0,2,0.55,0.55,1.0,4.248821154824293,3.5776730111229145,0.05374888392552211,8.313824914188942,-4.632182008810574,-0.8821820088105738,3.3168007915845203,2.951406097994982,4.059463545052584,3.2932488140827085,5.254396744334682,4.7437383403457725,4.15933873249667,3.4527976370775377,5.668566687735965
buffer_lag1_relief_lag2_ba1.0_ra0.55,1,2,1.0,0.55,1.0,4.2800667505749574,3.597063765139552,0.05383127756883872,8.31256436294025,-4.635869812534921,-0.8858698125349207,3.3168007915845203,2.951406097994982,4.182920484381463,3.374055412047727,5.262317180470646,4.74787230149752,4.1599959401241025,3.4489221848549683,5.711457316046349
buffer_lag3_relief_lag2_ba1.0_ra0.75,3,2,1.0,0.75,1.0,4.352976641632363,3.6246951557800258,0.04897108527985146,10.250661295945903,-4.488197332479416,-0.738197332479416,3.3168007915845203,2.951406097994982,5.5674582511576105,4.515863453089162,4.412038328757435,3.9646568253165277,3.9458218982735622,3.291400620869793,5.71769083410043
buffer_lag3_relief_lag1_ba1.0_ra0.4,3,1,1.0,0.4,1.0,4.3334637299620065,3.5945301393811375,0.07207720261010216,10.250661295945903,-4.787733415854561,-1.0377334158545608,3.3168007915845203,2.951406097994982,5.5674582511576105,4.515863453089162,4.514297862395499,3.9999552464500794,3.7425881587530365,3.1404696368738314,5.733606633326443
buffer_lag3_relief_lag2_ba0.55_ra0.75,3,2,0.55,0.75,1.0,4.385871861693383,3.6228569758239972,0.05748157391834218,10.250661295945903,-4.538845340525569,-0.7888453405255689,3.3168007915845203,2.951406097994982,5.734333319187479,4.636456098530289,4.266327854795382,3.8030634721348946,4.025813208484389,3.335404359232283,5.737326365213736
buffer_lag1_relief_lag2_ba0.75_ra0.55,1,2,0.75,0.55,1.0,4.306933494611709,3.61555809129093,0.0555405034391621,8.195901556532291,-4.655372681272397,-0.9053726812723966,3.3168007915845203,2.951406097994982,4.371992186585683,3.5122048071065395,5.185004860169845,4.6770454818909,4.185085444945349,3.4640069759046277,5.738962475636152
buffer_lag3_relief_lag2_ba0.75_ra0.75,3,2,0.75,0.75,1.0,4.3765862995217955,3.634434363591591,0.052046227380785126,10.250661295945903,-4.50664558887793,-0.7566455888779302,3.3168007915845203,2.951406097994982,5.666346616468129,4.604972619346618,4.358422878823188,3.902985003733838,3.9763654392200745,3.3087226699941503,5.73941088404778
buffer_lag3_relief_lag1_ba0.55_ra0.4,3,1,0.55,0.4,1.0,4.364608007722702,3.6092135968905428,0.0804674130926452,10.250661295945903,-4.838527013874952,-1.0885270138749519,3.3168007915845203,2.951406097994982,5.734333319187479,4.636456098530289,4.3717966105571495,3.901089409291206,3.8187505199149707,3.1850788028310646,5.752140346062878
buffer_lag3_relief_lag1_ba0.75_ra0.4,3,1,0.75,0.4,1.0,4.356639565705618,3.6113943333797844,0.07510826625169642,10.250661295945903,-4.806240457136951,-1.0562404571369512,3.3168007915845203,2.951406097994982,5.666346616468129,4.604972619346618,4.46238925540175,3.9653729816159475,3.771823183201416,3.158014576300115,5.7552371689602655
buffer_lag1_relief_lag2_ba0.55_ra0.55,1,2,0.55,0.55,1.0,4.337143663180192,3.638040311590149,0.05882656272756933,7.992842404318722,-4.683069337459045,-0.9330693374590453,3.3168007915845203,2.951406097994982,4.595917198687955,3.6921954794604672,5.070029305267741,4.574599630326087,4.225429810475906,3.4876432222920095,5.765476367001729
buffer_lag2_relief_lag2_ba1.0_ra0.55,2,2,1.0,0.55,1.0,4.39537682045734,3.6891033177394372,0.05842467676400006,8.527474763110177,-4.698436932872852,-0.9484369328728519,3.3168007915845203,2.951406097994982,4.838581922307113,3.939736356381387,5.049445361486983,4.535544300851171,4.232405452917818,3.4955276048283515,5.839774293182948
buffer_lag2_relief_lag2_ba0.75_ra0.55,2,2,0.75,0.55,1.0,4.429856775376621,3.716033954709638,0.06080880241455218,8.958271396319105,-4.713879633599689,-0.9638796335996886,3.3168007915845203,2.951406097994982,5.027564845074912,4.106268794156701,4.9707194631273595,4.464343710678958,4.261385447320069,3.517307568758967,5.87439983728807
buffer_lag2_relief_lag2_ba0.55_ra0.55,2,2,0.55,0.55,1.0,4.455970555103539,3.7336190314966196,0.0651480567943933,9.302908702886256,-4.740755582452948,-0.9907555824529481,3.3168007915845203,2.951406097994982,5.199010877254335,4.2539810764894215,4.85797490864092,4.362448512612429,4.306952180105279,3.551209302370598,5.893024186134718
buffer_lag0_relief_lag3_ba1.0_ra1.0,0,3,1.0,1.0,1.0,4.442294041117938,3.6838280275234543,0.046043389678055255,9.51937202987726,-4.525507752252921,-0.7755077522529206,3.3168007915845203,2.951406097994982,3.7296250092539993,2.991817890517953,5.712453908283764,5.154031493458887,4.591016444733859,3.7257437267675173,5.921930211127657
buffer_lag0_relief_lag3_ba0.75_ra1.0,0,3,0.75,1.0,1.0,4.451535166516848,3.6978610861370025,0.047667359848605206,9.372296683490262,-4.541704911715968,-0.7917049117159678,3.3168007915845203,2.951406097994982,3.85761450586944,3.1062189331362773,5.645798139352409,5.092873155340269,4.610793832536105,3.7358278338379436,5.9288892004426845
buffer_lag0_relief_lag3_ba0.55_ra1.0,0,3,0.55,1.0,1.0,4.467709621297106,3.7202420332048165,0.0504818697371949,9.129771145899866,-4.567127606962202,-0.8171276069622024,3.3168007915845203,2.951406097994982,4.059463545052584,3.2932488140827085,5.535959190575942,4.988384080131868,4.6449693814457085,3.7546664819387323,5.940514923364612
buffer_lag1_relief_lag3_ba1.0_ra1.0,1,3,1.0,1.0,1.0,4.496860275677143,3.739620211892385,0.050576828275702375,9.121947424323395,-4.570799465943296,-0.8207994659432956,3.3168007915845203,2.951406097994982,4.182920484381463,3.374055412047727,5.54171501228364,4.992461613955295,4.645528677388047,3.750799251616383,5.980876890181553
buffer_lag1_relief_lag3_ba0.75_ra1.0,1,3,0.75,1.0,1.0,4.520842450913084,3.7549472166753914,0.052314015714619105,8.930982406772685,-4.590294678936942,-0.8402946789369423,3.3168007915845203,2.951406097994982,4.371992186585683,3.5122048071065395,5.460639006047723,4.90930055795862,4.6711107023018155,3.7660768804773403,6.00474436099633
buffer_lag3_relief_lag2_ba1.0_ra0.55,3,2,1.0,0.55,1.0,4.5533740437347525,3.7853579064082163,0.06510004830614606,10.250661295945903,-4.741722244297549,-0.9917222442975486,3.3168007915845203,2.951406097994982,5.5674582511576105,4.515863453089162,4.819815171657662,4.3122230829605,4.318187615195373,3.559708240633885,6.012319850373771
buffer_lag3_relief_lag2_ba0.55_ra0.55,3,2,0.55,0.55,1.0,4.577188464921016,3.787723262034518,0.07345977136195112,10.250661295945903,-4.792520997001276,-1.0425209970012759,3.3168007915845203,2.951406097994982,5.734333319187479,4.636456098530289,4.649439951153485,4.150687159257661,4.400541498153957,3.6197681025831785,6.017949170536776
buffer_lag1_relief_lag3_ba0.55_ra1.0,1,3,0.55,1.0,1.0,4.547383878159527,3.772091234327704,0.055632891888657936,8.65309409574796,-4.61799401639486,-0.8679940163948601,3.3168007915845203,2.951406097994982,4.595917198687955,3.6921954794604672,5.339863543692155,4.785743152710545,4.712275175753616,3.790361570401513,6.0264296636127375
buffer_lag3_relief_lag2_ba0.75_ra0.55,3,2,0.75,0.55,1.0,4.572752178546141,3.7965735630091895,0.06820210097314479,10.250661295945903,-4.7602066035682356,-1.0102066035682356,3.3168007915845203,2.951406097994982,5.666346616468129,4.604972619346618,4.756007348739052,4.250593575606139,4.349408364098156,3.5826476958893068,6.027771707789814
buffer_lag0_relief_lag2_ba1.0_ra0.4,0,2,1.0,0.4,1.0,4.524081835448232,3.7997900263511264,0.08618242537369517,9.43042337406429,-5.111621902106549,-1.361621902106549,3.3168007915845203,2.951406097994982,3.7296250092539993,2.991817890517953,5.9898746587324725,5.488305794430707,4.5433578217071,3.8359904213017715,6.088507863040374
buffer_lag0_relief_lag2_ba0.75_ra0.4,0,2,0.75,0.4,1.0,4.531731635968757,3.8165611057480477,0.08784284989323603,9.335390035798156,-5.12774574504374,-1.3777457450437396,3.3168007915845203,2.951406097994982,3.85761450586944,3.1062189331362773,5.923173205591622,5.427168120037109,4.562029115743835,3.856549610983439,6.093862724808824
buffer_lag2_relief_lag3_ba1.0_ra1.0,2,3,1.0,1.0,1.0,4.602097010814773,3.8234416477519315,0.05527864587493803,8.586265064399043,-4.633304023149606,-0.8833040231496057,3.3168007915845203,2.951406097994982,4.838581922307113,3.939736356381387,5.317140497800091,4.746516270176074,4.718899878701459,3.799519233884677,6.096776865316841
buffer_lag0_relief_lag2_ba0.55_ra0.4,0,2,0.55,0.4,1.0,4.5451393786051275,3.8430023755110465,0.0907182377995018,9.168106705753928,-5.153044477336579,-1.4030444773365787,3.3168007915845203,2.951406097994982,4.059463545052584,3.2932488140827085,5.812848643468704,5.322686495402656,4.5944004781356895,3.8909453788418276,6.102618414769904
buffer_lag2_relief_lag3_ba0.75_ra1.0,2,3,0.75,1.0,1.0,4.633402564087692,3.849008054270407,0.05766571746689849,8.958271396319105,-4.6487787579379045,-0.8987787579379045,3.3168007915845203,2.951406097994982,5.027564845074912,4.106268794156701,5.233413473213949,4.669982910220525,4.748739801310107,3.8214024175336796,6.127229384233371
buffer_lag2_relief_lag3_ba0.55_ra1.0,2,3,0.55,1.0,1.0,4.656231809705172,3.866631419711673,0.062028196048601415,9.302908702886256,-4.675673834301165,-0.9256738343011648,3.3168007915845203,2.951406097994982,5.199010877254335,4.2539810764894215,5.1138208824354505,4.56812094008477,4.795178906132108,3.85541769638929,6.141200548087668
buffer_lag1_relief_lag2_ba1.0_ra0.4,1,2,1.0,0.4,1.0,4.5737216402634004,3.8638737594300134,0.0908136460170199,9.166841139104775,-5.156714259607398,-1.4067142596073978,3.3168007915845203,2.951406097994982,4.182920484381463,3.374055412047727,5.818185438736912,5.326828701359978,4.594863781180211,3.8927374297726067,6.142328079741669
buffer_lag1_relief_lag2_ba0.75_ra0.4,1,2,0.75,0.4,1.0,4.595620434254229,3.881865486382821,0.09259262772276693,9.050281708954842,-5.176125043745259,-1.4261250437452588,3.3168007915845203,2.951406097994982,4.371992186585683,3.5122048071065395,5.73715433249476,5.2436575129635665,4.619105768443465,3.9182399593508657,6.164116927867299
buffer_lag0_relief_lag3_ba1.0_ra0.75,0,3,1.0,0.75,1.0,4.625357429963818,3.8273080451414536,0.05641413553186279,9.732626488930848,-4.6954041622768585,-0.9454041622768585,3.3168007915845203,2.951406097994982,3.7296250092539993,2.991817890517953,6.039237650564843,5.487274532933481,4.858017199526963,3.9425074214952587,6.178845168930949
buffer_lag1_relief_lag2_ba0.55_ra0.4,1,2,0.55,0.4,1.0,4.618860202658239,3.9031786274392126,0.09587768475035884,8.847350307455457,-5.203922095093148,-1.453922095093148,3.3168007915845203,2.951406097994982,4.595917198687955,3.6921954794604672,5.61509436044036,5.120080342479082,4.658527466913525,3.9585260542270895,6.182248555396005
buffer_lag0_relief_lag3_ba0.75_ra0.75,0,3,0.75,0.75,1.0,4.632777393605556,3.8425974805812424,0.058038027908767977,9.585552867146404,-4.71162923302974,-0.9616292330297398,3.3168007915845203,2.951406097994982,3.85761450586944,3.1062189331362773,5.971046585565663,5.426120283709417,4.877754919633724,3.9574035508383774,6.183677332839731
buffer_lag0_relief_lag3_ba0.55_ra0.75,0,3,0.55,0.75,1.0,4.645933582908701,3.866949903115469,0.06085156631876711,9.342950909957551,-4.737099499784918,-0.9870994997849181,3.3168007915845203,2.951406097994982,4.059463545052584,3.2932488140827085,5.858536891856788,5.321636262607427,4.91187306308784,3.983794467454009,6.191753019873512
buffer_lag1_relief_lag3_ba1.0_ra0.75,1,3,1.0,0.75,1.0,4.673715474244258,3.8866143627299783,0.06094575861522816,9.335232013967044,-4.740772470514614,-0.9907724705146137,3.3168007915845203,2.951406097994982,4.182920484381463,3.374055412047727,5.863132947446264,5.325716739427434,4.91246977857492,3.9810217043550176,6.230514326009758
