trade_date,thscode,pre_close,open_price,high_price,low_price,close_price,log_return,return_pct,volatility_7d,volatility_14d,volatility_30d,is_event_window,ovx,ovx_change,abs_return,ovx_lag1,ovx_change_lag1,ovx_lag3,ovx_change_lag3,ovx_lag5,ovx_change_lag5,ovx_lag10,ovx_change_lag10
2017-09-15,BRN0W.ICE,55.05,55.07,55.56,54.63,55.33,0.0050733937413294,0.005086285195277,0.0082686443484721,0.0105878865371743,0.0105878865371743,False,26.65,0.5599999999999987,0.0050733937413294,26.09,-0.5300000000000011,27.59,-0.14000000000000057,29.49,-0.240000000000002,28.97,
2017-09-18,BRN0W.ICE,55.33,55.36,55.73,54.65,55.19,-0.0025334794586085,-0.0025302729080065,0.0083792973466715,0.010290841674571,0.010290841674571,False,27.53,0.8800000000000026,0.0025334794586085,26.65,0.5599999999999987,26.62,-0.9699999999999989,27.73,-1.759999999999998,28.97,0.0
2017-09-19,BRN0W.ICE,55.19,55.19,55.63,54.67,55.15,-0.0007250317518983,-0.0007247689798876,0.0051306944927391,0.0099149893194745,0.0099149893194745,False,25.76,-1.7699999999999996,0.0007250317518983,27.53,0.8800000000000026,26.09,-0.5300000000000011,27.59,-0.14000000000000057,29.58,0.6099999999999994
2017-09-20,BRN0W.ICE,55.15,55.08,56.06,55.02,55.82,0.0120754824086646,0.0121486854034451,0.0060213342233033,0.0097662396578386,0.0097662396578386,False,26.99,1.2299999999999969,0.0120754824086646,25.76,-1.7699999999999996,26.65,0.5599999999999987,26.62,-0.9699999999999989,30.07,0.490000000000002
2017-09-21,BRN0W.ICE,55.82,55.85,56.18,55.49,56.1,0.0050035844204746,0.0050161232533143,0.0058696000909284,0.0093843128872438,0.0093843128872438,False,26.3,-0.6899999999999977,0.0050035844204746,26.99,1.2299999999999969,27.53,0.8800000000000026,26.09,-0.5300000000000011,29.73,-0.33999999999999986
2017-09-22,BRN0W.ICE,56.1,56.15,56.46,55.91,56.42,0.0056878930451995,0.0057040998217468,0.0047745953460727,0.0084993701387598,0.0090483329074078,False,26.39,0.08999999999999986,0.0056878930451995,26.3,-0.6899999999999977,25.76,-1.7699999999999996,26.65,0.5599999999999987,29.49,-0.240000000000002
2017-09-25,BRN0W.ICE,56.42,56.42,58.64,56.23,58.52,0.0365448705780733,0.0372208436724565,0.0131506285653885,0.0114419060979437,0.0118471176741777,False,26.93,0.5399999999999991,0.0365448705780733,26.39,0.08999999999999986,26.99,1.2299999999999969,27.53,0.8800000000000026,27.73,-1.759999999999998
2017-09-26,BRN0W.ICE,58.52,58.51,58.87,57.24,58.03,-0.0084084579494066,-0.0083732057416268,0.0146747446231548,0.0116100393020025,0.0120316194743841,False,27.8,0.870000000000001,0.0084084579494066,26.93,0.5399999999999991,26.3,-0.6899999999999977,25.76,-1.7699999999999996,27.59,-0.14000000000000057
2017-09-27,BRN0W.ICE,58.03,58.08,58.33,57.26,57.32,-0.0123105152425457,-0.0122350508357745,0.0161072254713196,0.0124764543009217,0.0124186396315547,False,27.29,-0.5100000000000016,0.0123105152425457,27.8,0.870000000000001,26.39,0.08999999999999986,26.99,1.2299999999999969,26.62,-0.9699999999999989
2017-09-28,BRN0W.ICE,57.32,57.41,58.22,56.64,57.27,-0.0008726765542051,-0.0008722958827633,0.0161166915469707,0.0115249846559505,0.0121357700051298,False,27.18,-0.10999999999999943,0.0008726765542051,27.29,-0.5100000000000016,26.93,0.5399999999999991,26.3,-0.6899999999999977,26.09,-0.5300000000000011
2017-09-29,BRN0W.ICE,57.27,57.28,57.43,56.44,56.53,-0.0130054557185665,-0.0129212502182644,0.0171379133797588,0.0124460431924506,0.0124358438394297,False,26.83,-0.3500000000000014,0.0130054557185665,27.18,-0.10999999999999943,27.8,0.870000000000001,26.39,0.08999999999999986,26.65,0.5599999999999987
2017-10-02,BRN0W.ICE,57.27,56.75,56.75,55.53,56.07,-0.0081705605516182,-0.0081372722448257,0.0174487405068962,0.0128222198474151,0.0123863933873546,False,27.72,0.8900000000000006,0.0081705605516182,26.83,-0.3500000000000014,27.29,-0.5100000000000016,26.93,0.5399999999999991,27.53,0.8800000000000026
2017-10-03,BRN0W.ICE,57.27,56.06,56.39,55.7,55.72,-0.0062617612239762,-0.0062421972534332,0.0173751899965484,0.0126411094390263,0.0122467546205857,False,27.95,0.23000000000000043,0.0062617612239762,27.72,0.8900000000000006,27.18,-0.10999999999999943,27.8,0.870000000000001,25.76,-1.7699999999999996
2017-10-04,BRN0W.ICE,57.27,55.66,56.15,55.47,55.74,0.0003588731421971,0.0003589375448671,0.0051615184201423,0.0125838256120119,0.0119738347266064,False,27.04,-0.9100000000000001,0.0003588731421971,27.95,0.23000000000000043,26.83,-0.3500000000000014,27.29,-0.5100000000000016,26.99,1.2299999999999969
2017-10-05,BRN0W.ICE,57.27,55.75,57.18,55.7,56.99,0.0221777917931059,0.0224255471833512,0.0120601470803373,0.0137934381824517,0.0123838906207016,False,26.45,-0.5899999999999999,0.0221777917931059,27.04,-0.9100000000000001,27.72,0.8900000000000006,27.18,-0.10999999999999943,26.3,-0.6899999999999977
2017-10-06,BRN0W.ICE,57.27,56.96,57.25,55.14,55.68,-0.023254797820744,-0.0229864888576943,0.0140727880414085,0.0153536981176523,0.0132329388574442,False,27.59,1.1400000000000006,0.023254797820744,26.45,-0.5899999999999999,27.95,0.23000000000000043,26.83,-0.3500000000000014,26.39,0.08999999999999986
2017-10-09,BRN0W.ICE,56.53,55.51,55.96,55.09,55.77,0.0016150743752982,0.0016163793103449,0.0142000942707349,0.0153505331297658,0.0129661003014208,False,27.32,-0.2699999999999996,0.0016150743752982,27.59,1.1400000000000006,27.04,-0.9100000000000001,27.72,0.8900000000000006,26.93,0.5399999999999991
2017-10-10,BRN0W.ICE,55.77,55.76,56.9,55.75,56.55,0.013889112160667,0.0139860139860139,0.0149121572352911,0.0154602817029198,0.0129122873062933,False,26.54,-0.7800000000000011,0.013889112160667,27.32,-0.2699999999999996,26.45,-0.5899999999999999,27.95,0.23000000000000043,27.8,0.870000000000001
2017-10-11,BRN0W.ICE,56.55,56.29,56.77,55.94,56.45,-0.0017699119664583,-0.0017683465959327,0.0145149900960803,0.0154288843928927,0.012698026420595,False,26.43,-0.10999999999999943,0.0017699119664583,26.54,-0.7800000000000011,27.59,1.1400000000000006,27.04,-0.9100000000000001,27.29,-0.5100000000000016
2017-10-12,BRN0W.ICE,56.45,56.7,56.81,55.89,56.4,-0.0008861320916579,-0.0008857395925598,0.0142078792127762,0.0153568908969424,0.0124847029046849,False,25.85,-0.5799999999999983,0.0008861320916579,26.43,-0.10999999999999943,27.32,-0.2699999999999996,26.45,-0.5899999999999999,27.18,-0.10999999999999943
2017-10-13,BRN0W.ICE,56.4,56.42,57.56,56.35,57.2,0.014084739881739,0.0141843971631205,0.0149161541365716,0.0120624188591138,0.0124533556174176,False,25.73,-0.120000000000001,0.014084739881739,25.85,-0.5799999999999983,26.54,-0.7800000000000011,27.59,1.1400000000000006,26.83,-0.3500000000000014
2017-10-16,BRN0W.ICE,57.2,57.22,58.47,57.18,57.92,0.0125088496917087,0.0125874125874125,0.0132767941852182,0.0124474791911249,0.0123611047406566,False,26.32,0.5899999999999999,0.0125088496917087,25.73,-0.120000000000001,26.43,-0.10999999999999943,27.32,-0.2699999999999996,27.72,0.8900000000000006
2017-10-17,BRN0W.ICE,57.92,57.81,58.31,57.22,58.11,0.0032750180095532,0.0032803867403314,0.0071219881422266,0.0119623364899585,0.0120177518534777,False,25.87,-0.4499999999999993,0.0032750180095532,26.32,0.5899999999999999,25.85,-0.5799999999999983,26.54,-0.7800000000000011,27.95,0.23000000000000043
2017-10-18,BRN0W.ICE,58.11,58.24,58.51,57.77,58.2,0.0015475886503779,0.001548786783686,0.0071291169880539,0.0119510211151782,0.0116658783434096,False,26.41,0.5399999999999991,0.0015475886503779,25.87,-0.4499999999999993,25.73,-0.120000000000001,26.43,-0.10999999999999943,27.04,-0.9100000000000001
2017-10-19,BRN0W.ICE,58.2,57.89,57.96,56.81,57.01,-0.0206586636939016,-0.020446735395189,0.011469480470505,0.0127936768913812,0.0123743968696323,False,26.3,-0.10999999999999943,0.0206586636939016,26.41,0.5399999999999991,26.32,0.5899999999999999,25.85,-0.5799999999999983,26.45,-0.5899999999999999
2017-10-20,BRN0W.ICE,57.01,57.05,57.73,56.4,57.73,0.0125502780293516,0.0126293632696017,0.0121190502698904,0.0128986315931432,0.0121819888863314,False,24.51,-1.7899999999999991,0.0125502780293516,26.3,-0.10999999999999943,25.87,-0.4499999999999993,25.73,-0.120000000000001,27.59,1.1400000000000006
2017-10-23,BRN0W.ICE,57.73,57.8,57.86,57.21,57.23,-0.0086987326518312,-0.0086610081413476,0.0128934123844508,0.0130356389360107,0.0123464755840163,False,25.08,0.5699999999999967,0.0086987326518312,24.51,-1.7899999999999991,26.41,0.5399999999999991,26.32,0.5899999999999999,27.32,-0.2699999999999996
2017-10-24,BRN0W.ICE,57.23,57.33,58.36,56.95,58.36,0.0195524872335739,0.0197448890442075,0.0138700334255965,0.013844194616456,0.0127562988858979,False,25.6,0.5200000000000031,0.0195524872335739,25.08,0.5699999999999967,26.3,-0.10999999999999943,25.87,-0.4499999999999993,26.54,-0.7800000000000011
2017-10-25,BRN0W.ICE,58.36,58.23,58.49,57.69,58.24,-0.0020583197661543,-0.002056202878684,0.0132619657262437,0.0127733531379404,0.0126201541374422,False,25.44,-0.16000000000000014,0.0020583197661543,25.6,0.5200000000000031,24.51,-1.7899999999999991,26.41,0.5399999999999991,26.43,-0.10999999999999943
2017-10-26,BRN0W.ICE,58.24,58.16,59.29,57.86,59.22,0.0166869187850147,0.0168269230769231,0.0145842156027019,0.0111664883899856,0.0128880353690748,False,25.22,-0.22000000000000242,0.0166869187850147,25.44,-0.16000000000000014,25.08,0.5699999999999967,26.3,-0.10999999999999943,25.85,-0.5799999999999983
2017-10-27,BRN0W.ICE,59.22,59.15,60.33,58.61,60.21,0.0165791288029112,0.0167173252279635,0.015465701201486,0.0115873770928311,0.0131380596130222,False,25.18,-0.03999999999999915,0.0165791288029112,25.22,-0.22000000000000242,25.6,0.5200000000000031,24.51,-1.7899999999999991,25.73,-0.120000000000001
2017-10-30,BRN0W.ICE,60.21,60.45,60.67,59.95,60.53,0.0053006584272394,0.0053147317721309,0.0107109460888445,0.0113319866668345,0.0131058527968654,False,25.33,0.14999999999999858,0.0053006584272394,25.18,-0.03999999999999915,25.44,-0.16000000000000014,25.08,0.5699999999999967,26.32,0.5899999999999999
2017-10-31,BRN0W.ICE,60.53,60.56,61.18,60.27,61.18,0.0106812288191614,0.0107384767883693,0.0106177555062784,0.0112601568905994,0.0131570540240907,False,25.31,-0.019999999999999574,0.0106812288191614,25.33,0.14999999999999858,25.22,-0.22000000000000242,25.6,0.5200000000000031,25.87,-0.4499999999999993
2017-11-01,BRN0W.ICE,61.18,61.08,61.69,60.03,60.44,-0.0121692013182186,-0.0120954560313828,0.0115806946898834,0.0121408227985333,0.0133526790663605,False,25.65,0.33999999999999986,0.0121692013182186,25.31,-0.019999999999999574,25.18,-0.03999999999999915,25.44,-0.16000000000000014,26.41,0.5399999999999991
2017-11-02,BRN0W.ICE,60.44,60.51,60.82,60.05,60.7,0.0042925606609137,0.0043017868960952,0.0103720094528731,0.0118521958943993,0.0133489891127436,False,25.65,0.0,0.0042925606609137,25.65,0.33999999999999986,25.33,0.14999999999999858,25.22,-0.22000000000000242,26.3,-0.10999999999999943
2017-11-03,BRN0W.ICE,60.7,60.9,62.21,60.63,62.09,0.0226412473113488,0.0228995057660625,0.0114693490597737,0.0126765220960108,0.0138331095538784,False,24.82,-0.8299999999999983,0.0226412473113488,25.65,0.0,25.31,-0.019999999999999574,25.18,-0.03999999999999915,24.51,-1.7899999999999991
2017-11-06,BRN0W.ICE,62.09,62.27,64.4,62.15,64.11,0.0320154126223643,0.0325334192301496,0.0142705740691485,0.0145677270598997,0.0134766520008687,False,26.85,2.030000000000001,0.0320154126223643,24.82,-0.8299999999999983,25.65,0.33999999999999986,25.33,0.14999999999999858,25.08,0.5699999999999967
2017-11-07,BRN0W.ICE,64.11,64.09,64.6,63.5,63.54,-0.0089307291577958,-0.0088909686476368,0.0158750380945075,0.0151288126489601,0.013492280688212,False,28.75,1.8999999999999986,0.0089307291577958,26.85,2.030000000000001,25.65,0.0,25.31,-0.019999999999999574,25.6,0.5200000000000031
2017-11-08,BRN0W.ICE,63.54,63.75,64.61,62.95,63.49,-0.0007872156590115,-0.000786905886056,0.0161913695402557,0.0132197013576685,0.0132015769142785,False,27.99,-0.7600000000000016,0.0007872156590115,28.75,1.8999999999999986,24.82,-0.8299999999999983,25.65,0.33999999999999986,25.44,-0.16000000000000014
2017-11-09,BRN0W.ICE,63.49,63.55,64.21,63.29,63.81,0.0050275046978969,0.0050401638053236,0.0161074806739988,0.0131596885601532,0.0131795405508699,False,28.37,0.38000000000000256,0.0050275046978969,27.99,-0.7600000000000016,26.85,2.030000000000001,25.65,0.0,25.22,-0.22000000000000242
2017-11-10,BRN0W.ICE,63.81,63.83,64.26,63.38,63.6,-0.003296447534179,-0.003291020216267,0.0147282949648621,0.0127313729082917,0.012873254781546,False,29.4,1.0299999999999976,0.003296447534179,28.37,0.38000000000000256,28.75,1.8999999999999986,24.82,-0.8299999999999983,25.18,-0.03999999999999915
2017-11-13,BRN0W.ICE,63.6,63.76,63.76,62.69,63.13,-0.0074173779665422,-0.0073899371069182,0.0157535340703025,0.0128137989229976,0.0128495584190271,False,30.22,0.8200000000000003,0.0074173779665422,29.4,1.0299999999999976,27.99,-0.7600000000000016,26.85,2.030000000000001,25.33,0.14999999999999858
2017-11-14,BRN0W.ICE,63.13,63.11,63.16,61.25,61.52,-0.0258337671821456,-0.0255029304609535,0.0175677579165733,0.015252065998481,0.0138444206723988,False,30.08,-0.14000000000000057,0.0258337671821456,30.22,0.8200000000000003,28.37,0.38000000000000256,28.75,1.8999999999999986,25.31,-0.019999999999999574
2017-11-15,BRN0W.ICE,61.52,61.34,61.95,61.18,61.79,0.0043792138754996,0.0043888166449934,0.0105199552290454,0.0148074046816754,0.0138344161313682,False,29.84,-0.23999999999999844,0.0043792138754996,30.08,-0.14000000000000057,29.4,1.0299999999999976,27.99,-0.7600000000000016,25.65,0.33999999999999986
2017-11-16,BRN0W.ICE,61.79,61.78,62.01,61.21,61.29,-0.0081248415752478,-0.0080919242595889,0.0104774835700889,0.0145386734550073,0.0135214482210356,False,28.42,-1.4199999999999982,0.0081248415752478,29.84,-0.23999999999999844,30.22,0.8200000000000003,28.37,0.38000000000000256,25.65,0.0
2017-11-17,BRN0W.ICE,61.29,61.32,62.71,61.01,62.45,0.0187495390739463,0.0189264154021864,0.0138823029858001,0.0152522919540671,0.0129325961366463,False,26.96,-1.4600000000000009,0.0187495390739463,28.42,-1.4199999999999982,30.08,-0.14000000000000057,29.4,1.0299999999999976,24.82,-0.8299999999999983
2017-11-20,BRN0W.ICE,62.45,60.95,61.07,60.06,60.62,-0.0297413649419297,-0.0293034427542034,0.016727300992493,0.0172276479441701,0.014311006284838,False,27.18,0.21999999999999886,0.0297413649419297,26.96,-1.4600000000000009,29.84,-0.23999999999999844,30.22,0.8200000000000003,26.85,2.030000000000001
2017-11-21,BRN0W.ICE,60.62,61.96,62.62,61.93,62.5,0.0305416851126987,0.0310128670405807,0.0221095573245077,0.0187469062086613,0.0150601206222186,False,26.64,-0.5399999999999991,0.0305416851126987,27.18,0.21999999999999886,28.42,-1.4199999999999982,30.08,-0.14000000000000057,28.75,1.8999999999999986
2017-11-22,BRN0W.ICE,62.5,62.48,63.07,62.35,62.92,0.0066975214477213,0.00672,0.0222288602694169,0.01877663694338,0.015040486914415,False,26.83,0.18999999999999773,0.0066975214477213,26.64,-0.5399999999999991,26.96,-1.4600000000000009,29.84,-0.23999999999999844,27.99,-0.7600000000000016
2017-11-23,BRN0W.ICE,62.92,62.88,63.27,62.58,63.12,0.0031735983475417,0.0031786395422759,0.0192129852310451,0.0178747353275256,0.0150168187390578,False,26.83,0.0,0.0031735983475417,26.83,0.18999999999999773,27.18,0.21999999999999886,28.42,-1.4199999999999982,28.37,0.38000000000000256
2017-11-24,BRN0W.ICE,63.12,63.06,63.53,62.93,63.34,0.0034793645728749,0.0034854245880862,0.0192104430140193,0.0155652610779358,0.0148894850799518,False,26.88,0.05000000000000071,0.0034793645728749,26.83,0.0,26.64,-0.5399999999999991,26.96,-1.4600000000000009,29.4,1.0299999999999976
2017-11-27,BRN0W.ICE,63.34,63.49,63.51,62.75,63.31,-0.0004737465544585,-0.0004736343542784,0.0186455331520638,0.0153912108433798,0.0148039962238935,False,28.36,1.4800000000000004,0.0004737465544585,26.88,0.05000000000000071,26.83,0.18999999999999773,27.18,0.21999999999999886,30.22,0.8200000000000003
2017-11-28,BRN0W.ICE,63.31,62.6,62.7,62.08,62.31,-0.0159213679999045,-0.0157952930026852,0.018874023814492,0.0159524092210285,0.0151997564912228,False,28.13,-0.23000000000000043,0.0159213679999045,28.36,1.4800000000000004,26.83,0.0,26.64,-0.5399999999999991,30.08,-0.14000000000000057
2017-11-29,BRN0W.ICE,62.31,61.91,62.39,60.93,61.57,-0.0119471876330118,-0.0118761033541967,0.0150650594080089,0.0160758212408113,0.015421655987792,False,28.02,-0.10999999999999943,0.0119471876330118,28.13,-0.23000000000000043,26.88,0.05000000000000071,26.83,0.18999999999999773,29.84,-0.23999999999999844
2017-11-30,BRN0W.ICE,61.57,61.77,62.53,61.42,61.81,0.0038904247480631,0.0038980022738346,0.0087655931803061,0.0161647408549922,0.0148244202286801,False,25.95,-2.0700000000000003,0.0038904247480631,28.02,-0.10999999999999943,28.36,1.4800000000000004,26.83,0.0,28.42,-1.4199999999999982
2017-12-01,BRN0W.ICE,61.81,62.42,64.0,62.31,63.44,0.0260294136554106,0.0263711373564148,0.0135500053450239,0.0177067971532382,0.015329104722279,False,23.73,-2.219999999999999,0.0260294136554106,25.95,-2.0700000000000003,28.13,-0.23000000000000043,26.88,0.05000000000000071,26.96,-1.4600000000000009
2017-12-04,BRN0W.ICE,63.44,63.48,63.68,62.34,62.47,-0.015408135821114,-0.0152900378310214,0.0148510674573257,0.0167121932585326,0.0155551210291327,False,23.68,-0.05000000000000071,0.015408135821114,23.73,-2.219999999999999,28.02,-0.10999999999999943,28.36,1.4800000000000004,27.18,0.21999999999999886
2017-12-05,BRN0W.ICE,62.47,61.51,62.1,61.24,61.72,-0.0120784140105184,-0.0120057627661277,0.01514660297019,0.0170390016608367,0.0154605967972102,False,23.13,-0.5500000000000007,0.0120784140105184,23.68,-0.05000000000000071,25.95,-2.0700000000000003,28.13,-0.23000000000000043,26.64,-0.5399999999999991
2017-12-06,BRN0W.ICE,61.72,62.64,62.91,61.15,61.2,-0.0084608379766796,-0.0084251458198314,0.0151637748776042,0.0170514352331148,0.0155605018142483,False,23.13,0.0,0.0084608379766796,23.13,-0.5500000000000007,23.73,-2.219999999999999,28.02,-0.10999999999999943,26.83,0.18999999999999773
2017-12-07,BRN0W.ICE,61.2,60.39,61.14,60.25,60.95,-0.0040933335909998,-0.0040849673202614,0.0143612300676625,0.0161790755894988,0.0153289605110603,False,23.13,0.0,0.0040933335909998,23.13,0.0,23.68,-0.05000000000000071,25.95,-2.0700000000000003,26.83,0.0
2017-12-08,BRN0W.ICE,60.95,62.07,63.59,62.02,63.39,0.0392522643687943,0.0400328137817882,0.0207517550268271,0.0174504213029142,0.0166293744742493,False,23.85,0.7200000000000024,0.0392522643687943,23.13,0.0,23.13,-0.5500000000000007,23.73,-2.219999999999999,26.88,0.05000000000000071
2017-12-11,BRN0W.ICE,63.39,63.22,64.85,63.0,64.75,0.021227580283572,0.0214544880896039,0.0217257362849828,0.0164779454796219,0.0169979271431159,False,22.96,-0.8900000000000006,0.021227580283572,23.85,0.7200000000000024,23.13,0.0,23.68,-0.05000000000000071,28.36,1.4800000000000004
2017-12-12,BRN0W.ICE,64.75,64.72,65.79,63.1,63.86,-0.0138405132930111,-0.0137451737451737,0.0210092435546546,0.0169844634349894,0.0171670887052376,False,22.84,-0.120000000000001,0.0138405132930111,22.96,-0.8900000000000006,23.13,0.0,23.13,-0.5500000000000007,28.13,-0.23000000000000043
2017-12-13,BRN0W.ICE,63.86,63.13,63.58,61.76,62.02,-0.029236273614333,-0.0288130284998433,0.0233253531169796,0.0187871762551355,0.01790039565455,False,23.49,0.6499999999999986,0.029236273614333,22.84,-0.120000000000001,23.85,0.7200000000000024,23.13,0.0,28.02,-0.10999999999999943
2017-12-14,BRN0W.ICE,62.02,62.07,62.86,61.47,62.76,0.0118610141925288,0.0119316349564655,0.023190537083,0.0190809296567523,0.0180034750632229,False,23.0,-0.48999999999999844,0.0118610141925288,23.49,0.6499999999999986,22.96,-0.8900000000000006,23.13,0.0,25.95,-2.0700000000000003
2017-12-15,BRN0W.ICE,62.76,62.7,63.05,62.53,62.69,-0.0011159825789546,-0.0011153601019757,0.0227804476463138,0.0190812270095404,0.0175403895857353,False,21.25,-1.75,0.0011159825789546,23.0,-0.48999999999999844,22.84,-0.120000000000001,23.85,0.7200000000000024,23.73,-2.219999999999999
2017-12-18,BRN0W.ICE,62.69,62.79,63.28,62.56,62.9,0.0033442184205176,0.0033498165576646,0.0225429294865392,0.0185875883855186,0.0165044097570844,False,18.43,-2.8200000000000003,0.0033442184205176,21.25,-1.75,23.49,0.6499999999999986,22.96,-0.8900000000000006,23.68,-0.05000000000000071
2017-12-19,BRN0W.ICE,62.9,62.89,63.5,62.8,63.5,0.0094937421922511,0.0095389507154213,0.0170281348061144,0.0183495390297766,0.0165278581731464,False,18.88,0.4499999999999993,0.0094937421922511,18.43,-2.8200000000000003,23.0,-0.48999999999999844,22.84,-0.120000000000001,23.13,-0.5500000000000007
2017-12-20,BRN0W.ICE,63.5,63.46,64.14,63.3,64.05,0.0086241224440971,0.0086614173228345,0.0149836603462251,0.0184264436960499,0.0166019641722601,False,19.46,0.5800000000000018,0.0086241224440971,18.88,0.4499999999999993,21.25,-1.75,23.49,0.6499999999999986,23.13,0.0
2017-12-21,BRN0W.ICE,64.05,64.13,64.45,63.79,64.15,0.0015600627189024,0.001561280249805,0.0139754562472701,0.0171430980475808,0.0165799197411575,False,17.86,-1.6000000000000014,0.0015600627189024,19.46,0.5800000000000018,18.43,-2.8200000000000003,23.0,-0.48999999999999844,23.13,0.0
2017-12-22,BRN0W.ICE,64.15,64.18,64.75,63.94,64.53,0.0059061408861029,0.0059236165237723,0.0046562257110833,0.0165288774920938,0.016598557432335,False,19.26,1.4000000000000021,0.0059061408861029,17.86,-1.6000000000000014,18.88,0.4499999999999993,21.25,-1.75,23.85,0.7200000000000024
2017-12-26,BRN0W.ICE,64.53,64.81,66.51,64.49,66.2,0.0255502309952142,0.025879435921277,0.0087585399784892,0.017058804304473,0.0171399047009092,False,20.99,1.7299999999999969,0.0255502309952142,19.26,1.4000000000000021,19.46,0.5800000000000018,18.43,-2.8200000000000003,22.96,-0.8900000000000006
2017-12-27,BRN0W.ICE,66.2,66.18,66.34,65.5,65.92,-0.0042385773417462,-0.0042296072507552,0.0093381632992372,0.0168383183080152,0.0163856416666409,False,20.64,-0.34999999999999787,0.0042385773417462,20.99,1.7299999999999969,17.86,-1.6000000000000014,18.88,0.4499999999999993,22.84,-0.120000000000001
2017-12-28,BRN0W.ICE,65.92,65.96,66.32,65.77,66.2,0.0042385773417462,0.004247572815534,0.0092829356649126,0.0166264318952905,0.0163850471892465,False,20.71,0.07000000000000028,0.0042385773417462,20.64,-0.34999999999999787,19.26,1.4000000000000021,19.46,0.5800000000000018,23.49,0.6499999999999986
2017-12-29,BRN0W.ICE,66.2,66.17,66.95,66.17,66.62,0.0063243698225711,0.006344410876133,0.0092355543706826,0.0135991590200068,0.016280135040123,False,21.32,0.6099999999999994,0.0063243698225711,20.71,0.07000000000000028,20.99,1.7299999999999969,17.86,-1.6000000000000014,23.0,-0.48999999999999844
2018-01-02,BRN0W.ICE,66.62,66.71,67.28,66.27,66.55,-0.0010512879244131,-0.0010507355148605,0.0096412613710824,0.0126412028407767,0.0160094895845524,False,22.73,1.4100000000000001,0.0010512879244131,21.32,0.6099999999999994,20.64,-0.34999999999999787,19.26,1.4000000000000021,21.25,-1.75
2018-01-03,BRN0W.ICE,66.55,66.55,68.01,66.42,67.98,0.0212599994268493,0.0214876033057851,0.0110779183242871,0.0127470408657644,0.0151968014581539,False,22.75,0.019999999999999574,0.0212599994268493,22.73,1.4100000000000001,20.71,0.07000000000000028,20.99,1.7299999999999969,18.43,-2.8200000000000003
2018-01-04,BRN0W.ICE,67.98,67.83,68.26,67.65,68.06,0.0011761248047897,0.0011768167107972,0.0113870916379733,0.0084182139358536,0.0143376949159972,False,22.12,-0.629999999999999,0.0011761248047897,22.75,0.019999999999999574,21.32,0.6099999999999994,20.64,-0.34999999999999787,18.88,0.4499999999999993
