来源,数据集,URL,单位,当前状态,模型用途
OPEC,Monthly Oil Market Report - Balance of supply and demand,https://publications.opec.org/momr/chapter/147/2738,mb/d,已整理官方公开表格快照,约束长期全球需求基线、非DoC供给恢复和DoC需求差额尾部风险。
