trade_date,pre_close_filled,target_close_price,target_log_return,target_price_change,是否冲突窗口,滞后1日收益率,滞后2日收益率,滞后3日收益率,滞后5日收益率,滞后10日收益率,3日平均收益率,3日收益波动率,3日上涨天数占比,5日平均收益率,5日收益波动率,5日上涨天数占比,10日平均收益率,10日收益波动率,10日上涨天数占比,20日平均收益率,20日收益波动率,20日上涨天数占比,相对5日均线偏离,相对20日均线偏离,相对60日均线偏离,前日振幅,前日开收盘偏离,60日价格分位,120日价格分位
2017-09-28,57.32,57.27,-0.0008726765542051151,-0.04999999999999716,False,-0.012310515242545797,-0.008408457949406664,0.036544870578073346,0.005003584420474648,0.005464494472078745,0.0052752991287069615,0.022168236837872442,0.3333333333333333,0.005303474970359011,0.017172840573023127,0.6,0.004587223426336102,0.012700794468880927,0.6,0.00467910659659871,0.012068748381835836,0.6,0.000733265826320828,0.04104613149291669,,0.018438738583491304,-0.013085399449035778,,
2017-09-29,57.27,56.53,-0.013005455718566544,-0.740000000000002,False,-0.0008726765542051151,-0.012310515242545797,-0.008408457949406664,0.005687893045199516,0.005073393741329487,-0.007197216582052526,0.004747375956084819,0.0,0.004128222775423058,0.017353276874621133,0.4,0.003953506323707717,0.012798932498672465,0.5,0.0043869074833985085,0.011812091140489492,0.6,-0.004207817498956712,0.03805475752440168,0.03805475752440168,0.027564549895324465,-0.0024385995471171134,0.85,
2017-10-02,57.27,56.07,-0.021176016270184807,-1.2000000000000028,False,-0.013005455718566544,-0.0008726765542051151,-0.012310515242545797,0.036544870578073346,-0.0025334794586085205,-0.008729549171772487,0.005562887203770669,0.0,0.000389553022669846,0.018584526903962457,0.2,0.0021456213777181136,0.013754252058907221,0.4,0.0035172893233002566,0.012120961240708163,0.6,-0.01745055097855186,0.02108828177918265,0.02344086763108444,0.017286537454164516,-0.013093575418994413,0.8095238095238095,
2017-10-03,57.27,55.72,-0.027437777494161025,-1.5500000000000043,False,-0.021176016270184807,-0.013005455718566544,-0.0008726765542051151,-0.008408457949406664,-0.0007250317518983787,-0.011684716180985488,0.008341249530704507,0.0,-0.011154624346981784,0.00660983868038373,0.0,0.0002813676965604847,0.01542415273869527,0.4,0.002925647976421082,0.012991767909300473,0.6,-0.01707453895238764,0.009251925984592235,0.014415999868422125,0.021302601711192574,-0.011982378854625546,0.6818181818181818,
2017-10-04,57.27,55.74,-0.027078904351963758,-1.5300000000000011,False,-0.027437777494161025,-0.021176016270184807,-0.013005455718566544,-0.012310515242545797,0.012075482408664644,-0.020539749827637458,0.00590912312716582,0.0,-0.014960488255932658,0.00898472573835766,0.0,-0.0023899068776657797,0.017535751962238093,0.4,0.0006143634084313782,0.014034254644022926,0.55,-0.015234526881340527,0.0006734611412919644,0.0077296281443386405,0.012048192771084296,-0.006064930431680403,0.6086956521739131,
2017-10-05,57.27,56.99,-0.004901112558857796,-0.28000000000000114,False,-0.027078904351963758,-0.027437777494161025,-0.021176016270184807,-0.0008726765542051151,0.005003584420474648,-0.025230899372103197,0.0028709760489788786,0.0,-0.01791416607781625,0.009998390583438568,0.0,-0.00630534555372862,0.018226405234253115,0.3,-0.0016524238549458774,0.014649402112332165,0.5,-0.00934845199587675,-0.0003766073061817199,0.0077515876064995215,0.011873581281648327,0.0014372978799857242,0.625,
2017-10-06,57.27,55.68,-0.028155910379601794,-1.5900000000000034,False,-0.004901112558857796,-0.027078904351963758,-0.027437777494161025,-0.013005455718566544,0.005687893045199516,-0.019805931468327525,0.010540316805046322,0.0,-0.018719853278746784,0.008666263423992807,0.0,-0.007295815251661864,0.017850176885816298,0.2,-0.002201152082858311,0.014554968931935556,0.45,0.013876534424479559,0.0197636238380261,0.029101599179463422,0.02584250043652867,0.022242152466367748,0.84,
2017-10-09,56.53,55.77,-0.013535380285737015,-0.759999999999998,False,-0.028155910379601794,-0.004901112558857796,-0.027078904351963758,-0.021176016270184807,0.036544870578073346,-0.020045309096807785,0.010717586857775241,0.0,-0.021749944210953838,0.008786332426191978,0.0,-0.010680195594141996,0.01827105561573376,0.1,-0.0029160958687670887,0.015434554414379777,0.45,-0.0064239828693789525,-0.005394591118573988,0.005235602094240788,0.03684302427099702,-0.02247191011235957,0.5384615384615384,
2017-10-10,55.77,56.55,0.013889112160667093,0.779999999999994,False,-0.013535380285737015,-0.028155910379601794,-0.004901112558857796,-0.027437777494161025,-0.008408457949406664,-0.015530801074732203,0.009598009637933133,0.0,-0.020221817014064277,0.009396509895367253,0.0,-0.01568822068052303,0.009302992986814213,0.0,-0.0037600270001221085,0.015530381339521742,0.4,-0.0037513397642015,-0.005421407425901359,0.0066046754149649,0.01539005837608345,0.004683840749414612,0.6296296296296297,
2017-10-11,56.55,56.45,-0.0017699119664583583,-0.09999999999999432,False,0.013889112160667093,-0.013535380285737015,-0.028155910379601794,-0.027078904351963758,-0.012310515242545797,-0.009267392834890573,0.01742809547375285,0.3333333333333333,-0.011956439083098652,0.015565185722460411,0.2,-0.013458463669515659,0.012796727294206797,0.1,-0.0031581983174306973,0.015963399007260445,0.4,0.007195525950201231,0.006227758007117279,0.01992966002344665,0.020620405235789823,0.014167862266857949,0.8214285714285714,
2017-10-12,56.45,56.4,-0.00088613209165791,-0.05000000000000426,False,-0.0017699119664583583,0.013889112160667093,-0.013535380285737015,-0.004901112558857796,-0.0008726765542051151,-0.0004720600305094269,0.011233551270530438,0.3333333333333333,-0.006894640605997574,0.013844438541519333,0.2,-0.01240440334190691,0.013273116883402507,0.1,-0.003908589957785405,0.015521654261979573,0.35,0.0028780557134737705,0.0029315092831128098,0.01749010199451817,0.014677276746242359,0.0028424231657488666,0.7586206896551724,
2017-10-13,56.4,57.2,0.014084739881739023,0.8000000000000043,False,-0.00088613209165791,-0.0017699119664583583,0.013889112160667093,-0.028155910379601794,-0.013005455718566544,0.003744356034183608,0.007182493734358277,0.3333333333333333,-0.0060916445125575956,0.014051664666588724,0.2,-0.01240574889565219,0.013271948424355829,0.1,-0.0042261212859722366,0.015391067275377828,0.3,0.004094712479971507,0.0008429084778847074,0.01602704601545657,0.01629760850310012,-0.005291005291005366,0.7,
2017-10-16,57.2,57.92,0.012508849691708707,0.7199999999999989,False,0.014084739881739023,-0.00088613209165791,-0.0017699119664583583,-0.013535380285737015,-0.021176016270184807,0.003809565274540918,0.007274598574174947,0.3333333333333333,0.002356485539710567,0.010494251298553053,0.4,-0.009696729335621634,0.015457828526067205,0.2,-0.003775553978951761,0.015783607756943905,0.3,0.012855473315153798,0.013357899585444422,0.029427985904290965,0.021453900709219875,0.013824884792626748,0.8709677419354839,
2017-10-17,57.92,58.11,0.00327501800955327,0.18999999999999773,False,0.012508849691708707,0.014084739881739023,-0.00088613209165791,0.013889112160667093,-0.027437777494161025,0.00856915249392994,0.006716778117450853,0.6666666666666666,0.007565331535199711,0.0072870469605052475,0.6,-0.006328242739432282,0.01623973928158601,0.3,-0.0030234375214358996,0.016178335741019234,0.35,0.017854632363278444,0.023638050634029906,0.04100694775981073,0.022552447552447535,0.01223348479552609,0.9375,
2017-10-18,58.11,58.2,0.0015475886503779107,0.09000000000000341,False,0.00327501800955327,0.012508849691708707,0.014084739881739023,-0.0017699119664583583,-0.027078904351963758,0.009956202527667,0.00476791550516369,1.0,0.005442512704976947,0.006654172478116422,0.6,-0.003256963189060853,0.01479720885175811,0.4,-0.002823435033363317,0.01623015526739117,0.4,0.015625,0.024316725570901143,0.04301782936460463,0.018819060773480722,0.005189413596263573,0.9696969696969697,
2017-10-19,58.2,57.01,-0.02065866369390168,-1.1900000000000048,False,0.0015475886503779107,0.00327501800955327,0.012508849691708707,-0.00088613209165791,-0.004901112558857796,0.005777152117213295,0.00481198623048639,1.0,0.006106012828344201,0.0060388783482370955,0.8,-0.0003943138888266867,0.012502900165454498,0.5,-0.0033498297212776534,0.015905887400303513,0.4,0.011013445436542257,0.023755705854932918,0.04326370509400346,0.012734469110307949,-0.0006868131868131721,0.9705882352941176,
2017-10-20,57.01,57.73,0.012550278029351623,0.7199999999999989,False,-0.02065866369390168,0.0015475886503779107,0.00327501800955327,0.014084739881739023,-0.028155910379601794,-0.005278685677990167,0.010898128153500386,0.6666666666666666,0.0021515065078954467,0.012422620304024724,0.8,-0.001970069002331075,0.013887864207523479,0.5,-0.00463294212699647,0.01621239300130725,0.35,-0.011752877548190321,0.00202126724668239,0.02129238643634035,0.01975945017182128,-0.015201243738124072,0.7714285714285715,
2017-10-23,57.73,57.23,-0.008698732651831277,-0.5,False,0.012550278029351623,-0.02065866369390168,0.0015475886503779107,0.012508849691708707,-0.013535380285737015,-0.002186932338057382,0.013812275647756394,0.6666666666666666,0.0018446141374179666,0.012139760721327122,0.8,0.002100549838564267,0.011349760060338322,0.6,-0.004289822877788865,0.016497306653637557,0.35,-0.0011073813890715156,0.013509361750686733,0.033209378169308135,0.023329240484125564,0.011919368974583695,0.8611111111111112,
2017-10-24,57.23,58.36,0.01955248723357398,1.1300000000000026,False,-0.008698732651831277,0.012550278029351623,-0.02065866369390168,0.00327501800955327,0.013889112160667093,-0.005602372772127111,0.013733148121075274,0.3333333333333333,-0.0023969023312900304,0.011352117720009354,0.6,0.0025842146019548406,0.010760917292193934,0.6,-0.006552003039284096,0.013588303151209201,0.3,-0.007388649923685264,0.005870359955005622,0.02358957997979405,0.011259310583751925,-0.009861591695501735,0.7837837837837838,
2017-10-25,58.36,58.24,-0.0020583197661543586,-0.11999999999999744,False,0.01955248723357398,-0.008698732651831277,0.012550278029351623,0.0015475886503779107,-0.0017699119664583583,0.007801344203698109,0.012012414012559577,0.6666666666666666,0.000858591513514112,0.014428906436000288,0.6,0.0031505521092455293,0.011466854822752047,0.6,-0.005153955780135064,0.014716906800308582,0.35,0.011333310227706006,0.02543377992532392,0.04259850404547083,0.024637427922418253,0.0179661608233037,0.9736842105263158,
2017-10-26,58.24,59.22,0.016686918785014736,0.9799999999999969,False,-0.0020583197661543586,0.01955248723357398,-0.008698732651831277,-0.02065866369390168,-0.00088613209165791,0.002931811605196115,0.012061202664767214,0.3333333333333333,0.00013740983020765798,0.014466511977331785,0.4,0.0031217113292759295,0.01147954989034355,0.6,-0.004641346006315493,0.014637038906088735,0.35,0.009113906504487623,0.022498836872459904,0.03937656442335413,0.01370801919122694,0.00017173278378851308,0.9487179487179487,
2017-10-27,59.22,60.21,0.016579128802911264,0.990000000000002,False,0.016686918785014736,-0.0020583197661543586,0.01955248723357398,0.012550278029351623,0.014084739881739023,0.011393695417478119,0.009583680747633922,0.6666666666666666,0.007606526325990941,0.011035133985943154,0.6,0.004879016416943193,0.012061805377172866,0.7,-0.0037633662393544995,0.01534622624444374,0.4,0.01829561868078944,0.03792765002804255,0.05536571130704404,0.02455357142857142,0.018225584594222875,1.0,1.0
2017-10-30,60.21,60.53,0.00530065842723946,0.3200000000000003,False,0.016579128802911264,0.016686918785014736,-0.0020583197661543586,-0.008698732651831277,0.012508849691708707,0.010402575940590547,0.008811293738940601,0.6666666666666666,0.00841229648070287,0.011503838464024266,0.6,0.005128455309060418,0.012273534850616372,0.7,-0.0022841370132806087,0.015803119475993496,0.45,0.02656345904657975,0.051886792452830344,0.0711012955908259,0.02904424181019924,0.017920540997464113,1.0,1.0
2017-10-31,60.53,61.18,0.010681228819161493,0.6499999999999986,False,0.00530065842723946,0.016579128802911264,0.016686918785014736,0.01955248723357398,0.00327501800955327,0.01285556867172182,0.005342309505054837,1.0,0.011212174696517016,0.008238809141085832,0.8,0.004407636182613493,0.01202813455126319,0.7,-0.0009603032784093956,0.015264905843659703,0.5,0.020535473428648476,0.053373475105720214,0.07482866649473419,0.01195814648729445,0.00132340777502065,1.0,1.0
2017-11-01,61.18,60.44,-0.012169201318218617,-0.740000000000002,False,0.010681228819161493,0.00530065842723946,0.016579128802911264,-0.0020583197661543586,0.0015475886503779107,0.010853672016437407,0.004606030539480586,1.0,0.00943792301363452,0.007132616987530337,0.8,0.005148257263574316,0.012162853911071534,0.7,0.0009456470372567303,0.014181260002082235,0.55,0.0217783419066071,0.05965082444228886,0.0841929567887243,0.015033867503717109,0.010237780713342097,1.0,1.0
2017-11-02,60.44,60.7,0.00429256066091374,0.2600000000000051,False,-0.012169201318218617,0.010681228819161493,0.00530065842723946,0.016686918785014736,-0.02065866369390168,0.0012708953093941114,0.009754136984045364,0.6666666666666666,0.007415746703221667,0.010664233344618534,0.8,0.0037765782667146626,0.013219170462576228,0.6,0.0016911321889439873,0.013033939369057767,0.55,0.002055839246634328,0.04259026064756499,0.06935168021102656,0.027133050016345157,-0.010478061558611666,0.9545454545454546,0.9545454545454546
2017-11-03,60.7,62.09,0.022641247311348835,1.3900000000000006,False,0.00429256066091374,-0.012169201318218617,0.010681228819161493,0.016579128802911264,0.012550278029351623,0.0009348627206188717,0.009626045950424216,0.6666666666666666,0.004936875078401468,0.009609422467196696,0.8,0.006271700702196205,0.010432609959465093,0.7,0.0021508158499325644,0.012955221085419069,0.6,0.0014518577179436498,0.043735437999191884,0.0721897950612147,0.012739907346128444,0.0031399768633284552,0.9777777777777777,0.9777777777777777
2017-11-06,62.09,64.11,0.03201541262236437,2.019999999999996,False,0.022641247311348835,0.00429256066091374,-0.012169201318218617,0.00530065842723946,-0.008698732651831277,0.004921535551347986,0.014218263853404332,0.6666666666666666,0.006149298780088982,0.01124506886577535,0.8,0.007280797630395926,0.011431326530610662,0.7,0.004690673734480096,0.01168139039817355,0.65,0.01806912835311869,0.061784975289430166,0.09444069771006425,0.026029654036243792,0.01954022988505755,1.0,1.0
2017-11-07,64.11,63.54,-0.00893072915779581,-0.5700000000000003,False,0.03201541262236437,0.022641247311348835,0.00429256066091374,0.010681228819161493,0.01955248723357398,0.01964974019820898,0.011513787859926941,1.0,0.011492249619113964,0.015217476173742,0.8,0.011352212157815492,0.012237008992044971,0.8,0.006968213379885164,0.012328435030664211,0.7,0.038992609879424434,0.08856589805413129,0.12692844239824375,0.036237719439523385,0.02954873936084786,1.0,1.0
2017-11-08,63.54,63.49,-0.0007872156590115347,-0.04999999999999716,False,-0.00893072915779581,0.03201541262236437,0.022641247311348835,-0.012169201318218617,-0.0020583197661543586,0.015241976925305796,0.017515869630225327,0.6666666666666666,0.007569858023722504,0.017305331165500364,0.6,0.008503890518678512,0.013268261853794419,0.7,0.005827221313962019,0.012685910456287383,0.65,0.021937725167266997,0.07252272401191706,0.11419521942915178,0.01715800967087809,-0.008581682009673961,0.9791666666666666,0.9791666666666666
2017-11-09,63.49,63.81,0.005027504697896984,0.3200000000000003,False,-0.0007872156590115347,-0.00893072915779581,0.03201541262236437,0.00429256066091374,0.016686918785014736,0.007432489268519009,0.017697820835571768,0.3333333333333333,0.00984625515556392,0.015176776542223219,0.6,0.008631000929392795,0.013172207573324688,0.7,0.00587635612933436,0.012658263190276473,0.65,0.0112126907272323,0.06534889379231656,0.11074970901378878,0.026125275417060067,-0.004078431372548989,0.9591836734693877,0.9591836734693877
2017-11-10,63.81,63.6,-0.0032964475341790483,-0.21000000000000085,False,0.005027504697896984,-0.0007872156590115347,-0.00893072915779581,0.022641247311348835,0.016579128802911264,-0.0015634800396367868,0.005724800601128563,0.3333333333333333,0.009993243962960568,0.015125749805869082,0.6,0.00746505952068102,0.012921159787170464,0.7,0.006172037968812106,0.012565574572409774,0.7,0.006339894019682157,0.06410299169529399,0.11375640135026166,0.014490470940305474,0.004091266719118885,0.98,0.98
2017-11-13,63.6,63.13,-0.007417377966542231,-0.46999999999999886,False,-0.0032964475341790483,0.005027504697896984,-0.0007872156590115347,0.03201541262236437,0.00530065842723946,0.0003146138349021336,0.003486408502142246,0.3333333333333333,0.0048057049938549905,0.014325031550102096,0.4,0.005477501886971988,0.012894974308595075,0.6,0.0053029785980162015,0.012589299760220926,0.65,-0.0017265735363365398,0.05497130345353818,0.10769987330230224,0.013790941858642885,-0.0036033213222622104,0.9607843137254902,0.9607843137254902
2017-11-14,63.13,61.52,-0.025833767182145664,-1.6099999999999994,False,-0.007417377966542231,-0.0032964475341790483,0.005027504697896984,-0.00893072915779581,0.010681228819161493,-0.0018954402676080986,0.005176285164327378,0.3333333333333333,-0.0030808531239263286,0.004981550314092628,0.2,0.0042056982475938195,0.013464306265267553,0.5,0.0043066672151036555,0.012766831115296667,0.6,-0.006045911137701809,0.04266968363158896,0.09741388532306372,0.016823899371069186,-0.009880803011292275,0.9038461538461539,0.9038461538461539
2017-11-15,61.52,61.79,0.004379213875499616,0.269999999999996,False,-0.025833767182145664,-0.007417377966542231,-0.0032964475341790483,-0.0007872156590115347,-0.012169201318218617,-0.012182530894288982,0.00979839123010391,0.0,-0.006461460728796299,0.01049200388198301,0.2,0.0005541986474631028,0.01593730819766277,0.4,0.0028512279555187084,0.014361154116809164,0.55,-0.025194105530026878,0.013225291104632886,0.06802756741175542,0.03025502930460948,-0.025194105530026878,0.8679245283018868,0.8679245283018868
2017-11-16,61.79,61.29,-0.008124841575247807,-0.5,False,0.004379213875499616,-0.025833767182145664,-0.007417377966542231,0.005027504697896984,0.00429256066091374,-0.009623977091062759,0.012432695225886178,0.3333333333333333,-0.005428174821894069,0.011228494976932294,0.4,0.0022090401668349267,0.015379657851000853,0.5,0.0029928092167747938,0.014361562087387762,0.55,-0.015612553767723525,0.01467243601849022,0.07127239803895757,0.012516254876462988,0.007336159113139806,0.8703703703703703,0.8703703703703703
2017-11-17,61.29,62.45,0.018749539073946397,1.1600000000000037,False,-0.008124841575247807,0.004379213875499616,-0.025833767182145664,-0.0032964475341790483,0.022641247311348835,-0.009859798293964618,0.012395257485809476,0.3333333333333333,-0.008058644076523028,0.009937297742296874,0.2,0.0009672999432187718,0.015660037108893337,0.4,0.003619500322707488,0.013567321889823477,0.55,-0.015674686024475637,0.0029373021002936373,0.0613956095164927,0.012947078815342242,-0.007931369375202363,0.8363636363636363,0.8363636363636363
2017-11-20,62.45,60.62,-0.02974136494192972,-1.8300000000000054,False,0.018749539073946397,-0.008124841575247807,0.004379213875499616,-0.007417377966542231,0.03201541262236437,0.005001303791399402,0.010980234688355383,0.6666666666666666,-0.0036494467548979386,0.014782046508595239,0.4,0.0005781291194785279,0.015156850323218757,0.4,0.0039294633749372265,0.013835971605809282,0.55,0.006673544393577924,0.017987986274685452,0.07991267319456163,0.027736988089411045,0.01842791911285066,0.8928571428571429,0.8928571428571429
2017-11-21,60.62,62.5,0.03054168511269876,1.8800000000000026,False,-0.02974136494192972,0.018749539073946397,-0.008124841575247807,-0.025833767182145664,-0.00893072915779581,-0.006372222481077044,0.019835081687692758,0.3333333333333333,-0.008114244149975438,0.018217921424130614,0.4,-0.005597548636950881,0.013589996636463701,0.3,0.0028773317604323043,0.015460911893390758,0.55,-0.014853576884324204,-0.014565316340464318,0.0473805936896603,0.01617293835068051,-0.005414273995078021,0.7719298245614035,0.7719298245614035
2017-11-22,62.5,62.92,0.00669752144772132,0.4200000000000017,False,0.03054168511269876,-0.02974136494192972,0.018749539073946397,0.004379213875499616,-0.0007872156590115347,0.0065166197482384785,0.02608632805889156,0.6666666666666666,0.0031608463089934473,0.020995829831004967,0.6,-0.001650307209901424,0.01728006672609822,0.4,0.0034267916543885427,0.016220378300687253,0.55,0.012473675684432362,0.012588500234920641,0.07837800049382282,0.011382382052127974,0.008715300193673324,0.896551724137931,0.896551724137931
2017-11-23,62.92,63.12,0.003173598347541751,0.19999999999999574,False,0.00669752144772132,0.03054168511269876,-0.02974136494192972,-0.008124841575247807,0.005027504697896984,0.0024992805394967858,0.02478884764048581,0.6666666666666666,0.003624507823437788,0.02104316085084409,0.6,-0.0009018334992281389,0.017462377409448546,0.5,0.003864583715082327,0.016184547310112218,0.6,0.015559429272386849,0.0155430379133914,0.08405145351808319,0.011519999999999982,0.007042253521126838,0.8983050847457628,0.8983050847457628
2017-11-24,63.12,63.34,0.0034793645728749554,0.22000000000000597,False,0.003173598347541751,0.00669752144772132,0.03054168511269876,0.018749539073946397,-0.0032964475341790483,0.013470934969320612,0.012156271120899662,1.0,0.0058841958079957,0.020251904859038668,0.8,-0.0010872241342636617,0.017408201068193057,0.5,0.0031889176932086774,0.015914971136221794,0.6,0.012804467122364382,0.015574720041189316,0.08591368775393748,0.010966306420851953,0.0038167938931296893,0.9,0.9
