day_index,step_index,time_axis,trade_date,actual_price,simulated_price,effective_supply,effective_demand,gross_shortage,supply_gap,spr_release,route_supply,inventory_buffer,total_buffer_supply,buffer_coverage_ratio,buffer_coverage_momentum,inventory_remaining,demand_decline,demand_elasticity,fear_factor,shortage_pressure,blockade_risk_premium,uncertainty_premium,panic_premium,buffer_confirmation_discount,expectation_relief_discount,candidate_id,pre_close_filled,target_close_price,ridge_predicted_return,ridge_price,naive_price,ridge_return_correction,mechanism_plus_full_ridge,enhanced_phase,phase_ridge_correction,enhanced_short_term_price,enhanced_model_note,hybrid_base_column,hybrid_shrinkage,hybrid_max_abs_correction,hybrid_feedback_coefficient,hybrid_predicted_error,hybrid_short_term_price,hybrid_error
31,23,calendar,2026-04-02,109.24,103.7409699142556,9348.76194975271,9145.285584002082,618.2450530987808,0.0,700.0,121.72141884940916,0.0,821.7214188494091,1.3291192784006276,0.0451011440899034,52978.84140653793,430.0,-0.1242347043164344,1.0041650703498284,0.0,18.915029244339188,17.790961770386147,0.1372161601399193,4.3097672450578175,2.0973834457423015,36003,100.24,109.24,-0.0031627004669163,99.92347171112388,100.24,-0.316528288876114,103.42444162537949,中期再定价回落,-0.316528288876114,103.42444162537949,机制主模型+历史价格滞后特征阶段Ridge修正,enhanced_short_term_price,0.0,1.0,0.10872976169058464,0.0,103.42444162537949,-5.815558374620508
35,24,calendar,2026-04-06,109.7,102.4642123415239,9402.860358130223,9114.283806294226,587.2432753909252,0.0,700.0,175.8198272269243,0.0,875.8198272269243,1.4914088656764866,0.1622895872758589,52978.84140653793,430.0,-0.1338133758411356,1.002577276358178,0.0,18.7126418308598,18.56214080271537,0.0849070809819938,3.1055829658861493,6.551554807198891,36003,109.24,109.7,0.0147853487910456,110.86715085636388,109.24,1.6271508563638974,104.0913631978878,中期再定价回落,1.6271508563638974,104.0913631978878,机制主模型+历史价格滞后特征阶段Ridge修正,enhanced_short_term_price,0.0,1.0,0.04004551045596555,-0.0,104.0913631978878,-5.608636802112201
36,25,calendar,2026-04-07,103.42,101.61214623600311,9416.384960224605,9122.419369653426,595.3788387501245,0.0,700.0,189.3444293213031,0.0,889.3444293213031,1.4937454464930244,0.0023365808165378,52978.84140653793,430.0,-0.1362080437223109,1.002285839073136,0.0,18.65477183946956,18.72961162403044,0.075305825344929,2.858726215336676,7.238611870446996,36003,109.24,103.42,0.0047945374036382,109.76501285713265,109.24,0.5250128571326371,102.13715909313576,中期再定价回落,0.5250128571326371,102.13715909313576,机制主模型+历史价格滞后特征阶段Ridge修正,enhanced_short_term_price,0.0,1.0,0.15052661019095567,-0.0,102.13715909313576,-1.2828409068642372
37,26,calendar,2026-04-08,96.7,100.82430395283995,9416.384960224605,9125.7858573235,598.7453264201995,0.0,700.0,189.3444293213031,0.0,889.3444293213031,1.4853467577585084,-0.0083986887345159,52978.84140653793,430.0,-0.1386027116034862,1.0020273573890108,0.0,18.594834032377968,18.888032233219025,0.0667902755022704,2.631068145969691,8.265766779021634,36003,103.42,96.7,-0.0070967031883884,102.6886570874412,103.42,-0.7313429125588158,100.09296104028114,中期再定价回落,-0.7313429125588158,100.09296104028114,机制主模型+历史价格滞后特征阶段Ridge修正,enhanced_short_term_price,0.0,1.0,0.15835002587043231,-0.0,100.09296104028114,3.3929610402811363
38,27,calendar,2026-04-09,96.41,100.05687519116827,9416.384960224605,9128.771803486,601.7312725826996,0.0,700.0,189.3444293213031,0.0,889.3444293213031,1.4779760830846216,-0.0073706746738868,52978.84140653793,430.0,-0.1409973794846615,1.0017981047008433,0.0,18.533150645157487,19.03789170855094,0.0592376603169329,2.4212935330475287,9.298806150251812,36003,96.7,96.41,-0.0077618843321209,95.95233119818344,96.7,-0.7476688018165589,99.30920638935171,中期再定价回落,-0.7476688018165589,99.30920638935171,机制主模型+历史价格滞后特征阶段Ridge修正,enhanced_short_term_price,0.0,1.0,0.1437546302463106,0.0,99.30920638935171,2.8992063893517184
39,28,calendar,2026-04-10,94.26,99.28932203883262,9416.384960224605,9131.919095583193,604.8785646798915,0.0,700.0,189.3444293213031,0.0,889.3444293213031,1.4702859073737455,-0.007690175710876,52978.84140653793,430.0,-0.1433920473658368,1.001594775806535,0.0,18.469999742667603,19.17965269824657,0.0525390915583968,2.2280770126355245,10.331783395557382,36003,96.41,94.26,-0.005943231146776,95.83871241381118,96.41,-0.5712875861888165,98.7180344526438,中期再定价回落,-0.5712875861888165,98.7180344526438,机制主模型+历史价格滞后特征阶段Ridge修正,enhanced_short_term_price,0.0,1.0,0.16873116692369716,0.0,98.7180344526438,4.458034452643801
42,29,calendar,2026-04-13,98.0,97.7146204551551,9416.384960224605,9121.552105269038,594.511574365737,0.0,700.0,189.3444293213031,0.0,889.3444293213031,1.495924499485334,0.0256385921115884,52978.84140653793,430.0,-0.1505760510093627,1.0011126373256105,0.0,18.273981080802155,19.56060424302066,0.0366552803735718,1.7358215232143777,13.552755347649851,36003,94.26,98.0,-0.0058035757579463,93.7145392913222,94.26,-0.5454607086777941,97.1691597464773,中期再定价回落,-0.5454607086777941,97.1691597464773,机制主模型+历史价格滞后特征阶段Ridge修正,enhanced_short_term_price,0.0,1.0,0.202977604404452,0.0,97.1691597464773,-0.8308402535226946
43,30,calendar,2026-04-14,95.34,96.5210057060935,9416.384960224605,9137.9551902862,610.9146593828973,0.0,700.0,189.3444293213031,0.0,889.3444293213031,1.455758861998263,-0.0401656374870709,52978.84140653793,430.0,-0.1529707188905381,1.0009868207827382,0.0,18.207051993890296,19.674117569744453,0.0325103172769181,1.596986964953567,14.46385070014611,36003,98.0,95.34,0.0025164926799427,98.24692684712583,98.0,0.2469268471258487,96.76793255321935,中期再定价回落,0.2469268471258487,96.76793255321935,机制主模型+历史价格滞后特征阶段Ridge修正,enhanced_short_term_price,0.0,1.0,0.18123369872601197,-0.0,96.76793255321935,1.4279325532193496
44,31,calendar,2026-04-15,94.87,95.47411909801804,9416.384960224605,9149.61737242219,622.5768415188886,0.0,700.0,189.3444293213031,0.0,889.3444293213031,1.4284894169072957,-0.0272694450909674,52978.84140653793,430.0,-0.1553653867717133,1.0008752315195877,0.0,18.139567746067367,19.781496576005935,0.0288340647970576,1.4692423068100855,15.49544511822806,36003,95.34,94.87,0.0013159357542786,95.46554390054976,95.34,0.1255439005497578,95.5996629985678,中期再定价回落,0.1255439005497578,95.5996629985678,机制主模型+历史价格滞后特征阶段Ridge修正,enhanced_short_term_price,0.0,1.0,0.1775554843254506,0.0,95.5996629985678,0.7296629985677896
45,32,calendar,2026-04-16,98.21,94.50082903946029,9416.384960224605,9159.762672055083,632.7221411517821,0.0,700.0,189.3444293213031,0.0,889.3444293213031,1.405584491957838,-0.0229049249494577,52978.84140653793,430.0,-0.1577600546528887,1.000776260721581,0.0,18.07164287129451,19.883072763740778,0.0255735213421371,1.3516948796331882,16.526792137754533,36003,94.87,98.21,-8.413682850522098e-05,94.86201827486296,94.87,-0.007981725137057,94.49284731432324,中期再定价回落,-0.007981725137057,94.49284731432324,机制主模型+历史价格滞后特征阶段Ridge修正,enhanced_short_term_price,0.0,1.0,0.1794514278106042,0.0,94.49284731432324,-3.7171526856767514
46,33,calendar,2026-04-17,92.42,93.56150762834372,9416.384960224605,9169.4071615431,642.366630639799,0.0,700.0,189.3444293213031,0.0,889.3444293213031,1.384481053188447,-0.0211034387693909,52978.84140653793,430.0,-0.160154722534064,1.0006884814981911,0.0,18.0033761056517,19.979159720344008,0.0226816787171638,1.2435284945646148,17.55775322192811,36003,98.21,92.42,0.0046830965135303,98.67100553275458,98.21,0.4610055327545836,94.0225131610983,中期再定价回落,0.4610055327545836,94.0225131610983,机制主模型+历史价格滞后特征阶段Ridge修正,enhanced_short_term_price,0.0,1.0,0.17163299963791026,-0.0,94.0225131610983,1.602513161098301
49,34,calendar,2026-04-20,93.8,97.35308363286718,9416.384960224605,9167.849601313736,640.8090704104343,0.0,700.0,189.3444293213031,0.0,889.3444293213031,1.3878461937994782,0.0033651406110311,52978.84140653793,430.0,-0.1673387261775899,1.000480337242226,0.0,17.79731815780691,20.237372326147863,0.0158244702765143,0.9685040886172624,8.303622425796155,36003,92.42,93.8,-0.003558751346783,92.09168474321284,92.42,-0.3283152567871497,97.02476837608005,未启用,0.0,97.35308363286718,机制主模型+历史价格滞后特征阶段Ridge修正,enhanced_short_term_price,0.0,1.0,0.14930184967121024,0.0,97.35308363286718,3.5530836328671853
50,35,calendar,2026-04-21,99.06,100.19098192658464,9416.384960224605,9097.75362586386,570.7130949605598,0.0,700.0,189.3444293213031,0.0,889.3444293213031,1.5,0.1121538062005218,52978.84140653793,430.0,-0.1697333940587652,1.000426020916647,0.0,17.728424859230337,20.31431274623251,0.0140350460884637,0.8913489263258876,6.715597682288451,36003,93.8,99.06,-0.0008592416754491,93.71943774702204,93.8,-0.0805622529779555,100.11041967360669,未启用,0.0,100.19098192658464,机制主模型+历史价格滞后特征阶段Ridge修正,enhanced_short_term_price,0.0,1.0,0.1634437208055513,0.0,100.19098192658464,1.1309819265846386
51,36,calendar,2026-04-22,101.55,102.5423027754364,9416.384960224605,9044.278255414763,517.237724511464,0.0,700.0,189.3444293213031,0.0,889.3444293213031,1.5,0.0,52978.84140653793,430.0,-0.1721280619399405,1.000377846657443,0.0,17.65951241367376,20.38709526515325,0.0124479692061257,0.82008338318771,5.0325652615946295,36003,99.06,101.55,0.0140588308683297,100.46250346490996,99.06,1.4025034649099553,103.94480624034637,未启用,0.0,102.5423027754364,机制主模型+历史价格滞后特征阶段Ridge修正,enhanced_short_term_price,0.0,1.0,0.16848084579540035,0.0,102.5423027754364,0.9923027754364
52,37,calendar,2026-04-23,106.01,104.36533608367208,9416.384960224605,8998.912919675964,471.8723887726628,0.0,700.0,189.3444293213031,0.0,889.3444293213031,1.5,0.0,52978.84140653793,430.0,-0.1745227298211158,1.0003351199224313,0.0,17.59062107606838,20.455944578097206,0.0110403582845387,0.7545149702631612,3.919365766587847,36003,101.55,106.01,0.0064631510231793,102.20845855282832,101.55,0.6584585528283355,105.0237946365004,未启用,0.0,104.36533608367208,机制主模型+历史价格滞后特征阶段Ridge修正,enhanced_short_term_price,0.0,1.0,0.17080938209075502,0.0,104.36533608367208,-1.6446639163279286
53,38,calendar,2026-04-24,105.88,105.78306575284508,9416.384960224605,8961.981333551463,434.9408026481615,0.0,700.0,189.3444293213031,0.0,889.3444293213031,1.5,0.0,52978.84140653793,430.0,-0.1769173977022911,1.0002972247079551,0.0,17.52178545296036,20.52107323760427,0.009791919391237,0.6941884932125768,3.052405128161873,36003,106.01,105.88,0.0115283872447152,107.23919604210248,106.01,1.2291960421024868,107.01226179494756,未启用,0.0,105.78306575284508,机制主模型+历史价格滞后特征阶段Ridge修正,enhanced_short_term_price,0.0,1.0,0.1661982357333143,-0.0,105.78306575284508,-0.09693424715491972
56,39,calendar,2026-04-27,101.97,107.34130703573098,9416.384960224605,8914.846560732456,387.8060298291548,0.0,700.0,189.3444293213031,0.0,889.3444293213031,1.5,0.0,52978.84140653793,430.0,-0.184101401345817,1.000207366642264,0.0,17.315889700031565,20.696092214979867,0.0068315903460619,0.5406360466644379,1.4418540879588189,36003,105.88,101.97,0.0019320496202866,106.08476315638995,105.88,0.2047631563899727,107.54607019212096,未启用,0.0,107.34130703573098,机制主模型+历史价格滞后特征阶段Ridge修正,enhanced_short_term_price,0.0,1.0,0.16546019335328777,-0.0,107.34130703573098,5.371307035730979
57,40,calendar,2026-04-28,104.48,108.35384005738588,9416.384960224605,8881.186193131138,354.1456622278365,0.0,700.0,189.3444293213031,0.0,889.3444293213031,1.5,0.0,52978.84140653793,430.0,-0.1864960692269923,1.0001839177129173,0.0,17.24753493949511,20.748243168649005,0.0060590770932019,0.4974094034442936,1.1229170927770342,36003,101.97,104.48,-0.0048199301858594,101.47969428781946,101.97,-0.4903057121805432,107.86353434520534,未启用,0.0,108.35384005738588,机制主模型+历史价格滞后特征阶段Ridge修正,enhanced_short_term_price,0.0,1.0,0.16413178220424537,0.0,108.35384005738588,3.873840057385877
58,41,calendar,2026-04-29,112.49,109.0316185347268,9416.384960224605,8856.174436575919,329.1339056726174,0.0,700.0,189.3444293213031,0.0,889.3444293213031,1.5,0.0,52978.84140653793,430.0,-0.1888907371081676,1.0001631203782606,0.0,17.179347820986976,20.79757585708484,0.0053739193016056,0.4576388939694572,0.8745287111790199,36003,104.48,112.49,0.0023182972375848,104.7224966764622,104.48,0.2424966764622098,109.274115211189,未启用,0.0,109.0316185347268,机制主模型+历史价格滞后特征阶段Ridge修正,enhanced_short_term_price,0.0,1.0,0.20222070817466628,0.0,109.0316185347268,-3.4583814652731917
