sample_id,RMSE,MAE,峰值误差,末日误差,高价平台RMSE,低价回落RMSE,前期RMSE,中期RMSE,后期RMSE,模拟峰值,实际峰值,模拟末日价格,实际末日价格,综合得分,平台解释得分,assumption_base_supply,assumption_base_demand,assumption_base_elasticity,assumption_long_elasticity,assumption_supply_interruption,assumption_spr_max_release,assumption_spr_delay_days,assumption_spr_ramp_days,assumption_route_start_day,assumption_route_max_capacity,assumption_route_ramp_days,assumption_commercial_inventory,assumption_inventory_daily_cap,assumption_observed_demand_decline,assumption_demand_decline_ramp_days,assumption_fear_initial,assumption_fear_decay,behavior_pressure_scale,behavior_risk_weight,behavior_uncertainty_floor,behavior_inventory_response,behavior_adjustment_speed,behavior_buffer_relief_strength,behavior_buffer_relief_decay_days,behavior_relief_discount_strength,behavior_relief_start_day,behavior_relief_peak_day,behavior_relief_decay_days
10,5.08370112873922,4.080761869108743,-2.7959275882189587,0.9540724117810413,1.6536917529157389,5.874775238096046,3.4476320060196977,4.7435365190903775,5.948433234303847,111.26407241178104,114.06,111.26407241178104,110.31,9.240576260310823,3.153691752915739,10000.0,10000.0,-0.05,-0.23152382188561105,1400.0,629.8066576460786,4,7,10,286.2366122143462,22,58000.0,291.18088705713916,430.0,21,0.13898169001774333,0.12,0.03146582533967518,2.7370913406084934,0.23272992460052877,0.5884861896115152,0.38708236530255635,0.21212206621144394,11,0.24,26,40,4
11,4.0228042397569155,3.4426872506484325,-3.4949919018104794,0.25500809818952064,2.797226611945104,4.590718030394956,3.2341767354878517,4.343194696580392,4.170589935608344,110.56500809818952,114.06,110.56500809818952,110.31,7.69145864218694,4.297226611945104,10000.0,10000.0,-0.05,-0.23078651572291378,1400.0,688.0210423509614,4,7,9,248.2081333268743,29,58000.0,263.8368482533662,430.0,21,0.14620244911804875,0.11496624072505553,0.03296428231558023,2.3147655348006886,0.2803562603011126,0.652323746574452,0.3941363338602501,0.19643271417615576,12,0.2101283971834099,29,48,4
12,6.797655797297608,5.437798939390023,-0.5971005722248464,3.1528994277751536,2.0241311698073368,8.351108430013419,4.127996608580503,7.8958869915835415,7.122397149280191,113.46289942777516,114.06,113.46289942777516,110.31,12.23701748045,3.5241311698073368,10000.0,10000.0,-0.05,-0.25,1703.1508252567273,579.5322943137669,3,7,10,291.66622822080666,27,58000.0,258.44085313904594,430.0,21,0.13775757250086101,0.10160742947123756,0.025920485300169785,2.653380277715901,0.21159977707930028,0.7310592598032746,0.3293527701912874,0.20960281901110697,11,0.24,27,40,4
13,4.232745964210509,3.6043664282344707,-4.820714248583826,-1.0707142485838261,4.680812899911689,3.7876673738769755,3.191466333409352,4.572281693265288,4.469056025822525,109.23928575141618,114.06,109.23928575141618,110.31,8.584549286206851,7.03738429877875,10000.0,10000.0,-0.05,-0.24097181383069588,1400.0,663.1597943648245,4,7,10,218.2857347667194,24,58000.0,286.6079096011757,430.0,21,0.12046420001416294,0.12,0.033276136745936616,2.4920370622209616,0.25115422350981675,0.6794031727708654,0.39193407737800023,0.22,12,0.24,27,50,4
14,4.101467551505776,3.413491166625878,-2.6598439040744637,1.0901560959255363,1.768319437134528,4.295186260080251,3.164749652376546,4.38919332437956,4.331124141832411,111.40015609592554,114.06,111.40015609592554,110.31,7.630432301427244,3.268319437134528,10000.0,10000.0,-0.05,-0.22225350252810364,1407.6577735763356,667.3125522288108,4,7,10,251.68207663283226,28,58000.0,253.11938852027043,430.0,21,0.11206416876033251,0.1121316013805526,0.030559438072108574,2.343358226508575,0.28148902679413,0.74768591918705,0.3697350895882228,0.21343233099345793,12,0.24,30,43,4
15,5.549402167837527,4.484710939891424,-3.340467487984526,0.409532512015474,4.315982657319394,6.8975475519026235,3.500390976126221,5.2039085235952065,6.556350471427475,110.71953251201548,114.06,110.71953251201548,110.31,10.4334937762022,5.815982657319394,10000.0,10000.0,-0.05,-0.25,1400.0,700.0,4,7,9,290.90698441735884,25,58000.0,290.1402669566192,430.0,21,0.13047602853372017,0.09483595895842317,0.03278987691909439,2.7537432953571033,0.2664468659965503,0.75,0.3673984752576817,0.22,12,0.22919962355224213,27,52,5
16,5.559336680687299,4.514145339018736,-1.0526552598085033,2.6973447401914967,1.7550102982927638,6.698228885955038,4.059905225379983,4.624055563214457,6.6940937947508345,113.0073447401915,114.06,113.0073447401915,110.31,10.160148839599177,3.2550102982927642,10000.0,10000.0,-0.05,-0.21780305548407436,1509.3234397141632,641.4168116224716,4,7,10,262.83086991899586,28,58000.0,271.4825260390866,430.0,21,0.11848120666536578,0.11298213305164745,0.031303173553596624,2.7029860490271025,0.2396023741530775,0.7266479818247384,0.39251005189508914,0.22,12,0.24,28,41,4
17,4.773866589086515,3.771873125524678,-4.035031347353524,-0.28503134735352376,2.65420784854023,5.403045954858549,3.1780018097899996,6.1947884916735525,4.364240995227609,110.02496865264648,114.06,110.02496865264648,110.31,8.93310835986777,4.382232926423049,10000.0,10000.0,-0.05,-0.24287080603341238,1700.1992942361014,700.0,4,7,11,245.97840411643054,22,58000.0,266.0136100110529,430.0,21,0.12569602558284917,0.1093205111201782,0.031521138560079424,2.070317429109802,0.24597028468272933,0.5830130958238179,0.3383756814703605,0.19983960349238547,12,0.2187777656380613,27,41,4
18,4.556007182444006,3.4708692649918205,-4.7508240651578575,-1.0008240651578575,3.3604592782395204,4.691779000500234,3.2038696119067143,6.4049581178140365,3.569646122741849,109.30917593484214,114.06,109.30917593484214,110.31,8.900562753251034,5.6611185303658065,10000.0,10000.0,-0.05,-0.23121655753046164,1640.6386031720551,598.9890638925244,4,7,9,217.16918729720354,25,58000.0,305.84821329204703,430.0,21,0.1166764677947924,0.09410319219930526,0.02712781314601004,2.155122518613461,0.23425753192858015,0.7187761005484815,0.31969749300679307,0.19518701500806615,11,0.24,25,42,4
19,6.985571946256411,5.87233402998747,1.7341024309444322,5.484102430944432,3.879617915374743,8.216291208516028,4.603527104255403,6.529810191720644,8.207612417159687,115.79410243094443,114.06,115.79410243094443,110.31,13.577663855626371,6.766899860130289,10000.0,10000.0,-0.05,-0.2338685692911853,1671.1387608273762,681.3506796853704,4,7,10,287.22477340149925,28,58000.0,275.01811280903013,430.0,21,0.1478280940074569,0.1167622311817701,0.032029439649344287,2.4925633306227195,0.27598433676117345,0.6876989374417145,0.34726184806449395,0.21490582166059485,13,0.22378780078834953,26,42,4
20,5.100652986770029,4.204448946410935,-2.3374377375435955,1.4125622624564045,1.5508574116346356,6.091560922787152,3.7298956466177673,4.960294656098609,5.770490368990236,111.7225622624564,114.06,111.7225622624564,110.31,9.331901780483939,3.050857411634636,10000.0,10000.0,-0.05,-0.25,1681.6116953838118,649.9568380605476,4,7,11,270.32616430353136,25,58000.0,281.3606531247595,430.0,21,0.13547819916393747,0.10286526421540704,0.03234978629858145,2.229833833296384,0.2508564129991726,0.75,0.3668036007363272,0.22,13,0.2083961747049427,27,41,4
21,4.6956148980379675,3.900354020296821,-1.4962129800005357,2.2537870199994643,1.8158853869612865,6.111604922626994,3.284015794836733,4.2434031609326865,5.535692944519246,112.56378701999947,114.06,112.56378701999947,110.31,8.830490947860786,3.3158853869612868,10000.0,10000.0,-0.05,-0.21720410325638662,1454.9932458877383,637.8845046367743,4,7,11,242.82901719964332,24,58000.0,266.9784991400565,430.0,21,0.1486846816952207,0.11217577743245383,0.024918584853596677,2.547920202493168,0.277260020206841,0.6813469421259619,0.33252588737745453,0.22,13,0.2104135086349045,29,48,4
22,4.278348998403961,3.6030339046063093,-5.298519887824469,-1.5485198878244688,5.384830367494756,3.975925946436333,3.188837038728535,4.587950751170857,4.553652847733115,108.76148011217553,114.06,108.76148011217553,110.31,9.001446220787614,8.123646277754332,10000.0,10000.0,-0.05,-0.25,1564.5479302405388,657.0926332507701,4,7,9,222.23997974822305,24,58000.0,280.11933496724765,430.0,21,0.1354326700973975,0.10616449828515791,0.02807691621207866,2.237368958483787,0.25416706553026236,0.6993745635028538,0.305971463982574,0.19120203221133034,13,0.23389973729476757,25,50,4
23,6.566083442735004,5.083607632690433,-9.760034347116886,-6.0100343471168856,10.242199944671306,2.668461716510784,3.3080147897655707,6.55188879079467,7.751696426376143,104.29996565288312,114.06,104.29996565288312,110.31,14.615745786025174,16.550227422364813,10000.0,10000.0,-0.05,-0.21370203487454398,1400.0,700.0,3,7,11,238.80634500030823,28,58000.0,263.782077860601,430.0,21,0.14171448364034103,0.09326923490029906,0.027920229209491516,2.2943666215646368,0.2176295543959059,0.75,0.38144339096465857,0.22,13,0.24,27,52,4
