sample_id,样本类型,RMSE,MAE,峰值误差,末日误差,高价平台RMSE,低价回落RMSE,前期RMSE,中期RMSE,后期RMSE,模拟峰值,实际峰值,模拟末日价格,实际末日价格,综合得分,平台解释得分,assumption_base_supply,assumption_base_demand,assumption_base_elasticity,assumption_long_elasticity,assumption_supply_interruption,assumption_spr_max_release,assumption_spr_delay_days,assumption_spr_ramp_days,assumption_route_start_day,assumption_route_max_capacity,assumption_route_ramp_days,assumption_commercial_inventory,assumption_inventory_daily_cap,assumption_observed_demand_decline,assumption_demand_decline_ramp_days,assumption_fear_initial,assumption_fear_decay,behavior_pressure_scale,behavior_risk_weight,behavior_uncertainty_floor,behavior_inventory_response,behavior_adjustment_speed,behavior_buffer_relief_strength,behavior_buffer_relief_decay_days,behavior_relief_discount_strength,behavior_relief_start_day,behavior_relief_peak_day,behavior_relief_decay_days
84,局部扰动,3.363543281483422,2.749318373868758,-3.5631944721562405,0.18680552784375948,2.821161417603089,3.231269469351326,3.2074210730733697,4.155736916232883,2.8070687721048144,110.49680552784376,114.06,110.49680552784376,110.31,6.516537612694928,4.321161417603089,10000.0,10000.0,-0.05,-0.24889434081676887,1400.0,589.403804832917,4,7,7,267.1322763034356,17,58000.0,290.7081181635454,430.0,21,0.10959811091658946,0.11748667162935003,0.02322272578134767,2.1671348060367204,0.3,0.5302822002149672,0.45,0.2150459320735482,13,0.24,29,46,5
85,局部扰动,3.631157155580387,2.929153526726967,-5.007153370323692,-1.2571533703236923,4.068814730621985,2.6579837333462817,3.208481798056386,4.814819326569128,2.834575665513446,109.05284662967631,114.06,109.05284662967631,110.31,7.508655208569159,6.574537426880939,10000.0,10000.0,-0.05,-0.25,1400.0,594.3195583741701,4,7,8,263.9223263306331,17,58000.0,309.4038068808174,430.0,21,0.11865021091523655,0.11784352478577119,0.026109814454223165,2.0952525903904418,0.289343110811955,0.5397335799219143,0.44817834594410344,0.22,14,0.22988500100257883,29,46,5
86,局部扰动,3.505116129134943,2.8058459945625724,-4.288259445154196,-0.5382594451541962,3.4872895319821455,2.7928458318753386,3.200484784636445,4.621323845593248,2.7034509603533325,109.7717405548458,114.06,109.7717405548458,110.31,6.948376767480378,5.417897088105502,10000.0,10000.0,-0.05,-0.24244481658993955,1417.381500421811,621.7967189023022,4,7,8,271.27415016780975,18,58000.0,287.83009518217153,430.0,21,0.1128249998812043,0.11982029166593094,0.024537662467581368,2.0871753626359593,0.3,0.5340719749492359,0.45,0.22,15,0.24,29,46,5
87,局部扰动,3.4269297433564625,2.829524619588919,-3.1851066055393034,0.5648933944606966,2.412783395163688,3.3750949897904556,3.2277783306408234,4.184598296542335,2.931445444812942,110.8748933944607,114.06,110.8748933944607,110.31,6.5917543958446405,3.9127833951636886,10000.0,10000.0,-0.05,-0.24427379031067353,1417.734106967362,607.962944478077,4,7,7,262.63650794176755,17,58000.0,289.6167096307926,430.0,21,0.12169988618012888,0.11421634132392383,0.021364588464441774,2.186085668839464,0.3,0.5281793451856289,0.45,0.22,14,0.24,29,45,5
88,局部扰动,3.437438845236181,2.793451719883319,-4.063622201771082,-0.31362220177108213,3.151347997619869,3.001935266893679,3.2089232140803627,4.402196830631067,2.7512383380408427,109.99637779822892,114.06,109.99637779822892,110.31,6.750176689929734,4.9022457590367345,10000.0,10000.0,-0.05,-0.25,1406.3926867772936,611.1071270335046,4,7,7,254.25163353411767,16,58000.0,267.83178903951807,430.0,21,0.11588504391888974,0.11965673312841765,0.022040381548076773,2.205833123409963,0.2852358243824168,0.5390840308964067,0.45,0.22,14,0.236818287514071,29,47,4
89,局部扰动,3.3836547455016137,2.7545945638764553,-3.741577073173005,0.00842292682699508,2.9558520726965547,3.1377815474609427,3.195410331509573,4.227807195351029,2.795416516387996,110.318422926827,114.06,110.318422926827,110.31,6.536215457463527,4.455852072696555,10000.0,10000.0,-0.05,-0.25,1409.5348473335246,606.6303079433488,4,7,7,262.6976182024482,16,58000.0,293.2330877918722,430.0,21,0.11842614793839913,0.1172183007186428,0.023680465264033227,2.129681131205538,0.3,0.5379517857166882,0.45,0.22,13,0.23555795645280975,29,46,5
90,局部扰动,3.4290175100716387,2.7842883389243966,-4.298459716729454,-0.5484597167294538,3.478748070851953,3.0251878651333928,3.197515801720234,4.347322515453275,2.7930291356935055,109.76154028327055,114.06,109.76154028327055,110.31,6.900296251437347,5.417515844235517,10000.0,10000.0,-0.05,-0.24908825706279275,1407.7015702502638,591.0709990688484,4,7,7,273.4393339111979,16,58000.0,308.9506896430947,430.0,21,0.11804489989904038,0.11733799149855383,0.024498797599871402,2.199454975020863,0.28871593675220075,0.5918205981905007,0.44377924081901304,0.2182163718532672,15,0.23691960192394598,30,46,5
91,局部扰动,3.5352570675650594,2.900894115380217,-4.821043573233283,-1.0710435732332826,4.0909712414002914,2.9861209258983044,3.230710373911524,4.444795450275738,2.9561129521655465,109.23895642676672,114.06,109.23895642676672,110.31,7.371535158684044,6.447806099986918,10000.0,10000.0,-0.05,-0.24511540662364542,1400.0,608.3091004789638,4,7,7,280.46817492597256,18,58000.0,295.2351801102619,430.0,21,0.12032762910839477,0.11885252567600758,0.02,2.1707260474861236,0.2904659195602152,0.5264054195871105,0.4321293812464278,0.21596999507680628,14,0.22555156586363823,29,46,6
92,局部扰动,3.452266877301439,2.8891525772420867,-2.846189289458678,0.9038107105413218,2.065268197590544,3.5042430207674724,3.2280750351825973,4.069709516776822,3.09941694027938,111.21381071054132,114.06,111.21381071054132,110.31,6.62164058169065,3.565268197590544,10000.0,10000.0,-0.05,-0.2481852839078104,1415.313035596773,609.004546870509,4,7,8,263.4626107686784,17,58000.0,308.9775612081879,430.0,21,0.11819332631380008,0.11390992092429651,0.02507440582860754,2.1819965587458277,0.3,0.5553908306793237,0.45,0.22,13,0.2361972350458451,29,46,4
93,局部扰动,3.4229344955246024,2.779908711196738,-4.379485894892966,-0.6294858948929658,3.5082246969412068,3.043962479247309,3.2074030715883026,4.294309437772494,2.8252350684099636,109.68051410510704,114.06,109.68051410510704,110.31,6.939097912469223,5.511813412855579,10000.0,10000.0,-0.05,-0.25,1400.0,605.0645025489553,4,7,7,267.03728967216415,16,58000.0,317.0181459908785,430.0,21,0.11182713327231589,0.11609983428629182,0.022794214951273647,2.2147741751607373,0.2848831995265401,0.521704906934566,0.45,0.21855228524642958,14,0.23567133962494347,30,46,5
94,局部扰动,3.4287095057002803,2.8202948578116698,-3.186306921954639,0.5636930780453611,2.4316326968963065,3.3621574714486564,3.22470414040495,4.198781195444606,2.924247352253494,110.87369307804536,114.06,110.87369307804536,110.31,6.594010172705327,3.9316326968963065,10000.0,10000.0,-0.05,-0.23883792798518108,1418.7237106795571,599.9113368674374,4,7,7,266.496675512183,17,58000.0,286.8401775724181,430.0,21,0.1160679511134702,0.11846921660235085,0.02,2.187368005987426,0.3,0.5732230749598506,0.4379169414477113,0.21918739711327437,14,0.24,29,45,5
95,局部扰动,3.7507340513768535,3.215922679346115,-1.7649334288444578,1.9850665711555422,1.6676272419559914,4.231731805795223,3.511675744965651,4.146424769947654,3.5908481779311643,112.29506657115554,114.06,112.29506657115554,110.31,7.1771679250883755,3.1676272419559917,10000.0,10000.0,-0.05,-0.24817896390403824,1431.4385320947595,586.2825957749614,4,7,7,273.4167154470356,16,58000.0,297.9653883190685,430.0,21,0.11286934543298137,0.11391207295206014,0.027567720441370486,2.3380839272275558,0.3,0.5170458524886058,0.44873375972857227,0.21652323024321518,14,0.24,28,45,5
96,局部扰动,3.5676459572658534,2.882599228990931,-3.814833987353353,-0.064833987353353,2.899393602039055,2.9285198738046625,3.202502784132693,4.712495616568021,2.7754846775500246,110.24516601264665,114.06,110.24516601264665,110.31,6.758250919208651,4.451260791921737,10000.0,10000.0,-0.05,-0.25,1400.0,624.2357711877235,4,7,7,271.41770710886186,17,58000.0,294.8953897505949,430.0,21,0.11656325841051257,0.12,0.02219030142225763,2.156715398501031,0.29697173661991116,0.5407024541589719,0.45,0.22,14,0.24,28,45,5
97,局部扰动,3.3897237346524256,2.856204828496701,-3.5890941253986455,0.16090587460135453,3.045346909250105,3.568852669032541,3.2604760248119176,4.065355063055449,2.9295955664333175,110.47090587460136,114.06,110.47090587460136,110.31,6.653391477697948,4.545346909250105,10000.0,10000.0,-0.05,-0.24896448046915956,1411.1031302147035,617.44498151741,4,7,7,257.79701710740693,18,58000.0,289.4694727903489,430.0,21,0.11220832045094889,0.11761943081068414,0.023565561555901778,2.2752103208887933,0.2942070275408094,0.5081871647848389,0.45,0.20933446912465964,14,0.24,29,46,6
98,局部扰动,3.471878357877406,2.9019009514029013,-3.2214451812591705,0.5285548187408295,2.4243971401169184,3.3153737703780792,3.18121952699837,4.2760501239008075,2.985480814185013,110.83855481874083,114.06,110.83855481874083,110.31,6.640991853161243,3.9243971401169184,10000.0,10000.0,-0.05,-0.25,1401.7704257669752,611.6920458598601,3,7,7,256.894208111189,17,58000.0,308.13710941961534,430.0,21,0.11297962746929573,0.11639142821490396,0.024185353027830956,2.198391380828964,0.3,0.5741687452299684,0.45,0.21105809005537357,14,0.24,29,45,5
99,局部扰动,3.5070540892327955,2.83176005928346,-3.9277045917671813,-0.17770459176718134,2.9686285152223015,3.0489747255497495,3.2099201931166035,4.472234537190425,2.8654086138771335,110.13229540823282,114.06,110.13229540823282,110.31,6.768763001545055,4.610792188636046,10000.0,10000.0,-0.05,-0.24946447209390005,1417.2812165226176,624.8072472153079,3,7,7,258.0552405055408,17,58000.0,303.3146373169666,430.0,21,0.12055595177733133,0.12,0.02,2.089972371744839,0.3,0.5792693780021582,0.45,0.22,14,0.22539146398495208,29,45,5
100,局部扰动,3.5051496643271975,2.7806096011242407,-4.013330350302212,-0.26333035030221197,2.9855971901027996,2.8310469396306117,3.215943933729057,4.638586397244529,2.6740676154299656,110.04666964969779,114.06,110.04666964969779,110.31,6.754952160106347,4.696261470344568,10000.0,10000.0,-0.05,-0.24145171885446534,1400.0,624.5873829779242,4,7,8,266.45420191831005,17,58000.0,294.00962385212154,430.0,21,0.11430780719749116,0.11836040292110774,0.022365816187387273,2.1278437139972555,0.2961904060620696,0.56812794031627,0.45,0.22,15,0.23092951772467027,29,46,4
101,局部扰动,3.4959893330759444,2.8654147196299706,-4.089560689127808,-0.3395606891278078,3.2336621791800626,3.060571011609162,3.1913602788564748,4.47507592254422,2.8436098560467817,109.9704393108722,114.06,109.9704393108722,110.31,6.86656587040662,5.005310730482309,10000.0,10000.0,-0.05,-0.24634269685939714,1400.0,621.8696539977398,4,7,7,272.88704589908485,16,58000.0,293.5712872064135,430.0,21,0.11899208100264064,0.11713200101362628,0.02427888719302197,2.2159870418989636,0.2881793311213994,0.5157054425069019,0.4408661684756732,0.22,14,0.2272499637572238,29,46,5
102,局部扰动,3.373351581444771,2.7799018857663573,-3.4664610169160426,0.2835389830839574,2.7673757400385606,3.2953404621787166,3.211539077207057,4.176488275983141,2.809850571124318,110.59353898308396,114.06,110.59353898308396,110.31,6.538132559982123,4.267375740038561,10000.0,10000.0,-0.05,-0.24360351131231764,1422.425657764197,627.2229850814808,4,7,7,262.48699156716964,17,58000.0,300.4287142896754,430.0,21,0.12014216965237294,0.1145927519965566,0.025937942157239914,2.162133608826982,0.3,0.5499870063220633,0.4427065818616982,0.2157657261562075,14,0.23711482486244856,29,46,5
103,局部扰动,3.4285316265288595,2.875848211190425,-3.658539422459853,0.09146057754014691,3.10561780875695,3.333823025115786,3.231536054046609,4.19762893005059,2.9209409802550104,110.40146057754015,114.06,110.40146057754015,110.31,6.666304645777817,4.60561780875695,10000.0,10000.0,-0.05,-0.25,1403.4404163077606,639.6354169805497,4,7,7,272.7703517889134,17,58000.0,283.74346221142326,430.0,21,0.11936445514904126,0.11371291599073503,0.023704619976445216,2.2261679347925085,0.3,0.5341727085890373,0.44779566918717195,0.22,14,0.23911035994673782,29,46,6
104,局部扰动,3.4795828250979812,2.832784174205606,-4.5507613806164215,-0.8007613806164215,3.7130695164666228,2.9543858509509073,3.1966235601453343,4.434021777424216,2.8393051927869486,109.50923861938358,114.06,109.50923861938358,110.31,7.1054277022265255,5.85367862095976,10000.0,10000.0,-0.05,-0.24466636981664314,1421.9411299057583,603.9911999875504,4,7,7,253.44161846391808,17,58000.0,303.3970256729711,430.0,21,0.11651759652034957,0.12,0.024292465212894025,2.0987258952829833,0.29453878751048207,0.541623166771304,0.44312876523736877,0.22,13,0.2369890689396033,29,45,6
105,局部扰动,3.613576350185422,2.995585316781479,-4.823678470435681,-1.0736784704356808,4.346140450568098,3.0114151262146707,3.2194914295566495,4.4082743876458625,3.1966368263176483,109.23632152956432,114.06,109.23632152956432,110.31,7.531433978986811,6.705083226916643,10000.0,10000.0,-0.05,-0.25,1410.9178742443696,635.7670511662096,4,7,9,254.2103603154076,17,58000.0,298.73900850038456,430.0,21,0.11221089724462849,0.11824410574989265,0.022788913403356398,2.1135281042440983,0.2996489050800413,0.5485298111052052,0.4319470559776025,0.218108673188872,14,0.23837856298820656,29,47,6
106,局部扰动,3.534560966035758,2.9953013480581125,-2.289597396564801,1.460402603435199,1.7790958795620764,3.7547552244516975,3.2731141202931373,4.022498466937522,3.311672178108354,111.7704026034352,114.06,111.7704026034352,110.31,6.771875921070317,3.2790958795620764,10000.0,10000.0,-0.05,-0.24774748431053642,1413.5668797522178,619.0661990457646,4,7,7,258.1115645921355,17,58000.0,312.2535891286182,430.0,21,0.11134649867084997,0.11658265814774087,0.02082468184061385,2.2706794524233236,0.3,0.4904889317958197,0.45,0.22,14,0.2374164118699277,29,46,4
107,局部扰动,3.479725446469343,2.9056695447985845,-2.874042821106542,0.8759571788934579,2.241292773488866,3.7472910816157503,3.2594186444897946,3.9755125835610747,3.22831807366526,111.18595717889346,114.06,111.18595717889346,110.31,6.733518616754032,3.7412927734888664,10000.0,10000.0,-0.05,-0.24746987952173363,1436.4036134583562,598.4861157567872,5,7,7,265.20790031491583,16,58000.0,283.88753724548565,430.0,21,0.11233709595367325,0.1165075643928352,0.02,2.177130789850653,0.3,0.5295757716506032,0.4456614637924413,0.21580984001954262,14,0.2376198360682668,30,47,4
108,局部扰动,3.408225580878186,2.808964548208437,-3.010615403549636,0.739384596450364,2.2054357663105453,3.3125694404430046,3.2194985268206495,4.174964514721482,2.8974093015283167,111.04938459645037,114.06,111.04938459645037,110.31,6.531141914187178,3.7054357663105457,10000.0,10000.0,-0.05,-0.2453453242091276,1408.6565250867714,598.1101603168773,4,7,7,257.54107695137566,16,58000.0,310.4146943687388,430.0,21,0.11434240705593111,0.11876863704481652,0.02801528511110747,2.1892077147183686,0.3,0.5376786878232527,0.4477710229497814,0.21750178076309662,14,0.24,29,46,4
109,局部扰动,3.5783778900565326,2.8919230791572836,-4.892885915359841,-1.142885915359841,3.9691033863732974,2.8158070887351934,3.2854024056438664,4.6496980226825055,2.825159249106468,109.16711408464016,114.06,109.16711408464016,110.31,7.405628052135119,6.3834121186611705,10000.0,10000.0,-0.05,-0.24753691655490434,1412.660944822305,632.753822107402,4,7,7,261.200895211599,18,58000.0,296.1474448738807,430.0,21,0.10604178155962812,0.11329792999281174,0.02,2.1740951478427384,0.2802417149668482,0.5289997286815686,0.433317750045632,0.22,14,0.22800520217196119,29,46,5
110,局部扰动,3.4130100631560505,2.7235711628289123,-3.776609874342583,-0.026609874342582884,2.7930659186057825,3.003588602721816,3.1961201453276917,4.395778005382154,2.698767003845239,110.28339012565742,114.06,110.28339012565742,110.31,6.531396181668332,4.314353818079849,10000.0,10000.0,-0.05,-0.25,1400.0,605.3911028928031,4,7,8,265.37977505011855,17,58000.0,313.06892323269915,430.0,21,0.11412317646864968,0.11851164309569864,0.02418022423361736,2.2105192698572926,0.2885961546145366,0.5174949589982076,0.44065123022372016,0.22,14,0.24,29,46,4
111,局部扰动,3.4173737639217996,2.8562467575591644,-3.635648489875777,0.11435151012422295,3.1080678415072036,3.3103732087499753,3.2198877015546086,4.209533287651741,2.887424016175815,110.42435151012423,114.06,110.42435151012423,110.31,6.646435534845494,4.608067841507204,10000.0,10000.0,-0.05,-0.25,1400.0,584.707471835196,4,7,7,266.7804891738529,18,58000.0,298.49883609306613,430.0,21,0.11204659579514721,0.10998201354287669,0.024842947242742202,2.218981741882705,0.3,0.5298098035255371,0.4428042386389989,0.21819592250262954,15,0.24,29,47,5
112,局部扰动,3.5344162190720336,2.902997481469001,-3.378537751869615,0.37146224813038486,2.337381372232891,3.338551951800826,3.2136926606689644,4.302163832383845,3.1007671230903537,110.68146224813039,114.06,110.68146224813039,110.31,6.714576749960235,3.8373813722328913,10000.0,10000.0,-0.05,-0.2482499045142326,1407.3567353339852,606.1932217350306,4,7,7,255.98644412378138,17,58000.0,288.9772801792271,430.0,21,0.11659956783072299,0.1183718901338852,0.02558419495870668,2.2102140939935313,0.2912377593021294,0.5491821610218666,0.45,0.22,14,0.23190957287464095,29,45,4
113,局部扰动,3.5361979483476733,2.852308212673108,-4.607514298651125,-0.8575142986511253,3.742859222340513,2.752646074140286,3.192094351848865,4.647300608565412,2.7668810157695756,109.45248570134888,114.06,109.45248570134888,110.31,7.167750537525245,5.9288706612614135,10000.0,10000.0,-0.05,-0.24561699968064132,1400.0,613.2628592726263,4,7,7,257.8891288881905,18,58000.0,309.01497131700665,430.0,21,0.12315892816882262,0.11621840390024424,0.026241281416437813,2.102844220514947,0.294558246491473,0.5607740122113517,0.45,0.22,14,0.24,29,46,5
114,局部扰动,3.3924369232865597,2.8163915813088836,-3.3209344811365327,0.42906551886346733,2.6473550504494927,3.4550284508266165,3.213675378486285,4.042412015782094,2.984218556994014,110.73906551886347,114.06,110.73906551886347,110.31,6.590788405517076,4.147355050449493,10000.0,10000.0,-0.05,-0.24579205278236912,1407.4137744300165,623.2408399696816,4,7,8,273.5640624036423,17,58000.0,310.7165247936168,430.0,21,0.10471934552582983,0.11307497009813247,0.025013148196376987,2.2037894245455583,0.3,0.5474192153379177,0.4442087842317725,0.22,14,0.2359836951848659,30,46,5
115,局部扰动,3.5253886940359997,2.8990770106533263,-3.1320241804781688,0.6179758195218312,2.412171468170414,3.5747926462745396,3.2188505853885045,4.476406453158746,2.9048302478863297,110.92797581952183,114.06,110.92797581952183,110.31,6.757876170812279,3.912171468170414,10000.0,10000.0,-0.05,-0.24341288373123363,1447.156372966584,600.8685434647549,4,7,7,257.96220128752725,17,58000.0,291.3545270506456,430.0,21,0.11692702228242707,0.11949156880203124,0.022588793591926712,2.191851576684246,0.2961815509687032,0.5649444456754841,0.4294302342136963,0.22,14,0.24,29,45,5
116,局部扰动,3.5344890029872995,2.889271484877115,-3.8289122633020725,-0.07891226330207246,2.877932963448255,3.034157330504078,3.163568435261733,4.538222787274679,2.896909954181711,110.23108773669793,114.06,110.23108773669793,110.31,6.743496523938281,4.441062774089914,10000.0,10000.0,-0.05,-0.25,1400.0,623.4459720719109,3,7,7,270.9641521735091,18,58000.0,300.8805271392498,430.0,21,0.12410221509097072,0.11962594623179201,0.025704444238205754,2.1100918361401755,0.3,0.582682297247154,0.448841418718409,0.22,13,0.23363389728297237,29,45,5
117,局部扰动,3.4751186033639954,2.9152376955709705,-3.159689897037069,0.5903101029629312,2.462945343169317,3.621074307026329,3.2340628938392566,4.081913090227166,3.141107437875421,110.90031010296293,114.06,110.90031010296293,110.31,6.7191857421578245,3.962945343169317,10000.0,10000.0,-0.05,-0.23961382020435829,1400.0,632.1460097775281,4,7,8,266.48003958588635,18,58000.0,302.4857554673151,430.0,21,0.11440688865490942,0.11614604614173098,0.02129636297759484,2.2404528956782697,0.29852684873536584,0.5026935860820303,0.45,0.22,14,0.2208680919669225,29,46,5
118,局部扰动,3.420394239887325,2.8843569874082773,-2.9084170696546607,0.8415829303453393,2.345301343130917,3.689135317878337,3.2763101978712257,3.956042719666999,3.093605702941022,111.15158293034534,114.06,111.15158293034534,110.31,6.653044321726301,3.845301343130917,10000.0,10000.0,-0.05,-0.25,1418.990278131681,606.417751265789,4,7,8,260.83173195468765,17,58000.0,286.43032276966693,430.0,21,0.11189761338081816,0.11758351625353951,0.025210023846969926,2.2368740794407196,0.3,0.553101937257921,0.45,0.22,14,0.24,30,46,5
119,局部扰动,3.4552874308002908,2.803758369119223,-4.134763170798081,-0.384763170798081,3.1724890962890933,3.0662726579036415,3.1956706890347335,4.41766291371823,2.7914721769196293,109.92523682920192,114.06,109.92523682920192,110.31,6.822298324701336,4.980299632927559,10000.0,10000.0,-0.05,-0.24432422027942396,1420.67959038689,607.2247672317884,4,7,7,265.1350849685746,17,58000.0,303.8185226790515,430.0,21,0.11193970601975492,0.12,0.026220561252539184,2.172004609690125,0.2875680678564726,0.5361338745317782,0.44660759998200483,0.21390084311516813,14,0.24,29,45,5
120,局部扰动,3.4503303803307097,2.793237073544743,-4.326636432863779,-0.5766364328637792,3.503988002532093,2.997668397002878,3.2149472481135897,4.385333739264137,2.800416599807615,109.73336356713622,114.06,109.73336356713622,110.31,6.94110399341044,5.465297148823116,10000.0,10000.0,-0.05,-0.25,1400.0,611.2683422219744,4,7,7,268.0026113150855,17,58000.0,280.71703971927946,430.0,21,0.11597727382604701,0.12,0.021171480317551165,2.189345128782063,0.2908057385324756,0.5459593339875294,0.4395665878549042,0.21714559705582925,15,0.23456686054349438,30,46,5
121,局部扰动,3.4452828263132926,2.8633849789545507,-3.8869026180883566,-0.13690261808835658,3.3070053914457285,3.2796413745671322,3.2319783349616276,4.210078357497143,2.9517519595859705,110.17309738191165,114.06,110.17309738191165,110.31,6.767637416412524,4.916527485916414,10000.0,10000.0,-0.05,-0.24866987074269428,1406.8223955785804,612.160871635706,4,7,7,266.8289092942007,17,58000.0,309.5545619090466,430.0,21,0.111985727537173,0.11771272949763342,0.020556265708541202,2.1582518487384608,0.3,0.5583893555494223,0.4341912686318087,0.20721155908451516,14,0.24,29,47,5
122,局部扰动,3.4373560683759155,2.8360930719683037,-3.1467647923294777,0.6032352076705223,2.4627213081343458,3.294576057750548,3.173960995068609,4.296589298048571,2.880520318002837,110.91323520767052,114.06,110.91323520767052,110.31,6.594909407789264,3.9627213081343458,10000.0,10000.0,-0.05,-0.25,1418.5999792238945,599.6317509609835,3,7,7,265.2823006234984,16,58000.0,290.55942501105517,430.0,21,0.11631553601917775,0.11988504017235446,0.02317688453589441,2.1766545788186655,0.3,0.5315040445177384,0.42653848327144217,0.22,14,0.2334184833197743,28,47,4
123,局部扰动,3.419814837724649,2.7362290449676108,-3.539571895429148,0.21042810457085181,2.613786295285396,3.000573361893382,3.2050280297867384,4.3906220898323545,2.7176321804253987,110.52042810457085,114.06,110.52042810457085,110.31,6.513159199217672,4.113786295285396,10000.0,10000.0,-0.05,-0.24891799984424337,1400.0,587.743749329065,4,7,7,268.1923986845505,16,58000.0,303.42356944170086,430.0,21,0.11426083211541223,0.1147476241496671,0.02274552909098185,2.1388536478577915,0.3,0.53875715323201,0.4413959057666925,0.22,14,0.24,29,46,4
124,局部扰动,3.6702812394307722,3.030495967831325,-4.682304848145691,-0.9323048481456908,3.9361166219014887,2.8190621281754558,3.2297991903231504,4.772826997648072,2.9760827939005985,109.37769515185431,114.06,109.37769515185431,110.31,7.433677142911794,6.181960500418041,10000.0,10000.0,-0.05,-0.25,1400.0,628.0418108370803,4,7,7,266.95686454581,17,58000.0,303.5747630069151,430.0,21,0.11125629194489817,0.11756638089314475,0.022969256275385375,2.1132128803891375,0.29389644313441704,0.5532836382137808,0.44554504612369483,0.22,14,0.23040463776246203,29,47,5
125,局部扰动,3.5218104921952924,2.8282605405390533,-4.2141019031672755,-0.4641019031672755,3.42425472534116,3.0362806010747847,3.1915974124574262,4.66371418187161,2.7079460369278254,109.84589809683273,114.06,109.84589809683273,110.31,6.970892743581694,5.29553624787498,10000.0,10000.0,-0.05,-0.25,1417.569405944422,581.0571046810358,4,7,7,265.2535995423529,18,58000.0,287.8528266814477,430.0,21,0.11563584963407764,0.11306756784199451,0.025694719328032332,2.084675652729637,0.3,0.5518772243908114,0.4360942144359138,0.21493600147419764,14,0.23757662287465175,29,46,5
126,局部扰动,3.6097114918935187,2.9008493265397752,-4.8685804997154065,-1.1185804997154065,3.98037414856646,2.706264866403049,3.2361510705867875,4.745708052229485,2.8357995799486293,109.1914195002846,114.06,109.1914195002846,110.31,7.415523534131675,6.3752385483387854,10000.0,10000.0,-0.05,-0.25,1400.0,605.6687651321504,4,7,8,261.2177262005158,17,58000.0,300.39204703461473,430.0,21,0.11386117454945811,0.11870585405573471,0.022649314729759687,2.1207088058731016,0.2890076850459065,0.5509889050667333,0.445864161320999,0.22,14,0.24,29,46,5
127,局部扰动,3.5032917015417917,2.9969844490567765,-2.4574014314033548,1.2925985685966452,2.062380574521105,3.7633608623592236,3.386637715964987,4.049083629995339,3.153734488562375,111.60259856859665,114.06,111.60259856859665,110.31,6.764642440830917,3.5623805745211055,10000.0,10000.0,-0.05,-0.2469606411673343,1408.0007640735316,632.7424904536911,4,7,7,264.4142973119473,18,58000.0,299.84085984554196,430.0,21,0.11735595235538089,0.11620468955774776,0.0272266533499259,2.322648605370628,0.3,0.5537255850868061,0.45,0.22,15,0.24,29,46,5
128,局部扰动,3.4052738347673994,2.742528939155192,-4.003955594198089,-0.25395559419808933,3.2219842466012194,2.993240942198955,3.190554560127767,4.368925184345957,2.709856882410703,110.05604440580191,114.06,110.05604440580191,110.31,6.686546666913308,4.925148721959691,10000.0,10000.0,-0.05,-0.240554503542314,1400.0,616.2595637191773,4,7,8,266.2115273985867,16,58000.0,310.469181418167,430.0,21,0.11735761062598467,0.11646258263012328,0.026838993448701345,2.1638469727842478,0.2963801073770441,0.5321368258842292,0.4433949107998148,0.21897250794139408,14,0.24,29,46,5
129,局部扰动,3.4189355528599923,2.790656015391902,-4.137952686207825,-0.3879526862078251,3.1552633806574932,3.1604279599476257,3.2022374851837774,4.2324121686978105,2.879447547252998,109.92204731379218,114.06,109.92204731379218,110.31,6.79613931851404,4.965625529623753,10000.0,10000.0,-0.05,-0.24781977667151425,1402.509758606349,586.7909779362944,4,7,7,262.1571246884586,17,58000.0,301.06145722430205,430.0,21,0.11368874675387512,0.12,0.023366066408943887,2.2060763156492196,0.2852152882760656,0.5202728819789362,0.4455787118836244,0.22,13,0.24,30,45,5
130,局部扰动,3.746429006900562,3.01999775069984,-5.017288077057216,-1.2672880770572164,4.0994719014468215,2.583429216907047,3.2193630862208984,5.0570224482662285,2.8752444524680456,109.04271192294279,114.06,109.04271192294279,110.31,7.657356951419305,6.613302363092594,10000.0,10000.0,-0.05,-0.25,1400.0,632.5685187309109,4,7,7,265.4485434001134,16,58000.0,295.77852331562764,430.0,21,0.11359737579852246,0.11531772218380938,0.02603226211628799,2.087266171162962,0.28993981392762874,0.572153634400251,0.45,0.22,14,0.24,29,46,5
131,局部扰动,3.411532471249192,2.8489169381769694,-3.634051849975961,0.11594815002403891,3.07395027231369,3.30565013219903,3.216468338182731,4.166859243707084,2.915419574785063,110.42594815002404,114.06,110.42594815002404,110.31,6.634214276681361,4.57395027231369,10000.0,10000.0,-0.05,-0.2479979612656779,1419.7262932306953,605.0297733115889,4,7,7,258.0553754571563,17,58000.0,277.41589221445923,430.0,21,0.11876701389336858,0.11948857714057282,0.022411554386186534,2.168606264895145,0.3,0.5498673341665187,0.45,0.22,14,0.24,29,47,5
132,局部扰动,3.583172112945418,2.9060703895877453,-4.736422621711398,-0.986422621711398,3.8434608974631344,2.8453576232808606,3.25287665692801,4.634230296981019,2.8746932900752253,109.3235773782886,114.06,109.3235773782886,110.31,7.329643426208196,6.132598994832253,10000.0,10000.0,-0.05,-0.25,1400.0,623.344598496872,3,7,7,260.7038809754213,16,58000.0,294.62997888703404,430.0,21,0.10915278865246723,0.11271751792182386,0.02,2.194221143995104,0.28207793249862845,0.5813929944773203,0.44267210885510044,0.22,14,0.24,30,46,5
