参数,参数中文名,参数值,最优参数值,相对最优比例,RMSE,MAE,高价平台RMSE,低价回落RMSE,峰值误差,末日误差,综合得分,相对最优RMSE变化
uncertainty_floor,不确定性底座,0.24375,0.3,0.8125,4.672122034488685,3.7342080482186044,6.4824303099956335,2.882422369115505,-7.559474559170354,-3.8094745591703543,10.51643695565361,1.3043735217066357
uncertainty_floor,不确定性底座,0.2475,0.3,0.8250000000000001,4.533018424680361,3.622453407682079,6.227737932636384,2.816545618673884,-7.293681316549851,-3.5436813165498506,10.153438423443582,1.1652699118983123
uncertainty_floor,不确定性底座,0.25125,0.3,0.8374999999999999,4.398954303314429,3.5146349587272563,5.973884393053912,2.761540311593196,-7.027887999603138,-3.277887999603138,9.799291344400435,1.0312057905323804
uncertainty_floor,不确定性底座,0.255,0.3,0.8500000000000001,4.270398354576659,3.421973227282891,5.720978939120982,2.7180586950592334,-6.762094142086141,-3.0120941420861413,9.454802650048476,0.9026498417946098
uncertainty_floor,不确定性底座,0.25875,0.3,0.8624999999999999,4.147865266082502,3.3366767047169033,5.469153488530631,2.6866652018773265,-6.49629974505676,-2.74629974505676,9.120845915128593,0.7801167533004532
uncertainty_floor,不确定性底座,0.2625,0.3,0.8750000000000001,4.031906663857074,3.2594335860516312,5.218564800376039,2.6677912368376955,-6.2305048092972015,-2.4805048092972015,8.79834337369727,0.6641581510750254
uncertainty_floor,不确定性底座,0.26625,0.3,0.8875,3.9231080023510536,3.1821858430903807,4.969400400419912,2.661707506674506,-5.964709335317153,-2.2147093353171527,8.488259821229116,0.5553594895690046
uncertainty_floor,不确定性底座,0.27,0.3,0.9000000000000001,3.8220664115615763,3.1048199697758667,4.721978043482835,2.668505589492937,-5.698930618169626,-1.9489306181696264,8.191590641310272,0.45431789877952733
uncertainty_floor,不确定性底座,0.27375,0.3,0.9125,3.7294396537510215,3.027430002938289,4.476496406188153,2.688091573569816,-5.433154426762471,-1.6831544267624707,7.909372570839777,0.3616911409689725
uncertainty_floor,不确定性底座,0.27749999999999997,0.3,0.9249999999999999,3.6458752770153904,2.9504069945829174,4.233275595897273,2.720192782229867,-5.167377898568418,-1.417377898568418,7.642631854884743,0.2781267642333414
uncertainty_floor,不确定性底座,0.28125,0.3,0.9375,3.572011695512039,2.882548613760711,3.9927291285929907,2.7643765056956235,-4.901601034390339,-1.151601034390339,7.3923719379676145,0.2042631827299899
uncertainty_floor,不确定性底座,0.285,0.3,0.95,3.508463936544716,2.832266880263387,3.7553712989110157,2.8200778653503424,-4.635823834863558,-0.8858238348635581,7.159543712129956,0.14071542376266688
uncertainty_floor,不确定性底座,0.28875,0.3,0.9625,3.455803354052415,2.78198303270433,3.521847242680651,2.8866328979159226,-4.370046300457801,-0.6200463004578012,6.945009229284199,0.08805484127036589
uncertainty_floor,不确定性底座,0.2925,0.3,0.975,3.414535865348793,2.741133035396527,3.2929730856672403,2.9633128263595228,-4.104268431479127,-0.35426843147912734,6.749504922898917,0.046787352566743934
uncertainty_floor,不确定性底座,0.29625,0.3,0.9875,3.3850802642753144,2.7282792483026337,3.069789477334198,3.0493561306132,-3.838490228071933,-0.08849022807193307,6.573611156397231,0.01733175149326538
uncertainty_floor,不确定性底座,0.3,0.3,1.0,3.367748512782049,2.738196964463413,2.8536323672284634,3.1439961084062618,-3.572711690220686,0.1772883097793141,6.506379703114706,0.0
adjustment_speed,价格调整速度,0.315,0.45,0.7,3.697790793508015,3.054002051070753,3.658112693932188,3.31448799675294,-4.150397623134538,-0.40039762313453764,7.3032467784061925,0.3300422807259662
adjustment_speed,价格调整速度,0.320625,0.45,0.7125,3.668659950265353,3.0200141719328304,3.6071479631810304,3.294062411610456,-4.110679572888628,-0.3606795728886283,7.231736141189849,0.30091143748330396
adjustment_speed,价格调整速度,0.32625,0.45,0.725,3.6413730696713897,2.98933220243282,3.558163698904969,3.2750918154431674,-4.072890327267672,-0.32289032726767175,7.164320879354922,0.27362455688934073
adjustment_speed,价格调整速度,0.33187500000000003,0.45,0.7375,3.615848306516875,2.9629560105621646,3.5110865824502495,3.2575487077631142,-4.036932318236111,-0.2869323182361114,7.100831008831757,0.24809979373482616
adjustment_speed,价格调整速度,0.3375,0.45,0.75,3.5920025898518184,2.9372190818812856,3.465845350172363,3.241390658359485,-4.002712353342545,-0.25271235334254527,7.041093104586039,0.2242540770697694
adjustment_speed,价格调整速度,0.343125,0.45,0.7625,3.5697449583340393,2.9120911267742007,3.422370850978298,3.2265451026501495,-3.9701415046234416,-0.22014150462344162,6.984917662469408,0.20199644555199026
adjustment_speed,价格调整速度,0.34875,0.45,0.775,3.5490126002239744,2.8919752472082902,3.3805953218151332,3.212999749996702,-3.939134735500332,-0.18913473550033189,6.932168668510866,0.18126408744192535
adjustment_speed,价格调整速度,0.354375,0.45,0.7875,3.5297328936916488,2.872682438575222,3.3404532278399923,3.2007102092960773,-3.9096110675380658,-0.15961106753806575,6.882690837814388,0.16198438090959977
adjustment_speed,价格调整速度,0.36,0.45,0.7999999999999999,3.5118365001987395,2.855581808688061,3.3018809574871057,3.18963254133905,-3.8814933449266533,-0.13149334492665332,6.836334831153609,0.1440879874166905
adjustment_speed,价格调整速度,0.365625,0.45,0.8124999999999999,3.495257216097131,2.83888292694623,3.264816828038752,3.179723325984175,-3.854708109296922,-0.1047081092969222,6.792957055393125,0.1275087033150819
