sample_id,stress_index,raw_stress_index,historical_stress_noise_sigma,historical_event_volatility_percentile,路径类别,supply_interruption,spr_max_release,route_max_capacity,long_elasticity,fear_decay,risk_weight,uncertainty_floor,pressure_scale,relief_discount_strength,buffer_relief_strength,第90天价格,第120天价格,第150天价格,第180天价格,外推期最高价,外推期最低价,外推期均价,第180天剩余供需缺口,第180天SPR实际释放,第180天制度风险溢价,第180天冲击不确定性溢价,二次跳涨幅度,二次跳涨风险,是否突破120,是否突破130,是否高缺口
26,0.5231929841655139,0.4693007950644565,0.0734342963653308,0.9552656104380244,中性附近,1580.6362512788176,472.68121688974765,225.55452721403398,-0.21913863921130444,0.09003345097467487,2.491783826512128,0.3305295316140986,0.02713031733655156,0.19759225233619918,0.1808060710082303,101.70179238699006,102.47144144021111,100.36488550444496,97.66485946698081,109.90403097123087,97.66485946698081,101.54805956920958,0.0,194.1489113826417,8.272666025542403,1.7012240884556917,0.0,低,False,False,False
27,0.7894369835531926,0.9004115052131312,0.0734342963653308,0.9552656104380244,高压尾部,1746.2390938682302,390.0969434183824,200.59411310833195,-0.1445248894088864,0.06436555596461714,2.679919592431389,0.36,0.030996483924075932,0.15158528924200831,0.14111787574642182,109.92786375646615,105.32323487356209,103.5547440607879,106.11465611532417,120.87645267511132,103.14427863059883,107.93799810548225,380.4165250156457,0.0,11.570740280099267,1.8787204346401214,10.552485978225207,中,True,False,False
28,0.6950845273454859,0.7030050648245069,0.0734342963653308,0.9552656104380244,高压尾部,1679.5422882219193,382.6211857933399,201.4991466069903,-0.17417267040156903,0.069876008489471,2.5108733370494827,0.36,0.03362040604249404,0.16788939367470004,0.1551827136921216,104.66413438145905,104.54600452421722,102.17011988018012,102.20799136916011,116.65421816898993,99.38817302429824,104.85813159481044,309.94454541743835,0.0,11.487221723694873,1.8787204346401214,6.330251472103811,中,False,False,False
29,0.33178748147971193,0.4910755349383041,0.0734342963653308,0.9552656104380244,中性附近,1477.8645986688534,562.520085418016,309.5827026669267,-0.2938422193852588,0.1165102072036275,2.2370213370101757,0.30270982275547836,0.026641526216824137,0.23066712320030577,0.20933831579966075,98.87958057764499,99.08485943419406,97.19590067140669,94.79814660001986,102.85465054807109,94.79814660001986,97.784440616218,0.0,57.387848427364574,7.517831470273932,1.5580370073710124,0.0,低,False,False,False
30,0.23485847880330007,0.3149690014376662,0.0734342963653308,0.9552656104380244,缓和路径,1501.0261129053567,597.8796480052035,339.93974565260777,-0.27817909739646807,0.13021069289663703,1.8423455699739728,0.25768885240925354,0.02377086983951248,0.24741645486278976,0.2237872318075376,94.3058978721623,94.51426330022825,92.66191847673038,90.3738966914842,100.92055367397033,90.3738966914842,93.30272971315532,0.0,130.4539091703503,5.719006224924049,1.2847425835386996,0.0,低,False,False,False
31,0.42663990538234886,0.5753383417163336,0.0734342963653308,0.9552656104380244,中性附近,1539.0765858666048,538.6884765396089,257.72399372498637,-0.2635090647943927,0.11261297322909244,2.583353914966112,0.3237637227428095,0.026495133734292586,0.2142766243499301,0.1951989491676934,103.41113243593891,103.4883853710623,101.24332251819455,98.19310965303559,107.92407331596615,98.19310965303559,102.17096395868747,0.0,111.9815766297295,8.40935937835304,1.666400703768956,0.0,低,False,False,False
32,0.4757880158849086,0.5129021441038071,0.0734342963653308,0.9552656104380244,中性附近,1587.5962484348827,446.1409146160172,259.52304078577356,-0.22955570817522988,0.07861401994437998,2.2717023056308854,0.3422066838645438,0.027632121118846716,0.20578383085508778,0.18787258759387157,101.46425653326145,101.98103996696656,99.66328370820024,96.8758046572118,108.51341449020748,96.8758046572118,100.71525893162836,0.0,186.39633844531406,8.527109591364278,1.7613259879622547,0.0,低,False,False,False
33,0.6696050364477006,0.6200531197458862,0.0734342963653308,0.9552656104380244,高压尾部,1689.7451081617228,351.3497286889216,232.95920671232858,-0.15678618367190747,0.09166087044107656,2.4838487806389966,0.36,0.024021905694671022,0.1722922497018373,0.15898086505796818,103.89532620130962,103.99914783630857,101.68576536456428,103.47458533811832,115.60517484503572,100.79255637318894,104.84960366828459,303.6926116504419,0.0,11.283187818235767,1.8787204346401214,5.281208148149602,中,False,False,False
34,0.2558735041751493,0.3091183706642391,0.0734342963653308,0.9552656104380244,缓和路径,1457.3187898384335,583.2375242210775,314.2391270382848,-0.29479323252270545,0.11948665139435281,1.9746400793682548,0.26877069517118485,0.027488509950312955,0.2437850584785342,0.2206545849410993,94.88447744864459,95.07423175344141,93.41391033197124,91.1927612223046,101.12221471446307,91.1927612223046,93.95901267004828,0.0,78.41992292739437,6.067198747317026,1.339992607617048,0.0,低,False,False,False
35,0.32863864545363697,0.4340234614274983,0.0734342963653308,0.9552656104380244,缓和路径,1552.2552619817957,510.29260002214124,258.6016653739884,-0.2745832416762881,0.1190679959135906,2.085542898722457,0.288947922290043,0.02651654735750908,0.23121124206561153,0.2098077033514467,97.61068262258203,97.94362488394731,95.82432832919517,93.26728053688008,102.36679451508927,93.26728053688008,96.47427661305095,0.0,135.6723372696964,6.803155145748309,1.4405888990552183,0.0,低,False,False,False
36,0.6939623146815197,0.6473262842987231,0.0734342963653308,0.9552656104380244,高压尾部,1698.8838214092495,330.99187829505803,222.4616577647366,-0.20341760346446272,0.07523319197997845,2.588228174594287,0.36,0.028220143386310872,0.16808331202303337,0.15534999857153747,106.12391739051215,105.90146637044252,103.66077920046459,100.51903938526159,118.09348955489166,100.51903938526159,106.26558801377848,0.0,298.255385212174,9.290286363062245,1.8787204346401214,7.769522858005544,低,False,False,False
